id,name,EditableSynonymList_graph_id
,rab11-FIP1,esl_20200604115458970785
,RCP,esl_20200604115458970785
,AAA,esl_20200604115458970858
,ABETA,esl_20200604115458970858
,ABPP,esl_20200604115458970858
,AD1,esl_20200604115458970858
,APPI,esl_20200604115458970858
,CTFgamma,esl_20200604115458970858
,CVAP,esl_20200604115458970858
,PN-II,esl_20200604115458970858
,PN2,esl_20200604115458970858
,preA4,esl_20200604115458970858
,BIP,esl_20200604115458970891
,GRP78,esl_20200604115458970891
,HEL-S-89n,esl_20200604115458970891
,MIF2,esl_20200604115458970891
,FIGF,esl_20200604115458970918
,VEGF-D,esl_20200604115458970918
,ARC240,esl_20200604115458970985
,CAGH45,esl_20200604115458970985
,FGS1,esl_20200604115458970985
,HOPA,esl_20200604115458970985
,Kto,esl_20200604115458970985
,MED12S,esl_20200604115458970985
,OHDOX,esl_20200604115458970985
,OKS,esl_20200604115458970985
,OPA1,esl_20200604115458970985
,TNRC11,esl_20200604115458970985
,TRAP230,esl_20200604115458970985
,CMT2Z,esl_20200604115458971020
,ZCW3,esl_20200604115458971020
,ZCWCC1,esl_20200604115458971020
,SEP2,esl_20200604115458971046
,SEPT2,esl_20200604115458971046
,SEPT6,esl_20200604115458971046
,bA261N11.2,esl_20200604115458971092
,C20orf58,esl_20200604115458971092
,FAM77A,esl_20200604115458971092
,FLT-4,esl_20200604115458971119
,FLT41,esl_20200604115458971119
,LMPH1A,esl_20200604115458971119
,LMPHM1,esl_20200604115458971119
,PCL,esl_20200604115458971119
,VEGFR-3,esl_20200604115458971119
,VEGFR3,esl_20200604115458971119
,CD205,esl_20200604115458971149
,CLEC13B,esl_20200604115458971149
,DEC-205,esl_20200604115458971149
,GP200-MR6,esl_20200604115458971149
,LY-75,esl_20200604115458971149
,BMP2B,esl_20200604115458971177
,BMP2B1,esl_20200604115458971177
,MCOPS6,esl_20200604115458971177
,OFC11,esl_20200604115458971177
,ZYME,esl_20200604115458971177
,BCNS,esl_20200604115458971205
,NBCCS,esl_20200604115458971205
,PTC,esl_20200604115458971205
,PTC1,esl_20200604115458971205
,PTCH,esl_20200604115458971205
,MAD1,esl_20200604115458971233
,PIG9,esl_20200604115458971233
,TP53I9,esl_20200604115458971233
,TXBP181,esl_20200604115458971233
,CT11.1,esl_20200604115458971260
,CT11.3,esl_20200604115458971260
,NAP-X,esl_20200604115458971260
,SPAN-X,esl_20200604115458971260
,SPAN-Xa,esl_20200604115458971260
,SPAN-Xb,esl_20200604115458971260
,SPANX,esl_20200604115458971260
,SPANX-A,esl_20200604115458971260
,HERMES,esl_20200604115458971291
,H3-3B,esl_20200604115458971314
,H3.3A,esl_20200604115458971314
,H3F3,esl_20200604115458971314
,H3F3A,esl_20200604115458971314
,ACH,esl_20200604115458971341
,CD333,esl_20200604115458971341
,CEK2,esl_20200604115458971341
,HSFGFR3EX,esl_20200604115458971341
,JTK4,esl_20200604115458971341
,HEL-S-108,esl_20200604115458971369
,KIAA1524,esl_20200604115458971393
,p90,esl_20200604115458971393
,IKK-E,esl_20200604115458971418
,IKK-i,esl_20200604115458971418
,IKKE,esl_20200604115458971418
,IKKI,esl_20200604115458971418
,CXXC8,esl_20200604115458971445
,FBL11,esl_20200604115458971445
,FBL7,esl_20200604115458971445
,FBXL11,esl_20200604115458971445
,JHDM1A,esl_20200604115458971445
,LILINA,esl_20200604115458971445
,C15orf21,esl_20200604115458971474
,D-PCa-2,esl_20200604115458971474
,A3G,esl_20200604115458971499
,ARCD,esl_20200604115458971499
,ARP-9,esl_20200604115458971499
,ARP9,esl_20200604115458971499
,bK150C2.7,esl_20200604115458971499
,CEM-15,esl_20200604115458971499
,CEM15,esl_20200604115458971499
,dJ494G10.1,esl_20200604115458971499
,MDS019,esl_20200604115458971499
,SSXT,esl_20200604115458971531
,SYT,esl_20200604115458971531
,JCK,esl_20200604115458971574
,NEK12A,esl_20200604115458971574
,NPHP9,esl_20200604115458971574
,RHPD2,esl_20200604115458971574
,PTP1B,esl_20200604115458971626
,PYCRL,esl_20200604115458971650
,KLC,esl_20200604115458971674
,KNS2,esl_20200604115458971674
,KNS2A,esl_20200604115458971674
,Bif-1,esl_20200604115458971722
,CGI-61,esl_20200604115458971722
,dJ612B15.2,esl_20200604115458971722
,PPP1R70,esl_20200604115458971722
,HD3,esl_20200604115458971753
,KDAC3,esl_20200604115458971753
,RPD3,esl_20200604115458971753
,RPD3-2,esl_20200604115458971753
,CCNB,esl_20200604115458971780
,EIF2C3,esl_20200604115458971805
,SSS1,esl_20200604115458971829
,NMP-22,esl_20200604115458971852
,NUMA,esl_20200604115458971852
,GRASP-1,esl_20200604115458971877
,ALL,esl_20200604115458971901
,BCR1,esl_20200604115458971901
,CML,esl_20200604115458971901
,D22S11,esl_20200604115458971901
,D22S662,esl_20200604115458971901
,PHL,esl_20200604115458971901
,CRISTIN3,esl_20200604115458971930
,RSPO,esl_20200604115458971930
,RPTPrho,esl_20200604115458971955
,CAPM1,esl_20200604115458971995
,CFTD,esl_20200604115458971995
,HEL-189,esl_20200604115458971995
,HEL-S-82p,esl_20200604115458971995
,hscp30,esl_20200604115458971995
,NEM1,esl_20200604115458971995
,OK/SW-cl.5,esl_20200604115458971995
,TM-5,esl_20200604115458971995
,TM3,esl_20200604115458971995
,TM30,esl_20200604115458971995
,TM30nm,esl_20200604115458971995
,TM5,esl_20200604115458971995
,TPM3nu,esl_20200604115458971995
,TPMsk3,esl_20200604115458971995
,TRK,esl_20200604115458971995
,WEE1A,esl_20200604115458972036
,WEE1hu,esl_20200604115458972036
,CVID14,esl_20200604115458972060
,KARP-1,esl_20200604115458972084
,KARP1,esl_20200604115458972084
,KU80,esl_20200604115458972084
,Ku86,esl_20200604115458972084
,KUB2,esl_20200604115458972084
,NFIV,esl_20200604115458972084
,FEN-1,esl_20200604115458972112
,MF1,esl_20200604115458972112
,RAD2,esl_20200604115458972112
,12R-LOX,esl_20200604115458972138
,ARCI2,esl_20200604115458972138
,CD123,esl_20200604115458972163
,hIL-3Ra,esl_20200604115458972163
,IL3R,esl_20200604115458972163
,IL3RAY,esl_20200604115458972163
,IL3RX,esl_20200604115458972163
,IL3RY,esl_20200604115458972163
,Cbl-b,esl_20200604115458972192
,Nbla00127,esl_20200604115458972192
,RNF56,esl_20200604115458972192
,AM,esl_20200604115458972218
,ATF-IP,esl_20200604115458972218
,MCAF,esl_20200604115458972218
,MCAF1,esl_20200604115458972218
,p621,esl_20200604115458972218
,GEF,esl_20200604115458972246
,GEF-H1,esl_20200604115458972246
,GEFH1,esl_20200604115458972246
,Lfc,esl_20200604115458972246
,LFP40,esl_20200604115458972246
,NEDMHM,esl_20200604115458972246
,P40,esl_20200604115458972246
,DIAR5,esl_20200604115458972276
,EGP-2,esl_20200604115458972276
,EGP314,esl_20200604115458972276
,EGP40,esl_20200604115458972276
,ESA,esl_20200604115458972276
,HNPCC8,esl_20200604115458972276
,KS1/4,esl_20200604115458972276
,KSA,esl_20200604115458972276
,M4S1,esl_20200604115458972276
,MIC18,esl_20200604115458972276
,MK-1,esl_20200604115458972276
,TACSTD1,esl_20200604115458972276
,TROP1,esl_20200604115458972276
,bFGF-R-1,esl_20200604115458972312
,BFGFR,esl_20200604115458972312
,CD331,esl_20200604115458972312
,CEK,esl_20200604115458972312
,ECCL,esl_20200604115458972312
,FGFBR,esl_20200604115458972312
,FGFR-1,esl_20200604115458972312
,FLG,esl_20200604115458972312
,FLT-2,esl_20200604115458972312
,FLT2,esl_20200604115458972312
,HBGFR,esl_20200604115458972312
,HH2,esl_20200604115458972312
,HRTFDS,esl_20200604115458972312
,KAL2,esl_20200604115458972312
,N-SAM,esl_20200604115458972312
,OGD,esl_20200604115458972312
,GFRP1,esl_20200604115458972351
,HMR,esl_20200604115458972351
,N10,esl_20200604115458972351
,NAK-1,esl_20200604115458972351
,NGFIB,esl_20200604115458972351
,NP10,esl_20200604115458972351
,NUR77,esl_20200604115458972351
,TR3,esl_20200604115458972351
,EIEE17,esl_20200604115458972381
,G-ALPHA-o,esl_20200604115458972381
,GNAO,esl_20200604115458972381
,HLA-DQB1,esl_20200604115458972381
,NEDIM,esl_20200604115458972381
,MAD5,esl_20200604115458972409
,MXD5,esl_20200604115458972409
,CT31,esl_20200604115458972434
,JARID1B,esl_20200604115458972434
,MRT65,esl_20200604115458972434
,PLU-1,esl_20200604115458972434
,PLU1,esl_20200604115458972434
,PPP1R98,esl_20200604115458972434
,PUT1,esl_20200604115458972434
,RBBP2H1A,esl_20200604115458972434
,RBP2-H1,esl_20200604115458972434
,H3-3A,esl_20200604115458972467
,H3.3B,esl_20200604115458972467
,H3F3B,esl_20200604115458972467
,HSSOX6,esl_20200604115458972492
,SOXD,esl_20200604115458972492
,CDC2,esl_20200604115458972540
,CDC28A,esl_20200604115458972540
,P34CDC2,esl_20200604115458972540
,NFBD1,esl_20200604115458972565
,CD127,esl_20200604115458972589
,CDW127,esl_20200604115458972589
,IL-7R-alpha,esl_20200604115458972589
,IL7RA,esl_20200604115458972589
,ILRA,esl_20200604115458972589
,CMD1GG,esl_20200604115458972617
,FP,esl_20200604115458972617
,PGL5,esl_20200604115458972617
,SDH1,esl_20200604115458972617
,SDH2,esl_20200604115458972617
,SDHF,esl_20200604115458972617
,FSP,esl_20200604115458972646
,GRO1,esl_20200604115458972646
,GROa,esl_20200604115458972646
,MGSA,esl_20200604115458972646
,MGSA-a,esl_20200604115458972646
,NAP-3,esl_20200604115458972646
,SCYB1,esl_20200604115458972646
,HIAA0929,esl_20200604115458972680
,MINT,esl_20200604115458972680
,RBM15C,esl_20200604115458972680
,SHARP,esl_20200604115458972680
,BCL1,esl_20200604115458972707
,D11S287E,esl_20200604115458972707
,PRAD1,esl_20200604115458972707
,U21B31,esl_20200604115458972707
,EMA,esl_20200604115458972734
,GA2,esl_20200604115458972734
,MADD,esl_20200604115458972734
,FIP1,esl_20200604115458972760
,hFip1,esl_20200604115458972760
,Rhe,esl_20200604115458972760
,IBP5,esl_20200604115458972786
,ASD2,esl_20200604115458972809
,TACHD,esl_20200604115458972809
,TOF,esl_20200604115458972809
,VSD1,esl_20200604115458972809
,Flt4-L,esl_20200604115458972835
,LMPH1D,esl_20200604115458972835
,LMPHM4,esl_20200604115458972835
,VRP,esl_20200604115458972835
,BBP,esl_20200604115458972862
,D11S636,esl_20200604115458972862
,MBBP,esl_20200604115458972862
,ZCCHC25,esl_20200604115458972862
,ZFM1,esl_20200604115458972862
,ZNF162,esl_20200604115458972862
,EZF,esl_20200604115458972907
,GKLF,esl_20200604115458972907
,MEA5,esl_20200604115458972934
,MGEA5,esl_20200604115458972934
,NCOAT,esl_20200604115458972934
,C1orf8,esl_20200604115458972960
,DCF1,esl_20200604115458972960
,HSPC001,esl_20200604115458972960
,PRO195,esl_20200604115458972960
,UNQ169,esl_20200604115458972960
,hsMOT2,esl_20200604115458972988
,BCL5,esl_20200604115458973012
,BCL6A,esl_20200604115458973012
,LAZ3,esl_20200604115458973012
,ZBTB27,esl_20200604115458973012
,ZNF51,esl_20200604115458973012
,STAT5,esl_20200604115458973039
,HSF 2,esl_20200604115458973121
,HSTF 2,esl_20200604115458973121
,ADOHCYASE3,esl_20200604115458973146
,IRBIT2,esl_20200604115458973146
,KMT8B,esl_20200604115458973171
,MEISETZ,esl_20200604115458973171
,MSBP3,esl_20200604115458973171
,PFM6,esl_20200604115458973171
,ZNF899,esl_20200604115458973171
,Tp44,esl_20200604115458973199
,HUMHOXY1,esl_20200604115458973223
,KMT8,esl_20200604115458973223
,KMT8A,esl_20200604115458973223
,MTB-ZF,esl_20200604115458973223
,RIZ,esl_20200604115458973223
,RIZ1,esl_20200604115458973223
,RIZ2,esl_20200604115458973223
,H3/i,esl_20200604115458973252
,H3C1,esl_20200604115458973252
,H3C10,esl_20200604115458973252
,H3C11,esl_20200604115458973252
,H3C12,esl_20200604115458973252
,H3C2,esl_20200604115458973252
,H3C3,esl_20200604115458973252
,H3C4,esl_20200604115458973252
,H3C6,esl_20200604115458973252
,H3C8,esl_20200604115458973252
,H3FI,esl_20200604115458973252
,HIST1H3F,esl_20200604115458973252
,CAP20,esl_20200604115458973287
,CDKN1,esl_20200604115458973287
,CIP1,esl_20200604115458973287
,MDA-6,esl_20200604115458973287
,P21,esl_20200604115458973287
,p21CIP1,esl_20200604115458973287
,SDI1,esl_20200604115458973287
,WAF1,esl_20200604115458973287
,C-Rel,esl_20200604115458973321
,dJ393P12.2,esl_20200604115458973345
,IMD2,esl_20200604115458973345
,SCAR2,esl_20200604115458973345
,WASF4,esl_20200604115458973345
,WAVE2,esl_20200604115458973345
,APG7-LIKE,esl_20200604115458973372
,APG7L,esl_20200604115458973372
,GSA7,esl_20200604115458973372
,BK747E2.3,esl_20200604115458973398
,RNF203,esl_20200604115458973398
,bHLHe75,esl_20200604115458973462
,GRIP1,esl_20200604115458973462
,KAT13C,esl_20200604115458973462
,NCoA-2,esl_20200604115458973462
,SRC2,esl_20200604115458973462
,TIF2,esl_20200604115458973462
,armadillo,esl_20200604115458973492
,CTNNB,esl_20200604115458973492
,EVR7,esl_20200604115458973492
,MRD19,esl_20200604115458973492
,NEDSDV,esl_20200604115458973492
,CCHS,esl_20200604115458973520
,NBLST2,esl_20200604115458973520
,NBPhox,esl_20200604115458973520
,PMX2B,esl_20200604115458973520
,ATLD,esl_20200604115458973547
,HNGS1,esl_20200604115458973547
,MRE11A,esl_20200604115458973547
,MRE11B,esl_20200604115458973547
,SIII,esl_20200604115458973574
,TCEB1,esl_20200604115458973574
,FBP,esl_20200604115458973598
,FOLR,esl_20200604115458973598
,FRalpha,esl_20200604115458973598
,eIF-1A,esl_20200604115458973624
,eIF-4C,esl_20200604115458973624
,EIF1A,esl_20200604115458973624
,EIF1AP1,esl_20200604115458973624
,EIF4C,esl_20200604115458973624
,5'-NT,esl_20200604115458973652
,ACP-3,esl_20200604115458973652
,ACPP,esl_20200604115458973652
,TM-PAP,esl_20200604115458973652
,AAH,esl_20200604115458973700
,BAH,esl_20200604115458973700
,CASQ2BP1,esl_20200604115458973700
,FDLAB,esl_20200604115458973700
,HAAH,esl_20200604115458973700
,JCTN,esl_20200604115458973700
,junctin,esl_20200604115458973700
,CD25,esl_20200604115458973730
,IDDM10,esl_20200604115458973730
,IL2R,esl_20200604115458973730
,IMD41,esl_20200604115458973730
,p55,esl_20200604115458973730
,TCGFR,esl_20200604115458973730
,BA2R,esl_20200604115458973759
,CCG1,esl_20200604115458973759
,CCGS,esl_20200604115458973759
,DYT3,esl_20200604115458973759
,DYT3/TAF1,esl_20200604115458973759
,KAT4,esl_20200604115458973759
,MRXS33,esl_20200604115458973759
,N-TAF1,esl_20200604115458973759
,NSCL2,esl_20200604115458973759
,OF,esl_20200604115458973759
,P250,esl_20200604115458973759
,TAF(II)250,esl_20200604115458973759
,TAF2A,esl_20200604115458973759
,TAFII-250,esl_20200604115458973759
,TAFII250,esl_20200604115458973759
,XDP,esl_20200604115458973759
,Cclp1,esl_20200604115458973798
,CHYTS,esl_20200604115458973822
,CRS4,esl_20200604115458973822
,PE-2,esl_20200604115458973822
,PE2,esl_20200604115458973822
,FBI-1,esl_20200604115458973848
,FBI1,esl_20200604115458973848
,LRF,esl_20200604115458973848
,pokemon,esl_20200604115458973848
,TIP21,esl_20200604115458973848
,ZBTB7,esl_20200604115458973848
,ZNF857A,esl_20200604115458973848
,KIAA1546,esl_20200604115458973878
,MDS,esl_20200604115458973878
,HPRL,esl_20200604115458973905
,hPRLrI,esl_20200604115458973905
,MFAB,esl_20200604115458973905
,RI-PRLR,esl_20200604115458973905
,C18orf37,esl_20200604115458973955
,hIes6,esl_20200604115458973955
,IES6,esl_20200604115458973955
,CCP6,esl_20200604115458973993
,CRJS,esl_20200604115458974019
,FZD11,esl_20200604115458974019
,Gx,esl_20200604115458974019
,SMOH,esl_20200604115458974019
,FMO2,esl_20200604115458974046
,AFAP,esl_20200604115458974070
,AFAP-110,esl_20200604115458974070
,AFAP110,esl_20200604115458974070
,ECTO,esl_20200604115458974096
,PTC7,esl_20200604115458974096
,RFG7,esl_20200604115458974096
,TF1G,esl_20200604115458974096
,TIF1G,esl_20200604115458974096
,TIF1GAMMA,esl_20200604115458974096
,TIFGAMMA,esl_20200604115458974096
,CFAP78,esl_20200604115458974126
,FAP78,esl_20200604115458974126
,RFWD2,esl_20200604115458974126
,RNF200,esl_20200604115458974126
,MENTHO,esl_20200604115458974153
,bHLHe2,esl_20200604115458974176
,HIF-1-beta,esl_20200604115458974176
,HIF-1beta,esl_20200604115458974176
,HIF1-beta,esl_20200604115458974176
,HIF1B,esl_20200604115458974176
,HIF1BETA,esl_20200604115458974176
,TANGO,esl_20200604115458974176
,CDK4I,esl_20200604115458974206
,INK4B,esl_20200604115458974206
,MTS2,esl_20200604115458974206
,P15,esl_20200604115458974206
,p15INK4b,esl_20200604115458974206
,TP15,esl_20200604115458974206
,INPP4,esl_20200604115458974257
,TVAS1,esl_20200604115458974257
,CMCU,esl_20200604115458974304
,NFKB3,esl_20200604115458974304
,p65,esl_20200604115458974304
,H3.f,esl_20200604115458974330
,H3/f,esl_20200604115458974330
,H3C1,esl_20200604115458974330
,H3C10,esl_20200604115458974330
,H3C12,esl_20200604115458974330
,H3C2,esl_20200604115458974330
,H3C3,esl_20200604115458974330
,H3C4,esl_20200604115458974330
,H3C6,esl_20200604115458974330
,H3C7,esl_20200604115458974330
,H3C8,esl_20200604115458974330
,H3FF,esl_20200604115458974330
,HIST1H3I,esl_20200604115458974330
,PWD,esl_20200604115458974366
,WC1,esl_20200604115458974366
,WD,esl_20200604115458974366
,WND,esl_20200604115458974366
,eIF3-p46,esl_20200604115458974392
,EIF3-P48,esl_20200604115458974392
,EIF3S6,esl_20200604115458974392
,INT6,esl_20200604115458974392
,RCCP1,esl_20200604115458974419
,TPRC,esl_20200604115458974419
,ELFR,esl_20200604115458974443
,MEF,esl_20200604115458974443
,AUTS15,esl_20200604115458974467
,CASPR2,esl_20200604115458974467
,CDFE,esl_20200604115458974467
,NRXN4,esl_20200604115458974467
,PTHSL1,esl_20200604115458974467
,AF6q21,esl_20200604115458974495
,FKHRL1,esl_20200604115458974495
,FKHRL1P2,esl_20200604115458974495
,FOXO2,esl_20200604115458974495
,FOXO3A,esl_20200604115458974495
,COLB,esl_20200604115458974522
,HSAL2,esl_20200604115458974522
,p150(Sal2),esl_20200604115458974522
,Sal-2,esl_20200604115458974522
,ZNF795,esl_20200604115458974522
,EPO-R,esl_20200604115458974550
,AF17q25,esl_20200604115458974573
,MSF,esl_20200604115458974573
,MSF1,esl_20200604115458974573
,NAPB,esl_20200604115458974573
,PNUTL4,esl_20200604115458974573
,SEPT9,esl_20200604115458974573
,SeptD1,esl_20200604115458974573
,SINT1,esl_20200604115458974573
,AF9,esl_20200604115458974604
,YEATS3,esl_20200604115458974604
,TFGA,esl_20200604115458974629
,ERIC-1,esl_20200604115458974652
,ERIC1,esl_20200604115458974652
,maskin,esl_20200604115458974652
,Tacc4,esl_20200604115458974652
,RECQ3,esl_20200604115458974678
,RECQL2,esl_20200604115458974678
,RECQL3,esl_20200604115458974678
,AT1,esl_20200604115458974704
,ATA,esl_20200604115458974704
,ATC,esl_20200604115458974704
,ATD,esl_20200604115458974704
,ATDC,esl_20200604115458974704
,ATE,esl_20200604115458974704
,TEL1,esl_20200604115458974704
,TELO1,esl_20200604115458974704
,B120,esl_20200604115458974734
,BAF250,esl_20200604115458974734
,BAF250a,esl_20200604115458974734
,BM029,esl_20200604115458974734
,C1orf4,esl_20200604115458974734
,CSS2,esl_20200604115458974734
,ELD,esl_20200604115458974734
,hELD,esl_20200604115458974734
,hOSA1,esl_20200604115458974734
,MRD14,esl_20200604115458974734
,OSA1,esl_20200604115458974734
,P270,esl_20200604115458974734
,SMARCF1,esl_20200604115458974734
,LEU1,esl_20200604115458974770
,T1,esl_20200604115458974770
,MYD88D,esl_20200604115458974796
,CARS,esl_20200604115458974857
,CYSRS,esl_20200604115458974857
,MGC:11246,esl_20200604115458974857
,PCTT,esl_20200604115458974886
,PSTI,esl_20200604115458974886
,Spink3,esl_20200604115458974886
,TATI,esl_20200604115458974886
,TCP,esl_20200604115458974886
,Arc-1,esl_20200604115458974913
,BCDS1,esl_20200604115458974913
,CD324,esl_20200604115458974913
,CDHE,esl_20200604115458974913
,ECAD,esl_20200604115458974913
,LCAM,esl_20200604115458974913
,UVO,esl_20200604115458974913
,C2-PI3K,esl_20200604115458974943
,I-TRAF,esl_20200604115458974967
,ITRAF,esl_20200604115458974967
,TRAF2,esl_20200604115458974967
,SYND4,esl_20200604115458974993
,IGD1,esl_20200604115458975016
,IGH.1@,esl_20200604115458975016
,IGH@,esl_20200604115458975016
,IGHD@,esl_20200604115458975016
,IGHDY1,esl_20200604115458975016
,IGHJ,esl_20200604115458975016
,IGHJ@,esl_20200604115458975016
,IGHV,esl_20200604115458975016
,IGHV@,esl_20200604115458975016
,H3/n,esl_20200604115458975048
,H3/o,esl_20200604115458975048
,HIST2H3A,esl_20200604115458975048
,MOZ,esl_20200604115458975074
,MRD32,esl_20200604115458975074
,MYST-3,esl_20200604115458975074
,MYST3,esl_20200604115458975074
,RUNXBP2,esl_20200604115458975074
,ZC2HC6A,esl_20200604115458975074
,ZNF220,esl_20200604115458975074
,KMT6B,esl_20200604115458975103
,hPlk2,esl_20200604115458975127
,hSNK,esl_20200604115458975127
,SNK,esl_20200604115458975127
,hnRNPH,esl_20200604115458975152
,HNRPH,esl_20200604115458975152
,HNRPH1,esl_20200604115458975152
,HERP,esl_20200604115458975178
,Mif1,esl_20200604115458975178
,SUP,esl_20200604115458975178
,HSPC116,esl_20200604115458975203
,SOSS-B2,esl_20200604115458975203
,HNPCC4,esl_20200604115458975245
,MLH4,esl_20200604115458975245
,PMS2CL,esl_20200604115458975245
,PMSL2,esl_20200604115458975245
,ADCADN,esl_20200604115458975273
,AIM,esl_20200604115458975273
,CXXC9,esl_20200604115458975273
,DNMT,esl_20200604115458975273
,HSN1E,esl_20200604115458975273
,m.HsaI,esl_20200604115458975273
,MCMT,esl_20200604115458975273
,HPTPZ,esl_20200604115458975303
,HPTPzeta,esl_20200604115458975303
,phosphacan,esl_20200604115458975303
,PTP-ZETA,esl_20200604115458975303
,PTP18,esl_20200604115458975303
,PTPRZ,esl_20200604115458975303
,PTPZ,esl_20200604115458975303
,R-PTP-zeta-2,esl_20200604115458975303
,RPTPB,esl_20200604115458975303
,RPTPbeta,esl_20200604115458975303
,EPND,esl_20200604115458975337
,FESD,esl_20200604115458975337
,GluN2A,esl_20200604115458975337
,LKS,esl_20200604115458975337
,NMDAR2A,esl_20200604115458975337
,NR2A,esl_20200604115458975337
,AFBP,esl_20200604115458975366
,hIGFBP-1,esl_20200604115458975366
,IBP1,esl_20200604115458975366
,IGF-BP25,esl_20200604115458975366
,PP12,esl_20200604115458975366
,HRCA1,esl_20200604115458975394
,pVHL,esl_20200604115458975394
,RCA1,esl_20200604115458975394
,VHL1,esl_20200604115458975394
,MST101,esl_20200604115458975420
,A-MYB,esl_20200604115458975444
,AMYB,esl_20200604115458975444
,MCT 3,esl_20200604115458975483
,MCT 4,esl_20200604115458975483
,MCT-3,esl_20200604115458975483
,MCT-4,esl_20200604115458975483
,MCT3,esl_20200604115458975483
,MCT4,esl_20200604115458975483
,JHDM1D,esl_20200604115458975514
,PEPP-3,esl_20200604115458975560
,PEPP3,esl_20200604115458975560
,FINB,esl_20200604115458975585
,HNT,esl_20200604115458975585
,LZ321,esl_20200604115458975585
,RREB-1,esl_20200604115458975585
,Zep-1,esl_20200604115458975585
,hMAD-2,esl_20200604115458975612
,hSMAD2,esl_20200604115458975612
,JV18,esl_20200604115458975612
,JV18-1,esl_20200604115458975612
,MADH2,esl_20200604115458975612
,MADR2,esl_20200604115458975612
,CLIK1,esl_20200604115458975642
,STK35L1,esl_20200604115458975642
,bHLHc1,esl_20200604115458975666
,MYF3,esl_20200604115458975666
,MYOD,esl_20200604115458975666
,PUM,esl_20200604115458975666
,BCL-W,esl_20200604115458975709
,BCL2-L-2,esl_20200604115458975709
,BCLW,esl_20200604115458975709
,PPP1R51,esl_20200604115458975709
,CDW44,esl_20200604115458975736
,CSPG8,esl_20200604115458975736
,ECMR-III,esl_20200604115458975736
,HCELL,esl_20200604115458975736
,HUTCH-I,esl_20200604115458975736
,IN,esl_20200604115458975736
,LHR,esl_20200604115458975736
,MC56,esl_20200604115458975736
,MDU2,esl_20200604115458975736
,MDU3,esl_20200604115458975736
,MIC4,esl_20200604115458975736
,Pgp1,esl_20200604115458975736
,DSHP,esl_20200604115458975772
,EBVS,esl_20200604115458975772
,IMD5,esl_20200604115458975772
,LYP,esl_20200604115458975772
,MTCP1,esl_20200604115458975772
,SAP,esl_20200604115458975772
,SAP/SH2D1A,esl_20200604115458975772
,XLP,esl_20200604115458975772
,XLPD,esl_20200604115458975772
,XLPD1,esl_20200604115458975772
,DHQU,esl_20200604115458975804
,DIA4,esl_20200604115458975804
,DTD,esl_20200604115458975804
,NMOR1,esl_20200604115458975804
,NMORI,esl_20200604115458975804
,QR1,esl_20200604115458975804
,BuGZ,esl_20200604115458975833
,hBuGZ,esl_20200604115458975833
,AWT1,esl_20200604115458975857
,GUD,esl_20200604115458975857
,NPHS4,esl_20200604115458975857
,WAGR,esl_20200604115458975857
,WIT-2,esl_20200604115458975857
,WT33,esl_20200604115458975857
,CCDC123,esl_20200604115458975885
,CEP123,esl_20200604115458975885
,hLKB1,esl_20200604115458975910
,LKB1,esl_20200604115458975910
,PJS,esl_20200604115458975910
,MART2,esl_20200604115458975936
,SKI1,esl_20200604115458975936
,Skn,esl_20200604115458975936
,DBK,esl_20200604115458975961
,PAK-1,esl_20200604115458975961
,PAK1,esl_20200604115458975961
,PKN,esl_20200604115458975961
,PKN-ALPHA,esl_20200604115458975961
,PRK1,esl_20200604115458975961
,PRKCL1,esl_20200604115458975961
,PTX1,esl_20200604115458975991
,CAP43,esl_20200604115458976014
,CMT4D,esl_20200604115458976014
,DRG-1,esl_20200604115458976014
,DRG1,esl_20200604115458976014
,GC4,esl_20200604115458976014
,HMSNL,esl_20200604115458976014
,NDR1,esl_20200604115458976014
,NMSL,esl_20200604115458976014
,PROXY1,esl_20200604115458976014
,RIT42,esl_20200604115458976014
,RTP,esl_20200604115458976014
,TARG1,esl_20200604115458976014
,TDD5,esl_20200604115458976014
,BCM,esl_20200604115458976052
,BCMA,esl_20200604115458976052
,CD269,esl_20200604115458976052
,TNFRSF13A,esl_20200604115458976052
,CAP102,esl_20200604115458976080
,MDPT2,esl_20200604115458976080
,P110BETA,esl_20200604115458976104
,PI3K,esl_20200604115458976104
,PI3KBETA,esl_20200604115458976104
,PIK3C1,esl_20200604115458976104
,b-PROTEIN,esl_20200604115458976131
,CAS2,esl_20200604115458976131
,CATB,esl_20200604115458976131
,GP75,esl_20200604115458976131
,OCA3,esl_20200604115458976131
,TRP,esl_20200604115458976131
,TRP1,esl_20200604115458976131
,TYRP,esl_20200604115458976131
,BDPLT21,esl_20200604115458976172
,EWSR2,esl_20200604115458976172
,SIC-1,esl_20200604115458976172
,DUX4L,esl_20200604115458976200
,dJ221C16.6,esl_20200604115458976224
,H2B.1B,esl_20200604115458976224
,H2B/a,esl_20200604115458976224
,H2B/b,esl_20200604115458976224
,H2B/g,esl_20200604115458976224
,H2B/h,esl_20200604115458976224
,H2B/k,esl_20200604115458976224
,H2B/l,esl_20200604115458976224
,H2BFA,esl_20200604115458976224
,H2BFB,esl_20200604115458976224
,H2BFG,esl_20200604115458976224
,H2BFH,esl_20200604115458976224
,H2BFK,esl_20200604115458976224
,H2BFL,esl_20200604115458976224
,HIRIP2,esl_20200604115458976224
,HIST1H2BC,esl_20200604115458976224
