id,name,EditableSynonymList_graph_id
,MHAM,esl_20200604115458944675
,MMAC1,esl_20200604115458944675
,PTEN1,esl_20200604115458944675
,PTENbeta,esl_20200604115458944675
,TEP1,esl_20200604115458944675
,JHDM2A,esl_20200604115458944708
,JHMD2A,esl_20200604115458944708
,JMJD1,esl_20200604115458944708
,JMJD1A,esl_20200604115458944708
,TSGA,esl_20200604115458944708
,AGM6,esl_20200604115458944736
,B29,esl_20200604115458944736
,IGB,esl_20200604115458944736
,C19orf13,esl_20200604115458944761
,FAM61A,esl_20200604115458944761
,RAP55,esl_20200604115458944761
,RAP55A,esl_20200604115458944761
,PNAS-112,esl_20200604115458944789
,PNAS112,esl_20200604115458944789
,PSEC0198,esl_20200604115458944789
,SVH,esl_20200604115458944789
,ADIR2,esl_20200604115458944815
,NUP196,esl_20200604115458944815
,NUP96,esl_20200604115458944815
,Nup98-96,esl_20200604115458944815
,AGM,esl_20200604115458944874
,FSTL2,esl_20200604115458944874
,IBP-7,esl_20200604115458944874
,IGFBP-7,esl_20200604115458944874
,IGFBP-7v,esl_20200604115458944874
,IGFBPRP1,esl_20200604115458944874
,MAC25,esl_20200604115458944874
,PSF,esl_20200604115458944874
,RAMSVPS,esl_20200604115458944874
,TAF,esl_20200604115458944874
,U2AF1-RS2,esl_20200604115458944908
,U2AF1L2,esl_20200604115458944908
,U2AF1RS2,esl_20200604115458944908
,URP,esl_20200604115458944908
,ZC3H22,esl_20200604115458944908
,COGIS,esl_20200604115458944937
,HEED,esl_20200604115458944937
,WAIT1,esl_20200604115458944937
,p72-Syk,esl_20200604115458944962
,NS8,esl_20200604115458944986
,RIBB,esl_20200604115458944986
,RIT,esl_20200604115458944986
,ROC1,esl_20200604115458944986
,Gen,esl_20200604115458945013
,ZFP-95,esl_20200604115458945037
,ZFP95,esl_20200604115458945037
,ZNF914,esl_20200604115458945037
,ZSCAN37,esl_20200604115458945037
,A8,esl_20200604115458945064
,BB18,esl_20200604115458945064
,C9orf164,esl_20200604115458945064
,CD100,esl_20200604115458945064
,coll-4,esl_20200604115458945064
,COLL4,esl_20200604115458945064
,GR3,esl_20200604115458945064
,M-sema-G,esl_20200604115458945064
,SEMAJ,esl_20200604115458945064
,GTBP,esl_20200604115458945096
,GTMBP,esl_20200604115458945096
,HNPCC5,esl_20200604115458945096
,HSAP,esl_20200604115458945096
,p160,esl_20200604115458945096
,SGK,esl_20200604115458945143
,B7-H4,esl_20200604115458945171
,B7h.5,esl_20200604115458945171
,B7H4,esl_20200604115458945171
,B7S1,esl_20200604115458945171
,B7X,esl_20200604115458945171
,PRO1291,esl_20200604115458945171
,VCTN1,esl_20200604115458945171
,KOG1,esl_20200604115458945224
,Mip1,esl_20200604115458945224
,CDX-3,esl_20200604115458945249
,CDX2/AS,esl_20200604115458945249
,CDX3,esl_20200604115458945249
,BAG-4,esl_20200604115458945275
,SODD,esl_20200604115458945275
,bA74P14.1,esl_20200604115458945303
,KMT3E,esl_20200604115458945303
,ZMYND1,esl_20200604115458945303
,ZNFN3A1,esl_20200604115458945303
,ADABP,esl_20200604115458945331
,ADCP2,esl_20200604115458945331
,CD26,esl_20200604115458945331
,DPPIV,esl_20200604115458945331
,TP103,esl_20200604115458945331
,CXXC10,esl_20200604115458945358
,DYT28,esl_20200604115458945358
,HRX2,esl_20200604115458945358
,MLL1B,esl_20200604115458945358
,MLL2,esl_20200604115458945358
,MLL4,esl_20200604115458945358
,TRX2,esl_20200604115458945358
,WBP-7,esl_20200604115458945358
,WBP7,esl_20200604115458945358
,BKL,esl_20200604115458945390
,PSA,esl_20200604115458945414
,SGPA,esl_20200604115458945414
,ZNF912,esl_20200604115458945414
,CT146,esl_20200604115458945440
,G13,esl_20200604115458945464
,CD262,esl_20200604115458945487
,DR5,esl_20200604115458945487
,KILLER,esl_20200604115458945487
,KILLER/DR5,esl_20200604115458945487
,TRAIL-R2,esl_20200604115458945487
,TRAILR2,esl_20200604115458945487
,TRICK2,esl_20200604115458945487
,TRICK2A,esl_20200604115458945487
,TRICK2B,esl_20200604115458945487
,TRICKB,esl_20200604115458945487
,ZTNFR9,esl_20200604115458945487
,CMD1LL,esl_20200604115458945522
,KMT8F,esl_20200604115458945522
,LVNC8,esl_20200604115458945522
,MEL1,esl_20200604115458945522
,PFM13,esl_20200604115458945522
,MRD36,esl_20200604115458945549
,PP2A-Aalpha,esl_20200604115458945549
,PP2AA,esl_20200604115458945549
,PP2AAALPHA,esl_20200604115458945549
,PR65A,esl_20200604115458945549
,bHLHe33,esl_20200604115458945577
,RCCP2,esl_20200604115458945577
,RCCX1,esl_20200604115458945577
,TFEA,esl_20200604115458945577
,Gi,esl_20200604115458945603
,HK3,esl_20200604115458945649
,c-yes,esl_20200604115458945674
,HsT441,esl_20200604115458945674
,P61-YES,esl_20200604115458945674
,Yes,esl_20200604115458945674
,5qNCA,esl_20200604115458945744
,C5orf7,esl_20200604115458945744
,JMJD1B,esl_20200604115458945744
,NET22,esl_20200604115458945744
,CPR4,esl_20200604115458945774
,IDDHDF,esl_20200604115458945774
,C11orf30,esl_20200604115458945822
,GL002,esl_20200604115458945822
,CMM3,esl_20200604115458945846
,PSK-J3,esl_20200604115458945846
,NR1I1,esl_20200604115458945871
,PPP1R163,esl_20200604115458945871
,BDPLT22,esl_20200604115458945896
,CAPB,esl_20200604115458945896
,DRT,esl_20200604115458945896
,EK5,esl_20200604115458945896
,EPHT3,esl_20200604115458945896
,ERK,esl_20200604115458945896
,Hek5,esl_20200604115458945896
,PCBC,esl_20200604115458945896
,Tyro5,esl_20200604115458945896
,ALPS1A,esl_20200604115458945927
,APO-1,esl_20200604115458945927
,APT1,esl_20200604115458945927
,CD95,esl_20200604115458945927
,FAS1,esl_20200604115458945927
,FASTM,esl_20200604115458945927
,TNFRSF6,esl_20200604115458945927
,IDDM20,esl_20200604115458945957
,LNK,esl_20200604115458945957
,OPA7,esl_20200604115458945982
,REPA3,esl_20200604115458946005
,RP-A p14,esl_20200604115458946005
,AURA2,esl_20200604115458946029
,c-COT,esl_20200604115458946029
,COT,esl_20200604115458946029
,EST,esl_20200604115458946029
,ESTF,esl_20200604115458946029
,MEKK8,esl_20200604115458946029
,Tpl-2,esl_20200604115458946029
,TPL2,esl_20200604115458946029
,hIRAS,esl_20200604115458946060
,I-1,esl_20200604115458946060
,IR1,esl_20200604115458946060
,IRAS,esl_20200604115458946060
,C10orf77,esl_20200604115458946087
,C1orf77,esl_20200604115458946087
,FL-SRAG,esl_20200604115458946087
,FOP,esl_20200604115458946087
,pp7704,esl_20200604115458946087
,SRAG,esl_20200604115458946087
,SRAG-3,esl_20200604115458946087
,SRAG-5,esl_20200604115458946087
,ERYF1,esl_20200604115458946118
,GATA-1,esl_20200604115458946118
,GF-1,esl_20200604115458946118
,GF1,esl_20200604115458946118
,NF-E1,esl_20200604115458946118
,NFE1,esl_20200604115458946118
,XLANP,esl_20200604115458946118
,XLTDA,esl_20200604115458946118
,XLTT,esl_20200604115458946118
,CGI-123,esl_20200604115458946150
,SID1669,esl_20200604115458946150
,PRO0327,esl_20200604115458946174
,JBTS32,esl_20200604115458946198
,PRO1280,esl_20200604115458946198
,SUFUH,esl_20200604115458946198
,SUFUXL,esl_20200604115458946198
,HSD8,esl_20200604115458946225
,p56,esl_20200604115458946225
,ARCND2,esl_20200604115458946249
,PI-PLC,esl_20200604115458946249
,SIR2,esl_20200604115458946274
,SIR2alpha,esl_20200604115458946274
,SIR2L1,esl_20200604115458946274
,GTF2D,esl_20200604115458946300
,GTF2D1,esl_20200604115458946300
,HDL4,esl_20200604115458946300
,SCA17,esl_20200604115458946300
,TFIID,esl_20200604115458946300
,CFAP108,esl_20200604115458946327
,FAP108,esl_20200604115458946327
,MRD21,esl_20200604115458946327
,ARK5,esl_20200604115458946353
,BCAP,esl_20200604115458946376
,Wnt-7a,esl_20200604115458946400
,ADAR1,esl_20200604115458946424
,AGS6,esl_20200604115458946424
,DRADA,esl_20200604115458946424
,DSH,esl_20200604115458946424
,DSRAD,esl_20200604115458946424
,G1P1,esl_20200604115458946424
,IFI-4,esl_20200604115458946424
,IFI4,esl_20200604115458946424
,K88DSRBP,esl_20200604115458946424
,P136,esl_20200604115458946424
,CANDF7,esl_20200604115458946469
,IMD31A,esl_20200604115458946469
,IMD31B,esl_20200604115458946469
,IMD31C,esl_20200604115458946469
,ISGF-3,esl_20200604115458946469
,STAT91,esl_20200604115458946469
,KIAK0002,esl_20200604115458946503
,MPPH3,esl_20200604115458946503
,CenH3,esl_20200604115458946528
,CENP-A,esl_20200604115458946528
,GON-10,esl_20200604115458946552
,HD1,esl_20200604115458946552
,KDAC1,esl_20200604115458946552
,RPD3,esl_20200604115458946552
,RPD3L1,esl_20200604115458946552
,CD126,esl_20200604115458946580
,gp80,esl_20200604115458946580
,IL-6R-1,esl_20200604115458946580
,IL-6RA,esl_20200604115458946580
,IL6Q,esl_20200604115458946580
,IL6RA,esl_20200604115458946580
,IL6RQ,esl_20200604115458946580
,AGMX1,esl_20200604115458946610
,AT,esl_20200604115458946610
,ATK,esl_20200604115458946610
,BPK,esl_20200604115458946610
,IGHD3,esl_20200604115458946610
,IMD1,esl_20200604115458946610
,PSCTK1,esl_20200604115458946610
,XLA,esl_20200604115458946610
,Hdj1,esl_20200604115458946640
,Hsp40,esl_20200604115458946640
,HSPF1,esl_20200604115458946640
,RSPH16B,esl_20200604115458946640
,Sis1,esl_20200604115458946640
,FA3,esl_20200604115458946668
,FAC,esl_20200604115458946668
,FACC,esl_20200604115458946668
,KAT3B,esl_20200604115458946699
,MKHK2,esl_20200604115458946699
,p300,esl_20200604115458946699
,RSTS2,esl_20200604115458946699
,BBAP,esl_20200604115458946726
,RNF143,esl_20200604115458946726
,CRK7,esl_20200604115458946751
,CRKR,esl_20200604115458946751
,CRKRS,esl_20200604115458946751
,ACTR,esl_20200604115458946806
,AIB-1,esl_20200604115458946806
,AIB1,esl_20200604115458946806
,bHLHe42,esl_20200604115458946806
,CAGH16,esl_20200604115458946806
,CTG26,esl_20200604115458946806
,KAT13B,esl_20200604115458946806
,pCIP,esl_20200604115458946806
,RAC3,esl_20200604115458946806
,SRC-3,esl_20200604115458946806
,SRC3,esl_20200604115458946806
,TNRC14,esl_20200604115458946806
,TNRC16,esl_20200604115458946806
,TRAM-1,esl_20200604115458946806
,PRKAR1,esl_20200604115458946844
,hRPB220,esl_20200604115458946868
,hsRPB1,esl_20200604115458946868
,NEDHIB,esl_20200604115458946868
,POLR2,esl_20200604115458946868
,POLRA,esl_20200604115458946868
,RPB1,esl_20200604115458946868
,RPBh1,esl_20200604115458946868
,RpIILS,esl_20200604115458946868
,RPO2,esl_20200604115458946868
,RPOL2,esl_20200604115458946868
,A3C,esl_20200604115458946901
,APOBEC1L,esl_20200604115458946901
,ARDC2,esl_20200604115458946901
,ARDC4,esl_20200604115458946901
,ARP5,esl_20200604115458946901
,bK150C2.3,esl_20200604115458946901
,PBI,esl_20200604115458946901
,BLAST-2,esl_20200604115458946932
,CD23,esl_20200604115458946932
,CD23A,esl_20200604115458946932
,CLEC4J,esl_20200604115458946932
,FCE2,esl_20200604115458946932
,IGEBF,esl_20200604115458946932
,CAIX,esl_20200604115458946961
,MN,esl_20200604115458946961
,CT89,esl_20200604115458946985
,HLC-6,esl_20200604115458946985
,HLC4,esl_20200604115458946985
,HLC6,esl_20200604115458946985
,JIP-4,esl_20200604115458946985
,JIP4,esl_20200604115458946985
,JLP,esl_20200604115458946985
,PHET,esl_20200604115458946985
,PIG6,esl_20200604115458946985
,dJ221C16.3,esl_20200604115458947017
,H2B.1,esl_20200604115458947017
,H2B/l,esl_20200604115458947017
,H2BC10,esl_20200604115458947017
,H2BC6,esl_20200604115458947017
,H2BC7,esl_20200604115458947017
,H2BC8,esl_20200604115458947017
,H2BFL,esl_20200604115458947017
,HIST1H2BC,esl_20200604115458947017
,bHLHd4,esl_20200604115458947049
,p67,esl_20200604115458947072
,SIGLEC-3,esl_20200604115458947072
,SIGLEC3,esl_20200604115458947072
,MEAI,esl_20200604115458947098
,SCG2,esl_20200604115458947098
,C17orf96,esl_20200604115458947123
,PRR28,esl_20200604115458947123
,dJ537F10.1,esl_20200604115458947148
,NTRKR1,esl_20200604115458947148
,CD340,esl_20200604115458947173
,HER-2,esl_20200604115458947173
,HER-2/neu,esl_20200604115458947173
,HER2,esl_20200604115458947173
,MLN 19,esl_20200604115458947173
,NEU,esl_20200604115458947173
,NGL,esl_20200604115458947173
,TKR1,esl_20200604115458947173
,AF4,esl_20200604115458947205
,MLLT2,esl_20200604115458947205
,PBM1,esl_20200604115458947205
,EZF-2,esl_20200604115458947231
,EZF2,esl_20200604115458947231
,ZSCAN17,esl_20200604115458947231
,NFNS,esl_20200604115458947259
,VRNF,esl_20200604115458947259
,WSS,esl_20200604115458947259
,Hqk,esl_20200604115458947286
,hqkI,esl_20200604115458947286
,QK,esl_20200604115458947286
,QK1,esl_20200604115458947286
,QK3,esl_20200604115458947286
,LEUPIN,esl_20200604115458947334
,PI11,esl_20200604115458947334
,SCCA-2,esl_20200604115458947334
,SCCA1,esl_20200604115458947334
,SCCA2,esl_20200604115458947334
,ALPS2B,esl_20200604115458947366
,CAP4,esl_20200604115458947366
,Casp-8,esl_20200604115458947366
,FLICE,esl_20200604115458947366
,MACH,esl_20200604115458947366
,MCH5,esl_20200604115458947366
,AGP1,esl_20200604115458947395
,AGPT,esl_20200604115458947395
,ANG1,esl_20200604115458947395
,DKK-1,esl_20200604115458947421
,SK,esl_20200604115458947421
,bHLHb25,esl_20200604115458947446
,HEIR-1,esl_20200604115458947446
,AUTS19,esl_20200604115458947470
,CBP,esl_20200604115458947470
,eIF-4E,esl_20200604115458947470
,EIF4E1,esl_20200604115458947470
,EIF4EL1,esl_20200604115458947470
,EIF4F,esl_20200604115458947470
,DFNB109,esl_20200604115458947499
,RBM35A,esl_20200604115458947499
,RMB35A,esl_20200604115458947499
,ERCC11,esl_20200604115458947524
,FANCQ,esl_20200604115458947524
,RAD1,esl_20200604115458947524
,XFEPS,esl_20200604115458947524
,XPF,esl_20200604115458947524
,CCNT,esl_20200604115458947552
,CYCT1,esl_20200604115458947552
,HIVE1,esl_20200604115458947552
,ADPRT,esl_20200604115458947578
,ADPRT 1,esl_20200604115458947578
,ADPRT1,esl_20200604115458947578
,ARTD1,esl_20200604115458947578
,pADPRT-1,esl_20200604115458947578
,PARP,esl_20200604115458947578
,PARP-1,esl_20200604115458947578
,PPOL,esl_20200604115458947578
,BRCC5,esl_20200604115458947608
,FANCR,esl_20200604115458947608
,HRAD51,esl_20200604115458947608
,HsRad51,esl_20200604115458947608
,HsT16930,esl_20200604115458947608
,MRMV2,esl_20200604115458947608
,RAD51A,esl_20200604115458947608
,RECA,esl_20200604115458947608
,NF-AT4c,esl_20200604115458947639
,NFAT4,esl_20200604115458947639
,NFATX,esl_20200604115458947639
,CDLS2,esl_20200604115458947678
,DXS423E,esl_20200604115458947678
,SB1.8,esl_20200604115458947678
,SMC1,esl_20200604115458947678
,SMC1alpha,esl_20200604115458947678
,SMC1L1,esl_20200604115458947678
,SMCB,esl_20200604115458947678
,CSBP,esl_20200604115458947711
,CSBP1,esl_20200604115458947711
,CSBP2,esl_20200604115458947711
,CSPB1,esl_20200604115458947711
,EXIP,esl_20200604115458947711
,Mxi2,esl_20200604115458947711
,p38,esl_20200604115458947711
,p38ALPHA,esl_20200604115458947711
,PRKM14,esl_20200604115458947711
,PRKM15,esl_20200604115458947711
,RK,esl_20200604115458947711
,SAPK2A,esl_20200604115458947711
,Dig2,esl_20200604115458947746
,REDD-1,esl_20200604115458947746
,REDD1,esl_20200604115458947746
,ARHGAP14,esl_20200604115458947772
,MEGAP,esl_20200604115458947772
,SRGAP2,esl_20200604115458947772
,WRP,esl_20200604115458947772
,HSD46,esl_20200604115458947799
,KIAA1794,esl_20200604115458947879
,ACS2,esl_20200604115458947909
,FACL6,esl_20200604115458947909
,LACS 6,esl_20200604115458947909
,LACS2,esl_20200604115458947909
,LACS5,esl_20200604115458947909
,FCTCS,esl_20200604115458947937
,FRP1,esl_20200604115458947937
,MEC1,esl_20200604115458947937
,SCKL,esl_20200604115458947937
,SCKL1,esl_20200604115458947937
,bHLHe38,esl_20200604115458947964
,L-Myc,esl_20200604115458947964
,LMYC,esl_20200604115458947964
,MYCL1,esl_20200604115458947964
,bHLHb32,esl_20200604115458947991
,CHF1,esl_20200604115458947991
,GRIDLOCK,esl_20200604115458947991
,GRL,esl_20200604115458947991
,HERP1,esl_20200604115458947991
,HESR2,esl_20200604115458947991
,HRT2,esl_20200604115458947991
,FAAP250,esl_20200604115458948049
,KIAA1596,esl_20200604115458948049
,POF15,esl_20200604115458948049
,SPGF28,esl_20200604115458948049
,FGF-4,esl_20200604115458948078
,HBGF-4,esl_20200604115458948078
,HST,esl_20200604115458948078
,HST-1,esl_20200604115458948078
,HSTF-1,esl_20200604115458948078
,HSTF1,esl_20200604115458948078
,K-FGF,esl_20200604115458948078
,KFGF,esl_20200604115458948078
,DD3,esl_20200604115458948109
,DDX,esl_20200604115458948109
,HA1753,esl_20200604115458948109
,HAKRB,esl_20200604115458948109
,HAKRe,esl_20200604115458948109
,hluPGFS,esl_20200604115458948109
,HSD17B5,esl_20200604115458948109
,PGFS,esl_20200604115458948109
,ACRDYS2,esl_20200604115458948139
,DPDE3,esl_20200604115458948139
,HSPDE4D,esl_20200604115458948139
,PDE43,esl_20200604115458948139
,PDE4DN2,esl_20200604115458948139
,STRK1,esl_20200604115458948139
,FRAP,esl_20200604115458948167
,FRAP1,esl_20200604115458948167
,FRAP2,esl_20200604115458948167
,RAFT1,esl_20200604115458948167
,RAPT1,esl_20200604115458948167
,SKS,esl_20200604115458948167
,CD279,esl_20200604115458948196
,hPD-1,esl_20200604115458948196
,hPD-l,esl_20200604115458948196
,hSLE1,esl_20200604115458948196
,PD-1,esl_20200604115458948196
,PD1,esl_20200604115458948196
,SLEB2,esl_20200604115458948196
,AMPK,esl_20200604115458948226
,AMPK2,esl_20200604115458948226
,AMPKa2,esl_20200604115458948226
,PRKAA,esl_20200604115458948226
,H3/b,esl_20200604115458948252
,H3C1,esl_20200604115458948252
,H3C10,esl_20200604115458948252
,H3C11,esl_20200604115458948252
,H3C12,esl_20200604115458948252
,H3C2,esl_20200604115458948252
,H3C3,esl_20200604115458948252
,H3C6,esl_20200604115458948252
,H3C7,esl_20200604115458948252
,H3C8,esl_20200604115458948252
,H3FB,esl_20200604115458948252
,HIST1H3D,esl_20200604115458948252
,ATPDase,esl_20200604115458948287
,CD39,esl_20200604115458948287
,NTPDase-1,esl_20200604115458948287
,SPG64,esl_20200604115458948287
,C-MPL,esl_20200604115458948313
,CD110,esl_20200604115458948313
,MPLV,esl_20200604115458948313
,THCYT2,esl_20200604115458948313
,THPOR,esl_20200604115458948313
,TPOR,esl_20200604115458948313
,CRCS12,esl_20200604115458948368
,FILS,esl_20200604115458948368
,IMAGEI,esl_20200604115458948368
,POLE1,esl_20200604115458948368
,BICC,esl_20200604115458948396
,CYSRD,esl_20200604115458948396
,GUA,esl_20200604115458948421
,GURDB,esl_20200604115458948421
,RH-II/GU,esl_20200604115458948421
,RH-II/GuA,esl_20200604115458948421
,HGL,esl_20200604115458948448
,Hugl-2,esl_20200604115458948448
,LGL2,esl_20200604115458948448
,AML1,esl_20200604115458948474
,AML1-EVI-1,esl_20200604115458948474
,AMLCR1,esl_20200604115458948474
,CBF2alpha,esl_20200604115458948474
,CBFA2,esl_20200604115458948474
,EVI-1,esl_20200604115458948474
,PEBP2aB,esl_20200604115458948474
,PEBP2alpha,esl_20200604115458948474
,hSRP1,esl_20200604115458948505
,IPOA4,esl_20200604115458948505
,SRP1,esl_20200604115458948505
,SRP1gamma,esl_20200604115458948505
,SRP4,esl_20200604115458948505
,ASK1,esl_20200604115458948533
,MAPKKK5,esl_20200604115458948533
,MEKK5,esl_20200604115458948533
,ZNF-WYM,esl_20200604115458948559
,ZNF397OS,esl_20200604115458948559
,ZNF917,esl_20200604115458948559
,C11orf43,esl_20200604115458948585
,GRDF,esl_20200604115458948585
,IGF-II,esl_20200604115458948585
,PP9974,esl_20200604115458948585
,ABLL,esl_20200604115458948612
,ARG,esl_20200604115458948612
,CD220,esl_20200604115458948636
,HHF5,esl_20200604115458948636
,CTC75,esl_20200604115458948660
,CTCBF,esl_20200604115458948660
,G22P1,esl_20200604115458948660
,KU70,esl_20200604115458948660
,ML8,esl_20200604115458948660
,TLAA,esl_20200604115458948660
,ZNF767,esl_20200604115458948689
,BRD2-IT1,esl_20200604115458948712
,D6S113E,esl_20200604115458948712
,FSH,esl_20200604115458948712
,FSRG1,esl_20200604115458948712
,NAT,esl_20200604115458948712
,O27.1.1,esl_20200604115458948712
,RING3,esl_20200604115458948712
,RNF3,esl_20200604115458948712
,HSPC123-like,esl_20200604115458948743
,WIT3.0,esl_20200604115458948743
,SCN8,esl_20200604115458948768
,IGA,esl_20200604115458948792
,MB-1,esl_20200604115458948792
,HPK38,esl_20200604115458948816
,BCDS2,esl_20200604115458948839
,CAS,esl_20200604115458948839
,CTNND,esl_20200604115458948839
,p120,esl_20200604115458948839
,p120(CAS),esl_20200604115458948839
,p120(CTN),esl_20200604115458948839
,P120CAS,esl_20200604115458948839
,P120CTN,esl_20200604115458948839
,A2aR,esl_20200604115458948871
,ADORA2,esl_20200604115458948871
,RDC8,esl_20200604115458948871
,JNKK,esl_20200604115458948896
,JNKK1,esl_20200604115458948896
,MAPKK4,esl_20200604115458948896
,MEK4,esl_20200604115458948896
,MKK4,esl_20200604115458948896
,PRKMK4,esl_20200604115458948896
,SAPKK-1,esl_20200604115458948896
,SAPKK1,esl_20200604115458948896
,SEK1,esl_20200604115458948896
,SERK1,esl_20200604115458948896
,SKK1,esl_20200604115458948896
,COD1,esl_20200604115458948930
,CORDX1,esl_20200604115458948930
,CRD,esl_20200604115458948930
,orf15,esl_20200604115458948930
,PCDX,esl_20200604115458948930
,RP15,esl_20200604115458948930
,RP3,esl_20200604115458948930
,XLRP3,esl_20200604115458948930
,LMPX,esl_20200604115458948983
,MB1,esl_20200604115458948983
,X,esl_20200604115458948983
,CCNE,esl_20200604115458949008
,pCCNE1,esl_20200604115458949008
,BAM,esl_20200604115458949033
,BMH,esl_20200604115458949033
,CDLS3,esl_20200604115458949033
,CSPG6,esl_20200604115458949033
,HCAP,esl_20200604115458949033
,SMC3L1,esl_20200604115458949033
,Tumor Mutational Burden,esl_20200604115458949061
,C15orf23,esl_20200604115458949086
,HSD11,esl_20200604115458949086
,SKAP,esl_20200604115458949086
,TRAF4AF1,esl_20200604115458949086
,BOPS,esl_20200604115458949113
,MDS,esl_20200604115458949113
,B4-2,esl_20200604115458949138
,PNAS-145,esl_20200604115458949138
,PROL2,esl_20200604115458949138
,PRR2,esl_20200604115458949138
,CAPZIP,esl_20200604115458949164
,MK2S4,esl_20200604115458949164
,NR1B1,esl_20200604115458949188
,RAR,esl_20200604115458949188
,hRad50,esl_20200604115458949213
,NBSLD,esl_20200604115458949213
,RAD502,esl_20200604115458949213
,CHK1,esl_20200604115458949238
,AFPD,esl_20200604115458949264
,FETA,esl_20200604115458949264
,HPAFP,esl_20200604115458949264
,CEK7,esl_20200604115458949291
,EHK-1,esl_20200604115458949291
,EHK1,esl_20200604115458949291
,EK7,esl_20200604115458949291
,HEK7,esl_20200604115458949291
,TYRO4,esl_20200604115458949291
,D3F15S2,esl_20200604115458949319
,DNF15S2,esl_20200604115458949319
,HGFL,esl_20200604115458949319
,MSP,esl_20200604115458949319
,NF15S2,esl_20200604115458949319
,ORFX,esl_20200604115458949347
,RING3L,esl_20200604115458949347
,ACTC,esl_20200604115458949371
,ASD5,esl_20200604115458949371
,CMD1R,esl_20200604115458949371
,CMH11,esl_20200604115458949371
,LVNC4,esl_20200604115458949371
,ALPS4,esl_20200604115458949398
,CMNS,esl_20200604115458949398
,N-ras,esl_20200604115458949398
,NCMS,esl_20200604115458949398
,NRAS1,esl_20200604115458949398
,NS6,esl_20200604115458949398
,BPTP3,esl_20200604115458949429
,CFC,esl_20200604115458949429
,JMML,esl_20200604115458949429
,METCDS,esl_20200604115458949429
,NS1,esl_20200604115458949429
,PTP-1D,esl_20200604115458949429
,PTP2C,esl_20200604115458949429
,SH-PTP2,esl_20200604115458949429
,SH-PTP3,esl_20200604115458949429
,SHP2,esl_20200604115458949429
,ABD-B,esl_20200604115458949463
,HOX1,esl_20200604115458949463
,HOX1.7,esl_20200604115458949463
,HOX1G,esl_20200604115458949463
,CLC-6,esl_20200604115458949491
,BS4,esl_20200604115458949515
,NUB1L,esl_20200604115458949515
,NYREN18,esl_20200604115458949515
,CTGF,esl_20200604115458949540
,HCS24,esl_20200604115458949540
,IGFBP8,esl_20200604115458949540
,NOV2,esl_20200604115458949540
,4Ig-B7-H3,esl_20200604115458949567
,B7-H3,esl_20200604115458949567
,B7H3,esl_20200604115458949567
,B7RP-2,esl_20200604115458949567
,p110gamma,esl_20200604115458949614
,p120-PI3K,esl_20200604115458949614
,PI3CG,esl_20200604115458949614
,PI3K,esl_20200604115458949614
,PI3Kgamma,esl_20200604115458949614
,PIK3,esl_20200604115458949614
,IGHD5,esl_20200604115458949647
,RBM40,esl_20200604115458949647
,RNP,esl_20200604115458949647
,SNRNP65,esl_20200604115458949647
,PCTAIRE,esl_20200604115458949687
,PCTAIRE3,esl_20200604115458949687
,PCTK3,esl_20200604115458949687
,PKC-beta,esl_20200604115458949716
,PKCB,esl_20200604115458949716
,PKCbeta,esl_20200604115458949716
,PKCI(2),esl_20200604115458949716
,PRKCB1,esl_20200604115458949716
,PRKCB2,esl_20200604115458949716
,CR,esl_20200604115458949745
,HSPC206,esl_20200604115458949745
,HSPC232,esl_20200604115458949745
,ERR1,esl_20200604115458949771
,ERRa,esl_20200604115458949771
,ERRalpha,esl_20200604115458949771
,ESRL1,esl_20200604115458949771
,NR3B1,esl_20200604115458949771
,BRD6,esl_20200604115458949799
,CT9,esl_20200604115458949799
,SPGF21,esl_20200604115458949799
,AIGF,esl_20200604115458949846
,FGF-8,esl_20200604115458949846
,HBGF-8,esl_20200604115458949846
,HH6,esl_20200604115458949846
,KAL6,esl_20200604115458949846
,D3S1319E,esl_20200604115458949874
,PFL,esl_20200604115458949874
,P160ROCK,esl_20200604115458949898
,ROCK-I,esl_20200604115458949898
,DLK,esl_20200604115458949923
,ZIP,esl_20200604115458949923
,ZIPK,esl_20200604115458949923
,HEBP1,esl_20200604115458949948
,IMDDHH,esl_20200604115458949948
,Nrf-2,esl_20200604115458949948
,NRF2,esl_20200604115458949948
,CDHF7,esl_20200604115458949975
,CDHR8,esl_20200604115458949975
,FAT,esl_20200604115458949975
,hFat1,esl_20200604115458949975
,ME5,esl_20200604115458949975
,HYPC,esl_20200604115458950002
,BHD,esl_20200604115458950025
,DENND8B,esl_20200604115458950025
,FLCL,esl_20200604115458950025
,ELAV1,esl_20200604115458950074
,Hua,esl_20200604115458950074
,HUR,esl_20200604115458950074
,MelG,esl_20200604115458950074
,CT84,esl_20200604115458950101
,HEL164,esl_20200604115458950101
,Nori-3,esl_20200604115458950101
,SPK,esl_20200604115458950101
,TOPK,esl_20200604115458950101
,FAM22E,esl_20200604115458950129
,C-Kit,esl_20200604115458950152
,CD117,esl_20200604115458950152
,MASTC,esl_20200604115458950152
,PBT,esl_20200604115458950152
,SCFR,esl_20200604115458950152
,BROVCA4,esl_20200604115458950202
,R51H3,esl_20200604115458950202
,RAD51L3,esl_20200604115458950202
,TRAD,esl_20200604115458950202
,COFS2,esl_20200604115458950231
,EM9,esl_20200604115458950231
,TFIIH,esl_20200604115458950231
,TTD,esl_20200604115458950231
,TTD1,esl_20200604115458950231
,XPD,esl_20200604115458950231
