name,panelName,geneDescription_graph_id,oncogenicCategory_graph_id,synonyms_graph_id,transcript_graph_id,MyGeneInfoGene_graph_id,JaxGene_graph_id,UniprotEntry_graph_Id,graph_id
KMT2B,KMT2B,es_2020052608521191000,es_20200422173729451642,esl_20200604115459026110,es_20200604115459026110,geneInfo_gene_9757,jax_gene_9757,uniprot_Q9UMN6,omnigene_9757
KNSTRN,KNSTRN,es_20200506152822550000,es_20200422173739355415,esl_20200604115459026137,es_20200604115459026137,geneInfo_gene_90417,jax_gene_90417,uniprot_Q9Y448,omnigene_90417
MALT1,MALT1,es_20200526115129182000,es_20200422173811789326,esl_20200604115459026164,es_20200604115459026164,geneInfo_gene_10892,jax_gene_10892,uniprot_Q9UDY8,omnigene_10892
KRAS,KRAS,es_20200429163144759000,es_20200422173743640869,esl_20200604115459026190,es_20200604115459026190,geneInfo_gene_3845,jax_gene_3845,uniprot_P01116,omnigene_3845
LAG3,LAG3,es_20200423071834326365,es_20200422173747039823,esl_20200604115459026217,es_20200604115459026217,geneInfo_gene_3902,jax_gene_3902,uniprot_P18627,omnigene_3902
LATS1,LATS1,es_20200526094333690000,es_20200422173751961094,esl_20200604115459026244,es_20200604115459026244,geneInfo_gene_9113,jax_gene_9113,uniprot_O95835,omnigene_9113
LRP1B,LRP1B,es_20200526102701847000,es_20200422173758716214,esl_20200604115459026270,es_20200604115459026270,geneInfo_gene_53353,jax_gene_53353,uniprot_Q9NZR2,omnigene_53353
MAGI2,MAGI2,es_2020052611410861000,es_20200422173806596314,esl_20200604115459026297,es_20200604115459026297,geneInfo_gene_9863,jax_gene_9863,uniprot_Q86UL8,omnigene_9863
LATS2,LATS2,es_20200526100235302000,es_20200422173754390396,esl_20200604115459026324,es_20200604115459026324,geneInfo_gene_26524,jax_gene_26524,uniprot_Q9NRM7,omnigene_26524
MAP2K1,MAP2K1,es_20200506111901435000,es_20200422173814422318,esl_20200604115459026350,es_20200604115459026350,geneInfo_gene_5604,jax_gene_5604,uniprot_Q02750,omnigene_5604
MAP3K1,MAP3K1,es_20200526134039982000,es_20200422173821449166,esl_20200604115459026377,es_20200604115459026377,geneInfo_gene_4214,jax_gene_4214,uniprot_Q13233,omnigene_4214
LZTR1,LZTR1,es_20200526104936206000,es_20200422173804051558,esl_20200604115459026404,es_20200604115459026404,geneInfo_gene_8216,jax_gene_8216,uniprot_Q8N653,omnigene_8216
MAP2K4,MAP2K4,es_20200526115415999000,es_20200422173818847988,esl_20200604115459026431,es_20200604115459026431,geneInfo_gene_6416,jax_gene_6416,uniprot_P45985,omnigene_6416
MAPK1,MAPK1,es_20200508114300819000,es_20200422173828800064,esl_20200604115459026458,es_20200604115459026458,geneInfo_gene_5594,jax_gene_5594,uniprot_P28482,omnigene_5594
MCL1,MCL1,es_20200508143128772000,es_20200422173837200401,esl_20200604115459026485,es_20200604115459026485,geneInfo_gene_4170,jax_gene_4170,uniprot_Q07820,omnigene_4170
MAGOH,MAGOH,es_20200422173808988083,es_20200422173808988109,esl_20200604115459026511,es_20200604115459026511,geneInfo_gene_4116,,uniprot_P61326,omnigene_4116
MAP2K2,MAP2K2,es_20200511103234722000,es_20200422173816552663,esl_20200604115459026537,es_20200604115459026537,geneInfo_gene_5605,jax_gene_5605,uniprot_P36507,omnigene_5605
MAPK3,MAPK3,es_20200526143849909000,es_20200422173831582022,esl_20200604115459026564,es_20200604115459026564,geneInfo_gene_5595,jax_gene_5595,uniprot_P27361,omnigene_5595
MAX,MAX,es_20200507162935179000,es_20200422173834618513,esl_20200604115459026604,es_20200604115459026604,geneInfo_gene_4149,jax_gene_4149,uniprot_P61244,omnigene_4149
MET,MET,es_20200501133944648000,es_20200422173902363874,esl_20200604115459026633,es_20200604115459026633,geneInfo_gene_4233,jax_gene_4233,uniprot_P08581,omnigene_4233
MAP3K13,MAP3K13,es_20200526140806189000,es_20200422173823165902,esl_20200604115459026675,es_20200604115459026675,geneInfo_gene_9175,jax_gene_9175,uniprot_O43283,omnigene_9175
MAP3K4,MAP3K4,es_20200526142453634000,es_20200422173825176646,esl_20200604115459026722,es_20200604115459026722,geneInfo_gene_4216,jax_gene_4216,uniprot_Q9Y6R4,omnigene_4216
MED12,MED12,es_2020050715552133000,es_20200422173854548117,esl_20200604115459026752,es_20200604115459026752,geneInfo_gene_9968,jax_gene_9968,uniprot_Q93074,omnigene_9968
MDC1,MDC1,es_20200526144525438000,es_20200422173839384372,esl_20200604115459026779,es_20200604115459026779,geneInfo_gene_9656,jax_gene_9656,uniprot_Q14676,omnigene_9656
MITF,MITF,es_20200526155014214000,es_20200422173907194602,esl_20200604115459026806,es_20200604115459026806,geneInfo_gene_4286,jax_gene_4286,uniprot_O75030,omnigene_4286
MDM2,MDM2,es_20200505104754983000,es_20200422173848488749,esl_20200604115459026833,es_20200604115459026833,geneInfo_gene_4193,jax_gene_4193,uniprot_Q00987,omnigene_4193
MEN1,MEN1,es_20200526151247492000,es_20200422173858514751,esl_20200604115459026860,es_20200604115459026860,geneInfo_gene_4221,jax_gene_4221,uniprot_O00255,omnigene_4221
MDM4,MDM4,es_20200508162420509000,es_20200422173852349483,esl_20200604115459026886,es_20200604115459026886,geneInfo_gene_4194,jax_gene_4194,uniprot_O15151,omnigene_4194
MEF2B,MEF2B,es_20200526145651200000,es_20200422173855967701,esl_20200604115459026912,es_20200604115459026912,geneInfo_gene_100271849,jax_gene_100271849,uniprot_Q02080,omnigene_100271849
MPL,MPL,es_2020051111175472000,es_20200422173924788271,esl_20200604115459026940,es_20200604115459026940,geneInfo_gene_4352,jax_gene_4352,uniprot_P40238,omnigene_4352
MYCL,MYCL,es_20200507143656621000,es_20200422174018250907,esl_20200604115459026966,es_20200604115459026966,geneInfo_gene_4610,jax_gene_4610,uniprot_P12524,omnigene_4610
MLH1,MLH1,es_20200507150244627000,es_20200422173910571665,esl_20200604115459026993,es_20200604115459026993,geneInfo_gene_4292,jax_gene_4292,uniprot_P40692,omnigene_4292
MGA,MGA,es_20200526153016574000,es_20200422173904813862,esl_20200604115459027019,es_20200604115459027019,geneInfo_gene_23269,jax_gene_23269,uniprot_Q8IWI9,omnigene_23269
KMT2A,MLL,es_20200422173916192819,es_20200422173916192846,esl_20200604115459027047,es_20200604115459027047,geneInfo_gene_4297,jax_gene_4297,uniprot_Q03164,omnigene_4297
MS4A1,MS4A1,es_20200423071840266890,es_20200422173936075620,esl_20200604115459027073,es_20200604115459027073,geneInfo_gene_931,jax_gene_931,uniprot_P11836,omnigene_931
MLLT3,MLLT3,es_20200526160142465000,es_20200422173921707214,esl_20200604115459027130,es_20200604115459027130,geneInfo_gene_4300,jax_gene_4300,uniprot_P42568,omnigene_4300
MRE11,MRE11A,es_20200527095253686000,es_20200422173932811577,esl_20200604115459027159,es_20200604115459027159,geneInfo_gene_4361,jax_gene_4361,uniprot_P49959,omnigene_4361
MST1R,MST1R,es_2020052710324749000,es_20200422173948404524,esl_20200604115459027186,es_20200604115459027186,geneInfo_gene_4486,jax_gene_4486,uniprot_Q04912,omnigene_4486
MUTYH,MUTYH,es_20200527105328265000,es_20200422174007073417,esl_20200604115459027213,es_20200604115459027213,geneInfo_gene_4595,jax_gene_4595,uniprot_Q9UIF7,omnigene_4595
MSH2,MSH2,es_20200504162329483000,es_20200422173939768040,esl_20200604115459027240,es_20200604115459027240,geneInfo_gene_4436,jax_gene_4436,uniprot_P43246,omnigene_4436
MST1,MST1,es_20200527102943643000,es_20200422173946200045,esl_20200604115459027267,es_20200604115459027267,geneInfo_gene_4485,jax_gene_4485,uniprot_P26927,omnigene_4485
MSH3,MSH3,es_20200527100418397000,es_20200422173941755859,esl_20200604115459027294,es_20200604115459027294,geneInfo_gene_4437,jax_gene_4437,uniprot_P20585,omnigene_4437
MYB,MYB,es_20200527105752901000,es_20200422174011914463,esl_20200604115459027321,es_20200604115459027321,geneInfo_gene_4602,jax_gene_4602,uniprot_P10242,omnigene_4602
MSH6,MSH6,es_20200527100954653000,es_20200422173944238172,esl_20200604115459027347,es_20200604115459027347,geneInfo_gene_2956,jax_gene_2956,uniprot_P52701,omnigene_2956
MX1,MX1,es_20200423071843538369,es_20200422174009851109,esl_20200604115459027374,es_20200604115459027374,geneInfo_gene_4599,,uniprot_P20591,omnigene_4599
MTOR,MTOR,es_20200527103325439000,es_20200422174001098266,esl_20200604115459027399,es_20200604115459027399,geneInfo_gene_2475,jax_gene_2475,uniprot_P42345,omnigene_2475
MYCN,MYCN,es_2020050810525473000,es_20200422174020190488,esl_20200604115459027426,es_20200604115459027426,geneInfo_gene_4613,jax_gene_4613,uniprot_P04198,omnigene_4613
MYCL,MYCL1,es_20200507143656621000,es_20200422174018250907,esl_20200604115459027452,es_20200604115459027452,geneInfo_gene_4610,jax_gene_4610,uniprot_P12524,omnigene_4610
NCOR1,NCOR1,es_20200527143729640000,es_20200422174044320243,esl_20200604115459027479,es_20200604115459027479,geneInfo_gene_9611,jax_gene_9611,uniprot_O75376,omnigene_9611
MYC,MYC,es_20200505101021720000,es_20200422174014843626,esl_20200604115459027505,es_20200604115459027505,geneInfo_gene_4609,jax_gene_4609,uniprot_P01106,omnigene_4609
MYOD1,MYOD1,es_20200527111014189000,es_20200422174035788677,esl_20200604115459027532,es_20200604115459027532,geneInfo_gene_4654,jax_gene_4654,uniprot_P15172,omnigene_4654
MYD88,MYD88,es_20200508093345982000,es_20200422174027501184,esl_20200604115459027558,es_20200604115459027558,geneInfo_gene_4615,jax_gene_4615,uniprot_Q99836,omnigene_4615
MYO18A,MYO18A,es_20200422174032134745,es_20200422174032134773,esl_20200604115459027585,es_20200604115459027585,geneInfo_gene_399687,jax_gene_399687,uniprot_Q92614,omnigene_399687
NCOA3,NCOA3,es_20200527142940118000,es_20200422174041921169,esl_20200604115459027612,es_20200604115459027612,geneInfo_gene_8202,jax_gene_8202,uniprot_Q9Y6Q9,omnigene_8202
NF1,NF1,es_20200430130244487000,es_20200422174048596181,esl_20200604115459027639,es_20200604115459027639,geneInfo_gene_4763,jax_gene_4763,uniprot_P21359,omnigene_4763
NAB2,NAB2,es_20200527112721615000,es_20200422174037618727,esl_20200604115459027665,es_20200604115459027665,geneInfo_gene_4665,jax_gene_4665,uniprot_Q15742,omnigene_4665
NKX2-1,NKX2-1,es_20200507085434461000,es_20200422174100477980,esl_20200604115459027692,es_20200604115459027692,geneInfo_gene_7080,jax_gene_7080,uniprot_P43699,omnigene_7080
NBN,NBN,es_20200527131819356000,es_20200422174040123198,esl_20200604115459027719,es_20200604115459027719,geneInfo_gene_4683,jax_gene_4683,uniprot_O60934,omnigene_4683
PNRC1,PNRC1,es_20200529143603650000,es_20200422174335324532,esl_20200604115459027746,es_20200604115459027746,geneInfo_gene_10957,jax_gene_10957,uniprot_Q12796,omnigene_10957
PREX2,PREX2,es_20200601131303186000,es_20200422174409895513,esl_20200604115459027773,es_20200604115459027773,geneInfo_gene_80243,jax_gene_80243,uniprot_Q70Z35,omnigene_80243
NEGR1,NEGR1,es_20200527145321198000,es_20200422174046039532,esl_20200604115459027800,es_20200604115459027800,geneInfo_gene_257194,jax_gene_257194,uniprot_Q7Z3B1,omnigene_257194
NKX2-8,NKX2-8,es_20200422174101891767,es_20200422174101891785,esl_20200604115459027826,es_20200604115459027826,geneInfo_gene_26257,,uniprot_O15522,omnigene_26257
NFKBIA,NFKBIA,es_2020052715081327000,es_20200422174058096807,esl_20200604115459027852,es_20200604115459027852,geneInfo_gene_4792,jax_gene_4792,uniprot_P25963,omnigene_4792
NF2,NF2,es_20200501115313670000,es_20200422174050668597,esl_20200604115459027878,es_20200604115459027878,geneInfo_gene_4771,jax_gene_4771,uniprot_P35240,omnigene_4771
NOTCH1,NOTCH1,es_20200501105458132000,es_20200501105430129000,esl_20200604115459027905,es_20200604115459027905,geneInfo_gene_4851,jax_gene_4851,uniprot_P46531,omnigene_4851
NFE2L2,NFE2L2,es_20200501155957765000,es_20200422174055419980,esl_20200604115459027972,es_20200604115459027972,geneInfo_gene_4780,jax_gene_4780,uniprot_Q16236,omnigene_4780
NKX3-1,NKX3-1,es_20200527151626372000,es_20200422174104461516,esl_20200604115459027999,es_20200604115459027999,geneInfo_gene_4824,jax_gene_4824,uniprot_Q99801,omnigene_4824
NPM1,NPM1,es_20200527161301123000,es_20200422174120727515,esl_20200604115459028045,es_20200604115459028045,geneInfo_gene_4869,jax_gene_4869,uniprot_P06748,omnigene_4869
NOTCH2,NOTCH2,es_20200527152823650000,es_20200422174111940549,esl_20200604115459028075,es_20200604115459028075,geneInfo_gene_4853,jax_gene_4853,uniprot_Q04721,omnigene_4853
PDCD1,PDCD1,es_20200423071845297058,es_20200422174236411006,esl_20200604115459028102,es_20200604115459028102,geneInfo_gene_5133,jax_gene_5133,uniprot_Q15116,omnigene_5133
NOTCH3,NOTCH3,es_20200527155353570000,es_20200422174115198871,esl_20200604115459028150,es_20200604115459028150,geneInfo_gene_4854,jax_gene_4854,uniprot_Q9UM47,omnigene_4854
NOTCH4,NOTCH4,es_20200527160837311000,es_20200422174117027464,esl_20200604115459028180,es_20200604115459028180,geneInfo_gene_4855,jax_gene_4855,uniprot_Q99466,omnigene_4855
NTRK3,NTRK3,es_20200508143415961000,es_20200422174137665517,esl_20200604115459028207,es_20200604115459028207,geneInfo_gene_4916,jax_gene_4916,uniprot_Q16288,omnigene_4916
PAK3,PAK3,es_20200528104337389000,es_20200422174148069952,esl_20200604115459028234,es_20200604115459028234,geneInfo_gene_5063,jax_gene_5063,uniprot_O75914,omnigene_5063
NSD1,NSD1,es_20200528092647983000,es_20200422174128436400,esl_20200604115459028314,es_20200604115459028314,geneInfo_gene_64324,jax_gene_64324,uniprot_Q96L73,omnigene_64324
NRAS,NRAS,es_20200504140052543000,es_20200422174123759444,esl_20200604115459028345,es_20200604115459028345,geneInfo_gene_4893,jax_gene_4893,uniprot_P01111,omnigene_4893
NRG1,NRG1,es_20200528090357259000,es_20200422174126716967,esl_20200604115459028372,es_20200604115459028372,geneInfo_gene_3084,jax_gene_3084,uniprot_Q02297,omnigene_3084
NUTM1,NUTM1,es_20200528101810392000,es_20200422174142754877,esl_20200604115459028399,es_20200604115459028399,geneInfo_gene_256646,jax_gene_256646,uniprot_Q86Y26,omnigene_256646
NTRK1,NTRK1,es_20200508144203587000,es_20200422174132775919,esl_20200604115459028431,es_20200604115459028431,geneInfo_gene_4914,jax_gene_4914,uniprot_P04629,omnigene_4914
NTRK2,NTRK2,es_20200528093748754000,es_20200422174135828468,esl_20200604115459028459,es_20200604115459028459,geneInfo_gene_4915,jax_gene_4915,uniprot_Q16620,omnigene_4915
NUP93,NUP93,es_20200528094908948000,es_20200422174140322370,esl_20200604115459028485,es_20200604115459028485,geneInfo_gene_9688,jax_gene_9688,uniprot_Q8N1F7,omnigene_9688
PAX3,PAX3,es_20200528115529848000,es_20200422174223782237,esl_20200604115459028512,es_20200604115459028512,geneInfo_gene_5077,jax_gene_5077,uniprot_P23760,omnigene_5077
PIK3CA,PIK3CA,es_20200430113022554000,es_20200422174303746744,esl_20200604115459028538,es_20200604115459028538,geneInfo_gene_5290,jax_gene_5290,uniprot_P42336,omnigene_5290
PAK1,PAK1,es_2020052810183522000,es_20200422174145888535,esl_20200604115459028565,es_20200604115459028565,geneInfo_gene_5058,jax_gene_5058,uniprot_Q13153,omnigene_5058
PAK5,PAK7,es_20200427111702252000,es_20200422174149904315,esl_20200604115459028592,es_20200604115459028592,geneInfo_gene_57144,jax_gene_57144,uniprot_Q9P286,omnigene_57144
PALB2,PALB2,es_20200528105512713000,es_20200422174155805781,esl_20200604115459028619,es_20200604115459028619,geneInfo_gene_79728,jax_gene_79728,uniprot_Q86YC2,omnigene_79728
PAX7,PAX7,es_20200528120514617000,es_20200422174228656652,esl_20200604115459028645,es_20200604115459028645,geneInfo_gene_5081,jax_gene_5081,uniprot_P23759,omnigene_5081
PRKN,PARK2,es_20200427111718529000,es_20200422174208606693,esl_20200604115459028672,es_20200604115459028672,geneInfo_gene_5071,jax_gene_5071,uniprot_O60260,omnigene_5071
PBRM1,PBRM1,es_20200528143439883000,es_20200422174233191529,esl_20200604115459028707,es_20200604115459028707,geneInfo_gene_55193,jax_gene_55193,uniprot_Q86U86,omnigene_55193
PARP1,PARP1,es_20200528113103368000,es_20200422174220242961,esl_20200604115459028734,es_20200604115459028734,geneInfo_gene_142,jax_gene_142,uniprot_P09874,omnigene_142
PAX8,PAX8,es_20200528142256109000,es_20200422174230240267,esl_20200604115459028760,es_20200604115459028760,geneInfo_gene_7849,jax_gene_7849,uniprot_Q06710,omnigene_7849
PAX5,PAX5,es_20200511094136862000,es_20200422174226553852,esl_20200604115459028787,es_20200604115459028787,geneInfo_gene_5079,jax_gene_5079,uniprot_Q02548,omnigene_5079
PDGFRB,PDGFRB,es_20200528144054636000,es_20200422174243741668,esl_20200604115459028814,es_20200604115459028814,geneInfo_gene_5159,jax_gene_5159,uniprot_P09619,omnigene_5159
PDPK1,PDPK1,es_20200528151628833000,es_20200422174248353668,esl_20200604115459028842,es_20200604115459028842,geneInfo_gene_5170,jax_gene_5170,uniprot_O15530,omnigene_5170
PIK3C2B,PIK3C2B,es_20200528155006701000,es_20200422174256004643,esl_20200604115459028869,es_20200604115459028869,geneInfo_gene_5287,jax_gene_5287,uniprot_O00750,omnigene_5287
PDCD1LG2,PDCD1LG2,es_20200423071847199646,es_20200422174238551128,esl_20200604115459028896,es_20200604115459028896,geneInfo_gene_80380,jax_gene_80380,uniprot_Q9BQ51,omnigene_80380
PHF6,PHF6,es_20200528152919531000,es_20200422174252173399,esl_20200604115459028923,es_20200604115459028923,geneInfo_gene_84295,jax_gene_84295,uniprot_Q8IWS0,omnigene_84295
PDGFRA,PDGFRA,es_20200506135211260000,es_20200422174241213828,esl_20200604115459028950,es_20200604115459028950,geneInfo_gene_5156,jax_gene_5156,uniprot_P16234,omnigene_5156
PDK1,PDK1,es_20200528150203213000,es_20200422174246104464,esl_20200604115459028976,es_20200604115459028976,geneInfo_gene_5163,jax_gene_5163,uniprot_Q15118,omnigene_5163
PGR,PGR,es_20200528152733292000,es_20200422174250740170,esl_20200604115459029003,es_20200604115459029003,geneInfo_gene_5241,jax_gene_5241,uniprot_P06401,omnigene_5241
PHOX2B,PHOX2B,es_20200528154743668000,es_20200422174254384120,esl_20200604115459029029,es_20200604115459029029,geneInfo_gene_8929,jax_gene_8929,uniprot_Q99453,omnigene_8929
PIK3CG,PIK3CG,es_20200529110121420000,es_20200422174309827606,esl_20200604115459029073,es_20200604115459029073,geneInfo_gene_5294,jax_gene_5294,uniprot_P48736,omnigene_5294
PIM1,PIM1,es_20200529135930105000,es_20200422174322694512,esl_20200604115459029111,es_20200604115459029111,geneInfo_gene_5292,jax_gene_5292,uniprot_P11309,omnigene_5292
PMS1,PMS1,es_20200529141956573000,es_20200422174329297941,esl_20200604115459029139,es_20200604115459029139,geneInfo_gene_5378,jax_gene_5378,uniprot_P54277,omnigene_5378
PIK3C2G,PIK3C2G,es_20200529101116235000,es_20200422174258256285,esl_20200604115459029166,es_20200604115459029166,geneInfo_gene_5288,jax_gene_5288,uniprot_O75747,omnigene_5288
PIK3C3,PIK3C3,es_20200529102839410000,es_20200422174300615569,esl_20200604115459029193,es_20200604115459029193,geneInfo_gene_5289,jax_gene_5289,uniprot_Q8NEB9,omnigene_5289
PIK3CD,PIK3CD,es_20200529110651153000,es_20200422174307767333,esl_20200604115459029220,es_20200604115459029220,geneInfo_gene_5293,jax_gene_5293,uniprot_O00329,omnigene_5293
PIK3CB,PIK3CB,es_20200529104613968000,es_20200422174306066601,esl_20200604115459029248,es_20200604115459029248,geneInfo_gene_5291,jax_gene_5291,uniprot_P42338,omnigene_5291
PIK3R3,PIK3R3,es_20200529133259187000,es_20200422174319621067,esl_20200604115459029275,es_20200604115459029275,geneInfo_gene_8503,jax_gene_8503,uniprot_Q92569,omnigene_8503
PMAIP1,PMAIP1,es_20200529141244218000,es_20200422174327472935,esl_20200604115459029303,es_20200604115459029303,geneInfo_gene_5366,jax_gene_5366,uniprot_Q13794,omnigene_5366
PIK3R1,PIK3R1,es_20200430113913425000,es_20200422174313616136,esl_20200604115459029330,es_20200604115459029330,geneInfo_gene_5295,jax_gene_5295,uniprot_P27986,omnigene_5295
PLCG2,PLCG2,es_20200529140435241000,es_20200422174324277752,esl_20200604115459029357,es_20200604115459029357,geneInfo_gene_5336,jax_gene_5336,uniprot_P16885,omnigene_5336
PIK3R2,PIK3R2,es_2020052911532959000,es_20200422174317166564,esl_20200604115459029384,es_20200604115459029384,geneInfo_gene_5296,jax_gene_5296,uniprot_O00459,omnigene_5296
PLK2,PLK2,es_2020052914085592000,es_20200422174325754806,esl_20200604115459029411,es_20200604115459029411,geneInfo_gene_10769,jax_gene_10769,uniprot_Q9NYY3,omnigene_10769
PPP2R1A,PPP2R1A,es_20200506154751813000,es_20200422174357558294,esl_20200604115459029438,es_20200604115459029438,geneInfo_gene_5518,jax_gene_5518,uniprot_P30153,omnigene_5518
PMS2,PMS2,es_20200529142913184000,es_20200422174331363667,esl_20200604115459029465,es_20200604115459029465,geneInfo_gene_5395,jax_gene_5395,uniprot_P54278,omnigene_5395
PRKAR1A,PRKAR1A,es_20200601132200982000,es_20200422174411781902,esl_20200604115459029492,es_20200604115459029492,geneInfo_gene_5573,jax_gene_5573,uniprot_P10644,omnigene_5573
PTPRD,PTPRD,es_20200601140641428000,es_20200422174438619505,esl_20200604115459029519,es_20200604115459029519,geneInfo_gene_5789,jax_gene_5789,uniprot_P23468,omnigene_5789
PNP,PNP,es_20200422174333809096,es_20200422174333809121,esl_20200604115459029566,es_20200604115459029566,geneInfo_gene_4860,,uniprot_P00491,omnigene_4860
POLD1,POLD1,es_2020052914525908000,es_20200422174342506304,esl_20200604115459029596,es_20200604115459029596,geneInfo_gene_5424,jax_gene_5424,uniprot_P28340,omnigene_5424
PPARG,PPARG,es_20200511100938818000,es_20200422174349941045,esl_20200604115459029623,es_20200604115459029623,geneInfo_gene_5468,jax_gene_5468,uniprot_P37231,omnigene_5468
POLE,POLE,es_20200529153742336000,es_20200422174346851083,esl_20200604115459029649,es_20200604115459029649,geneInfo_gene_5426,jax_gene_5426,uniprot_Q07864,omnigene_5426
PPP2R2A,PPP2R2A,es_20200601125105905000,es_20200422174359821600,esl_20200604115459029676,es_20200604115459029676,geneInfo_gene_5520,jax_gene_5520,uniprot_P63151,omnigene_5520
PPM1D,PPM1D,es_20200529162208795000,es_20200422174353818370,esl_20200604115459029703,es_20200604115459029703,geneInfo_gene_8493,jax_gene_8493,uniprot_O15297,omnigene_8493
PPP6C,PPP6C,es_20200422174404628952,es_20200422174404628983,esl_20200604115459029730,es_20200604115459029730,geneInfo_gene_5537,jax_gene_5537,uniprot_O00743,omnigene_5537
PRDM1,PRDM1,es_20200601130257992000,es_20200422174407861600,esl_20200604115459029757,es_20200604115459029757,geneInfo_gene_639,jax_gene_639,uniprot_O75626,omnigene_639
PRSS8,PRSS8,es_20200601140338879000,es_20200422174426092043,esl_20200604115459029785,es_20200604115459029785,geneInfo_gene_5652,jax_gene_5652,uniprot_Q16651,omnigene_5652
PTCH1,PTCH1,es_20200501140111640000,es_20200422174428886585,esl_20200604115459029812,es_20200604115459029812,geneInfo_gene_5727,jax_gene_5727,uniprot_Q13635,omnigene_5727
PRKCI,PRKCI,es_20200601134753368000,es_20200422174414424098,esl_20200604115459029838,es_20200604115459029838,geneInfo_gene_5584,jax_gene_5584,uniprot_P41743,omnigene_5584
PRKDC,PRKDC,es_20200601135349280000,es_20200422174422546540,esl_20200604115459029864,es_20200604115459029864,geneInfo_gene_5591,jax_gene_5591,uniprot_P78527,omnigene_5591
PTEN,PTEN,es_2020043014541309000,es_20200422174432765768,esl_20200604115459029901,es_20200604115459029901,geneInfo_gene_5728,jax_gene_5728,uniprot_P60484,omnigene_5728
QKI,QKI,es_20200422174450117159,es_20200422174450117185,esl_20200604115459029930,es_20200604115459029930,geneInfo_gene_9444,jax_gene_9444,uniprot_Q96PU8,omnigene_9444
PTPN11,PTPN11,es_20200506140810503000,es_20200422174435933766,esl_20200604115459029957,es_20200604115459029957,geneInfo_gene_5781,jax_gene_5781,uniprot_Q06124,omnigene_5781
RB1,RB1,es_20200430160024363000,es_20200422174538599917,esl_20200604115459029983,es_20200604115459029983,geneInfo_gene_5925,jax_gene_5925,uniprot_P06400,omnigene_5925
RPS6KA4,RPS6KA4,es_20200422174615077819,es_20200422174615077837,esl_20200604115459030009,es_20200604115459030009,geneInfo_gene_8986,jax_gene_8986,uniprot_O75676,omnigene_8986
PTPRS,PTPRS,es_2020060115423391000,es_20200422174442777254,esl_20200604115459030051,es_20200604115459030051,geneInfo_gene_5802,jax_gene_5802,uniprot_Q13332,omnigene_5802
PTPRT,PTPRT,es_20200422174445759312,es_20200422174445759330,esl_20200604115459030081,es_20200604115459030081,geneInfo_gene_11122,jax_gene_11122,uniprot_O14522,omnigene_11122
RAD52,RAD52,es_20200422174514876101,es_20200422174514876119,esl_20200604115459030108,es_20200604115459030108,geneInfo_gene_5893,jax_gene_5893,uniprot_P43351,omnigene_5893
RAB35,RAB35,es_20200422174452091725,es_20200422174452091742,esl_20200604115459030135,es_20200604115459030135,geneInfo_gene_11021,jax_gene_11021,uniprot_Q15286,omnigene_11021
RAD50,RAD50,es_20200422174502264212,es_20200422174502264238,esl_20200604115459030162,es_20200604115459030162,geneInfo_gene_10111,jax_gene_10111,uniprot_Q92878,omnigene_10111
RAC1,RAC1,es_20200507134726428000,es_20200422174455166320,esl_20200604115459030189,es_20200604115459030189,geneInfo_gene_5879,jax_gene_5879,uniprot_P63000,omnigene_5879
RAD21,RAD21,es_20200422174459030564,es_20200422174459030592,esl_20200604115459030215,es_20200604115459030215,geneInfo_gene_5885,jax_gene_5885,uniprot_O60216,omnigene_5885
