id,Author_graph_id,LiteratureReference_graph_id
,author_miura_k,ref_20463662
,author_suzuki_a,ref_20463662
,author_kofuji_s,ref_20463662
,author_asanuma_k,ref_20463662
,author_davies_em,ref_20463662
,author_hirai_h,ref_20463662
,author_murakami_h,ref_20463662
,author_mitchell_c,ref_20463662
,author_itoh_r,ref_20463662
,author_sasaki_j,ref_20463662
,author_takada_yk,ref_28873464
,author_cheng_y,ref_28873464
,author_yu_j,ref_28873464
,author_cedano_prieto,ref_28873464
,author_takada_y,ref_28873464
,author_chang_cc,ref_28873464
,author_payne_kj,ref_17135265
,author_dorsam_g,ref_17135265
,author_dovat_s,ref_17135265
,author_bradley_mn,ref_17135265
,author_ho_s,ref_17135265
,author_ronni_t,ref_17135265
,author_pack_sd,ref_19141594
,author_ohzeki_j,ref_19141594
,author_mravinac_b,ref_19141594
,author_masumoto_h,ref_19141594
,author_sullivan_ba,ref_19141594
,author_noskov_vn,ref_19141594
,author_loukinov_d,ref_19141594
,author_larionov_v,ref_19141594
,author_ebersole_t,ref_19141594
,author_flanagan_pt,ref_19141594
,author_lobanenkov_v,ref_19141594
,author_kouprina_n,ref_19141594
,author_kwon_yw,ref_19141594
,author_pavlicek_a,ref_19141594
,author_kim_jh,ref_19141594
,author_dovat_s,ref_19141594
,author_bingol_ozakpinar_o,ref_24070612
,author_packianathan_c,ref_24070612
,author_hodgson_mc,ref_24070612
,author_uras_f,ref_24070612
,author_lopez_sm,ref_24070612
,author_rosen_bp,ref_24070612
,author_agoulnik_iu,ref_24070612
,author_panopolous_a,ref_18025162
,author_el_kasmi,ref_18025162
,author_hacker_h,ref_18025162
,author_williams_l,ref_18025162
,author_watowich_ss,ref_18025162
,author_neale_g,ref_18025162
,author_panopoulos_ad,ref_18025162
,author_smith_am,ref_18025162
,author_foxwell_bm,ref_18025162
,author_murray_pj,ref_18025162
,author_yamada_m,ref_11564774
,author_akagawa_ks,ref_11564774
,author_hashimoto_si,ref_11564774
,author_komuro_i,ref_11564774
,author_tiganis_t,ref_15716355
,author_zhang_xm,ref_15716355
,author_ivetac_i,ref_15716355
,author_majerus_pw,ref_15716355
,author_mitchell_ca,ref_15716355
,author_munday_ad,ref_15716355
,author_whisstock_jc,ref_15716355
,author_kisseleva_mv,ref_15716355
,author_rowe_t,ref_15716355
,author_luff_s,ref_15716355
,author_koundinya_d,ref_30071275
,author_vatsa_d,ref_30071275
,author_chaudhuri_r,ref_30071275
,author_pattnaik_b,ref_30071275
,author_khanna_k,ref_30071275
,author_ghosh_b,ref_30071275
,author_agrawal_a,ref_30071275
,author_noy_n,ref_21368206
,author_jin_h,ref_21368206
,author_majumdar_a,ref_21368206
,author_berry_dc,ref_21368206
,author_offermanns_s,ref_20098430
,author_henrion_d,ref_20098430
,author_retailleau_k,ref_20098430
,author_loufrani_l,ref_20098430
,author_bregeon_j,ref_20098430
,author_pacaud_p,ref_20098430
,author_scalbert_e,ref_20098430
,author_rolli_derkinderen_m,ref_20098430
,author_guilluy_c,ref_20098430
,author_bril_a,ref_20098430
,author_loirand_g,ref_20098430
,author_toumaniantz_g,ref_20098430
,author_torres_rm,ref_20098430
,author_araki_n,ref_24591580
,author_terasaka_s,ref_24591580
,author_taguchi_t,ref_24591580
,author_skolnik_ey,ref_24591580
,author_arai_h,ref_24591580
,author_maekawa_m,ref_24591580
,author_ikeda_y,ref_24591580
,author_kawai_k,ref_24591580
,author_mochizuki_y,ref_24591580
,author_shaw_ac,ref_16831875
,author_brandt_j,ref_16831875
,author_slaaby_r,ref_16831875
,author_mathiasen_is,ref_16831875
,author_schaffer_l,ref_16831875
,author_andersen_as,ref_16831875
,author_lautrup_larsen_i,ref_16831875
,author_iwase_s,ref_17851529
,author_issaeva_i,ref_17851529
,author_chang_hy,ref_17851529
,author_wang_jk,ref_17851529
,author_roberts_tm,ref_17851529
,author_lan_f,ref_17851529
,author_chen_s,ref_17851529
,author_whetstine_jr,ref_17851529
,author_rinn_jl,ref_17851529
,author_canaani_e,ref_17851529
,author_shi_y,ref_17851529
,author_bayliss_pe,ref_17851529
,author_alpatov_r,ref_17851529
,author_barber_dl,ref_11909529
,author_lee_loy_a,ref_11909529
,author_mcglade_cj,ref_11909529
,author_simoncic_pd,ref_11909529
,author_tremblay_ml,ref_11909529
,author_kotenko_s,ref_12133952
,author_usacheva_a,ref_12133952
,author_witte_mm,ref_12133952
,author_colamonici_or,ref_12133952
,author_hengst_l,ref_21423214
,author_weinl_c,ref_21423214
,author_jakel_h,ref_21423214
,author_foster_sd,ref_19783980
,author_kouzarides_t,ref_19783980
,author_bartke_t,ref_19783980
,author_dawson_ma,ref_19783980
,author_green_ar,ref_19783980
,author_bannister_aj,ref_19783980
,author_gottgens_b,ref_19783980
,author_derynck_r,ref_10995748
,author_zhang_y,ref_10995748
,author_qing_j,ref_10995748
,author_donaldson_ij,ref_22083952
,author_ji_z,ref_22083952
,author_zeef_la,ref_22083952
,author_liu_j,ref_22083952
,author_sharrocks_ad,ref_22083952
,author_hayes_a,ref_22083952
,author_lin_g,ref_17210646
,author_li_hj,ref_17210646
,author_lai_py,ref_17210646
,author_chung_bc,ref_17210646
,author_lan_hc,ref_17210646
,author_demmers_j,ref_20386726
,author_tanenbaum_me,ref_20386726
,author_fornerod_m,ref_20386726
,author_hoogenraad_cc,ref_20386726
,author_lindqvist_a,ref_20386726
,author_yu_kl,ref_20386726
,author_medema_rh,ref_20386726
,author_keijzer_n,ref_20386726
,author_melchior_f,ref_20386726
,author_engelsma_d,ref_20386726
,author_akhmanova_a,ref_20386726
,author_haasdijk_ed,ref_20386726
,author_jaarsma_d,ref_20386726
,author_grigoriev_i,ref_20386726
,author_flotho_a,ref_20386726
,author_splinter_d,ref_20386726
,author_yuan_c,ref_18270511
,author_tsai_md,ref_18270511
,author_lin_ph,ref_18270511
,author_chan_my,ref_18270511
,author_cheng_an,ref_18270511
,author_teng_yc,ref_18270511
,author_tu_s,ref_18270511
,author_wu_yt,ref_18270511
,author_juan_lj,ref_18270511
,author_allis_cd,ref_19430464
,author_luo_jl,ref_19430464
,author_wang_gg,ref_19430464
,author_casadio_f,ref_19430464
,author_dormann_hl,ref_19430464
,author_wang_z,ref_19430464
,author_song_j,ref_19430464
,author_patel_dj,ref_19430464
,author_li_h,ref_19430464
,author_henderson_mj,ref_27427228
,author_wu_l,ref_27427228
,author_hall_md,ref_27427228
,author_jansen_dj,ref_27427228
,author_fu_h,ref_27427228
,author_liu_x,ref_27427228
,author_rai_g,ref_27427228
,author_cheng_x,ref_27427228
,author_horton_jr,ref_27427228
,author_shanks_jr,ref_27427228
,author_vertino_pm,ref_27427228
,author_gale_m,ref_27427228
,author_johns_ma,ref_27427228
,author_urban_dj,ref_27427228
,author_kales_sc,ref_27427228
,author_yan_q,ref_27427228
,author_mott_bt,ref_27427228
,author_bell_jsk,ref_27427228
,author_zhang_x,ref_27427228
,author_webber_pj,ref_27427228
,author_jadhav_a,ref_27427228
,author_maloney_dj,ref_27427228
,author_simeonov_a,ref_27427228
,author_oppermann_u,ref_28262558
,author_munro_s,ref_28262558
,author_nuzzi_a,ref_28262558
,author_strain_damerell_c,ref_28262558
,author_velupillai_s,ref_28262558
,author_la_thangue,ref_28262558
,author_davies_f,ref_28262558
,author_szykowska_a,ref_28262558
,author_ruda_gf,ref_28262558
,author_kawamura_a,ref_28262558
,author_bountra_c,ref_28262558
,author_fedorov_o,ref_28262558
,author_nowak_rp,ref_28262558
,author_wu_n,ref_28262558
,author_hookway_es,ref_28262558
,author_johansson_c,ref_28262558
,author_savitsky_p,ref_28262558
,author_burgess_brown_na,ref_28262558
,author_athanasou_n,ref_28262558
,author_schofield_cj,ref_28262558
,author_hatch_sb,ref_28262558
,author_brennan_pe,ref_28262558
,author_england_ks,ref_28262558
,author_yapp_c,ref_28262558
,author_muller_s,ref_28262558
,author_morgan_g,ref_28262558
,author_tumber_a,ref_28262558
,author_pawlyn_c,ref_28262558
,author_pasini_d,ref_17713478
,author_rose_s,ref_17713478
,author_christensen_j,ref_17713478
,author_salcini_ae,ref_17713478
,author_agger_k,ref_17713478
,author_canaani_e,ref_17713478
,author_cloos_pa,ref_17713478
,author_rappsilber_j,ref_17713478
,author_helin_k,ref_17713478
,author_issaeva_i,ref_17713478
,author_norman_j,ref_17761849
,author_yan_kp,ref_17761849
,author_di_croce,ref_17761849
,author_villa_r,ref_17761849
,author_trojer_p,ref_17761849
,author_reinberg_d,ref_17761849
,author_shiekhattar_r,ref_17761849
,author_lee_mg,ref_17761849
,author_hannink_m,ref_14585973
,author_zhang_dd,ref_14585973
,author_otis_ll,ref_15379550
,author_strachan_gd,ref_15379550
,author_jordan_sciutto_kl,ref_15379550
,author_gittis_a,ref_15379550
,author_caltagarone_j,ref_15379550
,author_bowser_r,ref_15379550
,author_morgan_kl,ref_15379550
,author_cross_jv,ref_15572695
,author_templeton_dj,ref_15572695
,author_lo_sc,ref_15572695
,author_hannink_m,ref_15572695
,author_zhang_dd,ref_15572695
,author_mesecar_ad,ref_19489739
,author_small_e,ref_19489739
,author_hannink_m,ref_19489739
,author_eggler_al,ref_19489739
,author_schneider_sn,ref_17127771
,author_sekhar_kr,ref_17127771
,author_chan_jy,ref_17127771
,author_yared_nf,ref_17127771
,author_sasi_s,ref_17127771
,author_wang_j,ref_17127771
,author_dalton_tp,ref_17127771
,author_gao_l,ref_17127771
,author_anderson_me,ref_17127771
,author_yin_h,ref_17127771
,author_morrow_jd,ref_17127771
,author_freeman_ml,ref_17127771
,author_xiong_y,ref_18251510
,author_stamer_sl,ref_18251510
,author_rachakonda_g,ref_18251510
,author_liebler_dc,ref_18251510
,author_sekhar_kr,ref_18251510
,author_freeman_ml,ref_18251510
,author_kessler_bm,ref_29590092
,author_modis_lk,ref_29590092
,author_mcgouran_jf,ref_29590092
,author_hughes_mm,ref_29590092
,author_brunori_g,ref_29590092
,author_booty_lm,ref_29590092
,author_zaslona_z,ref_29590092
,author_dinkova_kostova_at,ref_29590092
,author_hartley_rc,ref_29590092
,author_murphy_mp,ref_29590092
,author_menon_d,ref_29590092
,author_frezza_c,ref_29590092
,author_kunji_ers,ref_29590092
,author_caldwell_st,ref_29590092
,author_prag_ha,ref_29590092
,author_o_neill_la,ref_29590092
,author_meakin_pj,ref_29590092
,author_costa_ash,ref_29590092
,author_ashford_mlj,ref_29590092
,author_knatko_ev,ref_29590092
,author_chouchani_et,ref_29590092
,author_mcgettrick_af,ref_29590092
,author_szpyt_j,ref_29590092
,author_sevin_dc,ref_29590092
,author_ryan_dg,ref_29590092
,author_higgins_m,ref_29590092
,author_fischer_r,ref_29590092
,author_carroll_rg,ref_29590092
,author_fallon_pg,ref_29590092
,author_dikovskaya_d,ref_29590092
,author_jedrychowski_mp,ref_29590092
,author_mills_el,ref_29590092
,author_king_ms,ref_29590092
,author_runtsch_mc,ref_29590092
,author_hams_e,ref_29590092
,author_mcmahon_m,ref_20452972
,author_overvatn_a,ref_20452972
,author_lamark_t,ref_20452972
,author_johansen_t,ref_20452972
,author_awuh_ja,ref_20452972
,author_jain_a,ref_20452972
,author_larsen_kb,ref_20452972
,author_sjottem_e,ref_20452972
,author_hayes_jd,ref_20452972
,author_razani_b,ref_28380357
,author_weihl_cc,ref_28380357
,author_chou_tf,ref_28380357
,author_pittman_sk,ref_28380357
,author_lee_y,ref_28380357
,author_keith_al,ref_28380357
,author_lo_sc,ref_17046835
,author_hannink_m,ref_17046835
,author_lee_h,ref_22266653
,author_couture_jf,ref_22266653
,author_brunzelle_js,ref_22266653
,author_zhang_p,ref_22266653
,author_ding_x,ref_22110139
,author_zhou_j,ref_22110139
,author_zou_h,ref_22110139
,author_yan_f,ref_22110139
,author_fang_g,ref_22110139
,author_yao_p,ref_22110139
,author_huang_y,ref_22110139
,author_ward_t,ref_22110139
,author_liu_x,ref_22110139
,author_wang_x,ref_22110139
,author_wang_w,ref_22110139
,author_zhuang_x,ref_22110139
,author_dou_z,ref_22110139
,author_zhang_j,ref_22110139
,author_du_j,ref_22110139
,author_yao_x,ref_22110139
,author_barr_fa,ref_21402792
,author_dunsch_ak,ref_21402792
,author_gruneberg_u,ref_21402792
,author_linnane_e,ref_21402792
,author_dilworth_fj,ref_17707229
,author_chaturvedi_cp,ref_17707229
,author_ranish_ja,ref_17707229
,author_brand_m,ref_17707229
,author_demers_c,ref_17707229
,author_lai_p,ref_17707229
,author_morle_f,ref_17707229
,author_juban_g,ref_17707229
,author_aebersold_r,ref_17707229
,author_groudine_m,ref_17707229
,author_zimmermann_g,ref_23698361
,author_bastiaens_pi,ref_23698361
,author_wittinghofer_a,ref_23698361
,author_chandra_a,ref_23698361
,author_papke_b,ref_23698361
,author_ismail_s,ref_23698361
,author_vartak_n,ref_23698361
,author_hahn_sa,ref_23698361
,author_waldmann_h,ref_23698361
,author_triola_g,ref_23698361
,author_hoffmann_m,ref_23698361
,author_yao_p,ref_23035123
,author_liu_l,ref_23035123
,author_chu_y,ref_23035123
,author_dou_z,ref_23035123
,author_cao_d,ref_23035123
,author_huang_y,ref_23035123
,author_ding_x,ref_23035123
,author_wang_d,ref_23035123
,author_yao_x,ref_23035123
,author_liu_w,ref_23035123
,author_zhuang_x,ref_23035123
,author_wang_x,ref_23035123
,author_adams_g,ref_23035123
,author_fang_g,ref_23035123
,author_liot_c,ref_22711838
,author_yang_mh,ref_22711838
,author_spang_r,ref_22711838
,author_philips_mr,ref_22711838
,author_shaw_de,ref_22711838
,author_laurent_g,ref_22711838
,author_bar_sagi_d,ref_22711838
,author_haigis_mc,ref_22711838
,author_nickerson_s,ref_22711838
,author_haigis_km,ref_22711838
,author_kim_et,ref_22711838
,author_shan_y,ref_22711838
,author_rivoltini_l,ref_20421648
,author_parmiani_g,ref_20421648
,author_perego_m,ref_20421648
,author_de_filippo,ref_20421648
,author_belli_f,ref_20421648
,author_casati_c,ref_20421648
,author_camisaschi_c,ref_20421648
,author_rini_f,ref_20421648
,author_triebel_f,ref_20421648
,author_castelli_c,ref_20421648
,author_leroy_c,ref_28068668
,author_scheel_ch,ref_28068668
,author_bonamy_gm,ref_28068668
,author_stadler_mb,ref_28068668
,author_miraglia_lj,ref_28068668
,author_de_silva,ref_28068668
,author_roloff_t,ref_28068668
,author_britschgi_a,ref_28068668
,author_reddy_va,ref_28068668
,author_voshol_h,ref_28068668
,author_orth_ap,ref_28068668
,author_vissieres_a,ref_28068668
,author_kim_s,ref_28068668
,author_varga_z,ref_28068668
,author_brinkhaus_h,ref_28068668
,author_bentires_alj_m,ref_28068668
,author_koren_s,ref_28068668
,author_duss_s,ref_28068668
,author_couto_jp,ref_28068668
,author_mertz_kd,ref_28068668
,author_kaup_d,ref_28068668
,author_pastor_t,ref_30442762
,author_tavernier_j,ref_30442762
,author_gevaert_k,ref_30442762
,author_batiuk_a,ref_30442762
,author_messiaen_l,ref_30442762
,author_cai_y,ref_30442762
,author_impens_f,ref_30442762
,author_zhang_m,ref_30442762
,author_eyckerman_s,ref_30442762
,author_steklov_m,ref_30442762
,author_nussinov_r,ref_30442762
,author_legius_e,ref_30442762
,author_heymans_s,ref_30442762
,author_renzi_f,ref_30442762
,author_sablina_aa,ref_30442762
,author_abbasi_asbagh,ref_30442762
,author_de_troyer,ref_30442762
,author_carai_p,ref_30442762
,author_baietti_mf,ref_30442762
,author_pandolfi_s,ref_30442762
,author_brems_h,ref_30442762
,author_jang_h,ref_30442762
,author_simicek_m,ref_30442762
,author_najm_p,ref_30442762
,author_radaelli_e,ref_30442762
,author_blomen_va,ref_30442766
,author_parapatics_k,ref_30442766
,author_schischlik_f,ref_30442766
,author_winter_ge,ref_30442766
,author_fauster_a,ref_30442766
,author_sedlyarov_v,ref_30442766
,author_bigenzahn_jw,ref_30442766
,author_vladimer_gi,ref_30442766
,author_kralovics_r,ref_30442766
,author_collu_gm,ref_30442766
,author_rebsamen_m,ref_30442766
,author_muller_ac,ref_30442766
,author_kartnig_f,ref_30442766
,author_superti_furga_g,ref_30442766
,author_heinz_lx,ref_30442766
,author_brummelkamp_tr,ref_30442766
,author_pieraks_m,ref_30442766
,author_mlodzik_m,ref_30442766
,author_coppola_s,ref_30481304
,author_zenker_m,ref_30481304
,author_motta_m,ref_30481304
,author_bellacchio_e,ref_30481304
,author_salviati_l,ref_30481304
,author_cirstea_ic,ref_30481304
,author_schneider_heieck_k,ref_30481304
,author_fidan_m,ref_30481304
,author_borck_g,ref_30481304
,author_tartaglia_m,ref_30481304
,author_pantaleoni_f,ref_30481304
,author_licklider_lj,ref_11991638
,author_moore_mj,ref_11991638
,author_gygi_sr,ref_11991638
,author_jurica_ms,ref_11991638
,author_grigorieff_n,ref_11991638
,author_gehring_nh,ref_23917022
,author_singh_kk,ref_23917022
,author_wachsmuth_l,ref_23917022
,author_kulozik_ae,ref_23917022
,author_girnita_a,ref_12821780
,author_girnita_l,ref_12821780
,author_larsson_o,ref_12821780
,author_brooks_cl,ref_15053880
,author_gu_w,ref_15053880
,author_kon_n,ref_15053880
,author_li_m,ref_15053880
,author_bachmann_r,ref_12087098
,author_chen_j,ref_12087098
,author_park_ih,ref_12087098
,author_shirazi_h,ref_12087098
,author_vousden_kh,ref_15195100
,author_horn_hf,ref_15195100
,author_scaglioni_pp,ref_15195100
,author_bernardi_r,ref_15195100
,author_bergmann_s,ref_15195100
,author_pandolfi_pp,ref_15195100
,author_boyd_mt,ref_15632057
,author_vlatkovic_n,ref_15632057
,author_brady_m,ref_15632057
,author_chang_dl,ref_16337594
,author_ying_h,ref_16337594
,author_qiu_w,ref_16337594
,author_zheng_h,ref_16337594
,author_allday_mj,ref_16337594
,author_touitou_r,ref_16337594
,author_sdek_p,ref_16337594
,author_xiao_zx,ref_16337594
,author_sparks_a,ref_17290220
,author_allende_vega_n,ref_17290220
,author_lane_dp,ref_17290220
,author_xirodimas_dp,ref_17290220
,author_saville_mk,ref_17290220
,author_stevenson_lf,ref_17290220
,author_zhang_r,ref_19098711
,author_zhang_j,ref_19098711
,author_wang_h,ref_19098711
,author_li_m,ref_19098711
,author_rayburn_er,ref_19098711
,author_chen_d,ref_19098711
,author_busso_cs,ref_19219073
,author_izumi_t,ref_19219073
,author_iwakuma_t,ref_19219073
,author_pakala_sb,ref_19837670
,author_li_dq,ref_19837670
,author_kumar_r,ref_19837670
,author_wu_x,ref_19837670
,author_rayala_sk,ref_19837670
,author_divijendra_natha,ref_19837670
,author_zhang_y,ref_19837670
,author_yucer_n,ref_20173098
,author_o_malley_bw,ref_20173098
,author_mu_jj,ref_20173098
,author_chu_j,ref_20173098
,author_li_m,ref_20173098
,author_gu_w,ref_20173098
,author_yang_t,ref_20173098
,author_liu_s,ref_20173098
,author_wang_y,ref_20173098
,author_qin_j,ref_20173098
,author_fu_x,ref_20173098
,author_jung_sy,ref_20173098
,author_yi_p,ref_20173098
,author_lim_so,ref_20385133
,author_kim_h,ref_20385133
,author_jung_g,ref_20385133
,author_ramabhadran_r,ref_20858735
,author_gilmore_hebert_m,ref_20858735
,author_stern_df,ref_20858735
,author_hsieh_d,ref_22128911
,author_kim_hs,ref_22128911
,author_kim_h,ref_22128911
,author_ahn_sm,ref_22128911
,author_jung_g,ref_22128911
,author_lim_so,ref_22128911
,author_quan_x,ref_22128911
,author_seong_jk,ref_22128911
,author_nakamura_t,ref_12453419
,author_mori_t,ref_12453419
,author_rozovskaia_t,ref_12453419
,author_croce_cm,ref_12453419
,author_mazo_a,ref_12453419
,author_canaani_e,ref_12453419
,author_tada_s,ref_12453419
,author_wassell_r,ref_12453419
,author_dubois_g,ref_12453419
,author_krajewski_w,ref_12453419
,author_osmers_u,ref_20677832
,author_raman_g,ref_20677832
,author_schwantes_rh,ref_20677832
,author_park_s,ref_20677832
,author_diaz_mo,ref_20677832
,author_bushweller_jh,ref_20677832
,author_coban_c,ref_15361868
,author_kawai_t,ref_15361868
,author_uematsu_s,ref_15361868
,author_terai_k,ref_15361868
,author_sato_s,ref_15361868
,author_inoue_j,ref_15361868
,author_yamamoto_m,ref_15361868
,author_ishii_kj,ref_15361868
,author_akira_s,ref_15361868
,author_matsuda_m,ref_15361868
,author_hemmi_h,ref_15361868
,author_takeuchi_o,ref_15361868
,author_peiffer_i,ref_26300262
,author_kitzmann_m,ref_26300262
,author_latreille_d,ref_26300262
,author_mechali_m,ref_26300262
,author_traver_s,ref_26300262
,author_hutchins_jr,ref_26300262
,author_coulombe_p,ref_26300262
,author_conaway_jw,ref_20159561
,author_shilatifard_a,ref_20159561
,author_lin_c,ref_20159561
,author_lai_kc,ref_20159561
,author_takahashi_h,ref_20159561
,author_martin_brown_s,ref_20159561
,author_smith_er,ref_20159561
,author_conaway_rc,ref_20159561
,author_florens_l,ref_20159561
,author_washburn_mp,ref_20159561
,author_he_n,ref_20471948
,author_hsu_j,ref_20471948
,author_chou_s,ref_20471948
,author_liu_m,ref_20471948
,author_alber_t,ref_20471948
,author_burlingame_a,ref_20471948
,author_krogan_nj,ref_20471948
,author_xue_y,ref_20471948
,author_zhou_q,ref_20471948
,author_tanaka_k,ref_25417107
,author_xi_y,ref_25417107
,author_shi_x,ref_25417107
,author_wang_h,ref_25417107
,author_li_w,ref_25417107
,author_jin_q,ref_25417107
,author_ren_y,ref_25417107
,author_li_y,ref_25417107
,author_dent_sy,ref_25417107
,author_peng_d,ref_25417107
,author_wen_h,ref_25417107
,author_li_h,ref_25417107
,author_li_h,ref_27105114
,author_sabari_br,ref_27105114
,author_roeder_rg,ref_27105114
,author_guan_h,ref_27105114
,author_allis_cd,ref_27105114
,author_li_y,ref_27105114
,author_zhao_y,ref_27105114
,author_tang_z,ref_27105114
,author_shi_x,ref_27105114
,author_huang_h,ref_27105114
,author_wan_l,ref_27105114
,author_panchenko_t,ref_27105114
,author_zhao_d,ref_27105114
,author_wen_h,ref_27105114
,author_tian_c,ref_26886794
,author_shi_p,ref_26886794
,author_wu_j,ref_26886794
,author_li_y,ref_26886794
,author_cao_f,ref_26886794
,author_li_s,ref_26886794
,author_chen_j,ref_26886794
,author_wang_y,ref_26886794
,author_lei_m,ref_26886794
,author_zhang_y,ref_26886794
,author_shuai_j,ref_26886794
,author_dou_y,ref_26886794
,author_cao_l,ref_26886794
,author_li_d,ref_26886794
,author_chen_y,ref_26886794
,author_han_j,ref_26886794
,author_li_g,ref_26886794
,author_hu_c,ref_26886794
,author_liu_z,ref_26886794
,author_zhang_j,ref_26886794
,author_southall_sm,ref_19187761
,author_wilson_jr,ref_19187761
,author_odho_z,ref_19187761
,author_wong_ps,ref_19187761
,author_roe_sm,ref_19187761
,author_popovic_r,ref_20010842
,author_grembecka_j,ref_20010842
,author_lukasik_sm,ref_20010842
,author_omonkowska_m,ref_20010842
,author_cierpicki_t,ref_20010842
,author_zeleznik_le_nj,ref_20010842
,author_risner_le,ref_20010842
,author_shultis_dd,ref_20010842
,author_bushweller_jh,ref_20010842
,author_ayer_lm,ref_12920111
,author_li_h,ref_12920111
,author_deans_jp,ref_12920111
,author_lytton_j,ref_12920111
,author_polyak_mj,ref_18474602
,author_deans_jp,ref_18474602
,author_shariat_n,ref_18474602
,author_li_h,ref_18474602
,author_zhang_q,ref_27545619
,author_zhao_c,ref_27545619
,author_ju_y,ref_27545619
,author_zeng_l,ref_27545619
,author_konuma_t,ref_27545619
,author_zhou_mm,ref_27545619
,author_cui_y,ref_30374167
,author_li_y,ref_30374167
,author_allis_cd,ref_30374167
,author_li_h,ref_30374167
,author_shi_x,ref_30374167
,author_li_x,ref_30374167
,author_wan_l,ref_30374167
,author_li_xd,ref_30374167
,author_li_xm,ref_30374167
,author_fung_ky,ref_30374167
,author_van_der,ref_30374167
,author_jiang_y,ref_30374167
,author_tian_g,ref_30374167
,author_liu_z,ref_30374167
,author_kutateladze_ag,ref_30385749
,author_kutateladze_tg,ref_30385749
,author_shi_x,ref_30385749
,author_zhang_j,ref_30385749
,author_wang_ww,ref_30385749
,author_li_y,ref_30385749
,author_liu_wr,ref_30385749
,author_strahl_bd,ref_30385749
,author_klein_bj,ref_30385749
,author_zhang_y,ref_30385749
,author_andrews_fh,ref_30385749
,author_vann_kr,ref_30385749
,author_beloglazkina_aa,ref_30385749
,author_li_h,ref_30385749
,author_mi_w,ref_30385749
,author_bolan_tj,ref_31776511
,author_nguyen_at,ref_31776511
,author_lee_lk,ref_31776511
,author_calvanese_v,ref_31776511
,author_kurdistani_sk,ref_31776511
,author_lay_fd,ref_31776511
,author_magnusson_m,ref_31776511
,author_mikkola_hka,ref_31776511
,author_su_t,ref_31776511
,author_wang_y,ref_31776511
,author_crooks_gm,ref_31776511
,author_vavilina_a,ref_31776511
,author_kanaar_r,ref_11741547
,author_wyman_c,ref_11741547
,author_dekker_c,ref_11741547
,author_de_jager,ref_11741547
,author_van_gent,ref_11741547
,author_van_noort,ref_11741547
,author_benkirane_m,ref_29670289
,author_techer_h,ref_29670289
,author_cribier_a,ref_29670289
,author_sharma_s,ref_29670289
,author_costanzo_v,ref_29670289
,author_krejci_l,ref_29670289
,author_chabes_a,ref_29670289
,author_niedzwiedz_w,ref_29670289
,author_promonet_a,ref_29670289
,author_mettling_c,ref_29670289
,author_barthe_a,ref_29670289
,author_dardillac_e,ref_29670289
,author_zadorozhny_k,ref_29670289
,author_schmitz_al,ref_29670289
,author_pasero_p,ref_29670289
,author_nieminuszczy_j,ref_29670289
,author_silva_mj,ref_29670289
,author_lopez_b,ref_29670289
,author_sarrazin_a,ref_29670289
,author_coquel_f,ref_29670289
,author_lin_yl,ref_29670289
,author_lee_jh,ref_15064416
,author_paull_tt,ref_15064416
,author_kuster_b,ref_10888888
,author_zhu_xd,ref_10888888
,author_de_lange,ref_10888888
,author_petrini_jh,ref_10888888
,author_mann_m,ref_10888888
,author_sarbassov_dd,ref_12150925
,author_latek_rr,ref_12150925
,author_kim_dh,ref_12150925
,author_ali_sm,ref_12150925
,author_tempst_p,ref_12150925
,author_sabatini_dm,ref_12150925
,author_erdjument_bromage_h,ref_12150925
,author_king_je,ref_12150925
,author_long_x,ref_12150926
,author_yoshino_k,ref_12150926
,author_oshiro_n,ref_12150926
,author_hidayat_s,ref_12150926
,author_hara_k,ref_12150926
,author_yonezawa_k,ref_12150926
,author_maruki_y,ref_12150926
,author_tokunaga_c,ref_12150926
,author_avruch_j,ref_12150926
,author_zheng_xf,ref_12231510
,author_drenan_r,ref_12231510
,author_bertram_pg,ref_12231510
,author_zhou_hh,ref_12231510
,author_carvalho_j,ref_12231510
,author_choi_jh,ref_12231510
,author_ali_sm,ref_12718876
,author_sarbassov_dd,ref_12718876
,author_tempst_p,ref_12718876
,author_kim_dh,ref_12718876
,author_sabatini_dm,ref_12718876
,author_erdjument_bromage_h,ref_12718876
,author_guntur_kv,ref_12718876
,author_latek_rr,ref_12718876
,author_inoki_k,ref_14651849
,author_zhu_t,ref_14651849
,author_guan_kl,ref_14651849
,author_sabatini_dm,ref_15268862
,author_ali_sm,ref_15268862
,author_sarbassov_dd,ref_15268862
,author_guertin_da,ref_15268862
,author_kim_dh,ref_15268862
,author_erdjument_bromage_h,ref_15268862
,author_tempst_p,ref_15268862
,author_latek_rr,ref_15268862
,author_loewith_r,ref_15467718
,author_lin_s,ref_15467718
,author_hall_mn,ref_15467718
,author_jacinto_e,ref_15467718
,author_hall_a,ref_15467718
,author_schmidt_a,ref_15467718
,author_ruegg_ma,ref_15467718
,author_ellisen_lw,ref_15545625
,author_witters_la,ref_15545625
,author_reiling_jh,ref_15545625
,author_lei_k,ref_15545625
,author_manning_bd,ref_15545625
,author_kaelin_wg,ref_15545625
,author_hafen_e,ref_15545625
,author_hurley_rl,ref_15545625
,author_brugarolas_j,ref_15545625
,author_sarbassov_dd,ref_15718470
,author_sabatini_dm,ref_15718470
,author_guertin_da,ref_15718470
