id,Author_graph_id,LiteratureReference_graph_id
,author_hoffman_ja,ref_22573616
,author_ford_em,ref_22573616
,author_wu_ci,ref_22573616
,author_fuchs_e,ref_22573616
,author_nguyen_h,ref_22573616
,author_shy_br,ref_22573616
,author_merrill_bj,ref_22573616
,author_kim_ma,ref_28399526
,author_kim_wh,ref_28399526
,author_lee_hs,ref_28399526
,author_byeon_sj,ref_28399526
,author_lee_bl,ref_28399526
,author_jing_c,ref_27344184
,author_qiong_q,ref_27344184
,author_jun_z,ref_27344184
,author_jin_yh,ref_27344184
,author_you_z,ref_27344184
,author_smith_fm,ref_27083054
,author_ensbey_ks,ref_27083054
,author_piper_m,ref_27083054
,author_bunt_j,ref_27083054
,author_goasdoue_k,ref_27083054
,author_vidal_h,ref_27083054
,author_stringer_bw,ref_27083054
,author_cooper_lt,ref_27083054
,author_boyd_aw,ref_27083054
,author_charmsaz_s,ref_27083054
,author_bruce_zc,ref_27083054
,author_richards_lj,ref_27083054
,author_jamieson_pr,ref_27083054
,author_day_bw,ref_27083054
,author_barry_g,ref_27083054
,author_hamburger_t,ref_23090119
,author_slyper_m,ref_23090119
,author_maly_b,ref_23090119
,author_bar_ziv_a,ref_23090119
,author_shahar_a,ref_23090119
,author_peretz_t,ref_23090119
,author_ben_porath_i,ref_23090119
,author_granit_rz,ref_23090119
,author_kallen_m,ref_25729575
,author_tirado_ca,ref_25729575
,author_shabsovich_d,ref_25729575
,author_yeh_l,ref_25729575
,author_pullarkat_st,ref_25729575
,author_yang_l,ref_25729575
,author_rao_n,ref_25729575
,author_jalil_a,ref_18574028
,author_bismuth_g,ref_18574028
,author_da_rocha,ref_18574028
,author_caignard_a,ref_18574028
,author_fourmentraux_neves_e,ref_18574028
,author_pichon_c,ref_18574028
,author_chouaib_s,ref_18574028
,author_rosmorduc_o,ref_27391928
,author_lequoy_m,ref_27391928
,author_fartoux_l,ref_27391928
,author_gupta_v,ref_27391928
,author_bonnemaire_m,ref_27391928
,author_dumont_s,ref_27391928
,author_schmidlin_f,ref_27391928
,author_wendum_d,ref_27391928
,author_blachon_jl,ref_27391928
,author_scatton_o,ref_27391928
,author_desbois_mouthon_c,ref_27391928
,author_kato_m,ref_24660107
,author_yamanoshita_o,ref_24660107
,author_kumasaka_my,ref_24660107
,author_ohgami_n,ref_24660107
,author_li_x,ref_24660107
,author_yajima_i,ref_24660107
,author_zou_c,ref_24660107
,author_joung_jk,ref_25107905
,author_sekigami_y,ref_25107905
,author_ataca_d,ref_25107905
,author_chellappa_v,ref_25107905
,author_pillai_s,ref_25107905
,author_kai_x,ref_25107905
,author_donado_c,ref_25107905
,author_reyon_d,ref_25107905
,author_mattoo_h,ref_25107905
,author_louissaint_a,ref_25107905
,author_lok_bh,ref_23071261
,author_powell_sn,ref_23071261
,author_carley_ac,ref_22964643
,author_lok_bh,ref_22964643
,author_powell_sn,ref_22964643
,author_tchang_b,ref_22964643
,author_benson_dm,ref_24592397
,author_caligiuri_ma,ref_24592397
,author_wang_h,ref_30619288
,author_li_d,ref_30619288
,author_jiang_l,ref_30619288
,author_wang_x,ref_30619288
,author_fang_x,ref_30619288
,author_adams_j,ref_30578319
,author_csibi_a,ref_30578319
,author_dehm_sm,ref_30578319
,author_bango_c,ref_30578319
,author_gao_x,ref_30578319
,author_loda_m,ref_30578319
,author_syamala_s,ref_30578319
,author_huang_y,ref_30578319
,author_mahmood_u,ref_30578319
,author_bastos_dc,ref_30578319
,author_larimer_b,ref_30578319
,author_d_anello_l,ref_30578319
,author_lawney_b,ref_30578319
,author_photopoulos_c,ref_30578319
,author_tyekucheva_s,ref_30578319
,author_cacciatore_s,ref_30578319
,author_mcgovern_k,ref_30578319
,author_zadra_g,ref_30578319
,author_bosari_s,ref_30578319
,author_ho_y,ref_30578319
,author_kalekar_r,ref_30578319
,author_morrissey_c,ref_30578319
,author_uo_t,ref_30578319
,author_butler_lm,ref_30578319
,author_chetta_p,ref_30578319
,author_peluso_s,ref_30578319
,author_ribeiro_cf,ref_30578319
,author_tchaicha_j,ref_30578319
,author_plymate_sr,ref_30578319
,author_palombella_vj,ref_30578319
,author_kutok_jl,ref_30578319
,author_ellis_l,ref_30578319
,author_lee_jm,ref_17534028
,author_giacobini_robecchi_mg,ref_17534028
,author_fornaro_m,ref_17534028
,author_raimondo_s,ref_17534028
,author_lengauer_c,ref_25204415
,author_kim_jl,ref_25204415
,author_cerami_e,ref_25204415
,author_stransky_n,ref_25204415
,author_schalm_s,ref_25204415
,author_suga_h,ref_25106868
,author_hatta_t,ref_25106868
,author_homoto_m,ref_25106868
,author_hioki_y,ref_25106868
,author_murakami_h,ref_25106868
,author_nakayama_ki,ref_25106868
,author_adachi_s,ref_25106868
,author_tanaka_r,ref_25106868
,author_iemura_s,ref_25106868
,author_matsumoto_m,ref_25106868
,author_natsume_t,ref_25106868
,author_nakitandwe_j,ref_30833747
,author_lee_s,ref_30833747
,author_wu_g,ref_30833747
,author_potter_pm,ref_30833747
,author_mulder_h,ref_30833747
,author_nichols_ke,ref_30833747
,author_easton_j,ref_30833747
,author_zhou_x,ref_30833747
,author_shao_y,ref_30833747
,author_bahrami_a,ref_30833747
,author_barnhill_r,ref_30833747
,author_zhang_j,ref_30833747
,author_rice_sv,ref_30833747
,author_shaner_b,ref_30833747
,author_shurtleff_s,ref_30833747
,author_newman_s,ref_30833747
,author_pappo_a,ref_30833747
,author_ellison_dw,ref_30833747
,author_azzato_em,ref_30833747
,author_pribnow_a,ref_30833747
,author_fan_l,ref_30833747
,author_downing_jr,ref_30833747
,author_silkov_a,ref_30833747
,author_katsura_m,ref_11782437
,author_miyagawa_k,ref_11782437
,author_tashiro_s,ref_11782437
,author_tanaka_k,ref_11782437
,author_mishima_h,ref_11782437
,author_usui_k,ref_11782437
,author_tsuruga_t,ref_11782437
,author_kinomura_a,ref_11782437
,author_tsunoda_t,ref_20473859
,author_field_hi,ref_20473859
,author_unoki_m,ref_20473859
,author_hayami_s,ref_20473859
,author_toyokawa_g,ref_20473859
,author_yoshimatsu_m,ref_20473859
,author_nakamura_y,ref_20473859
,author_maehara_y,ref_20473859
,author_kelly_jd,ref_20473859
,author_neal_de,ref_20473859
,author_hamamoto_r,ref_20473859
,author_ponder_ba,ref_20473859
,author_khan_sq,ref_31619507
,author_bedford_mt,ref_31619507
,author_di_lorenzo,ref_31619507
,author_gupta_v,ref_31619507
,author_david_o,ref_31619507
,author_bikkavilli_rk,ref_31619507
,author_wu_py,ref_31619507
,author_bao_j,ref_31619507
,author_avasarala_s,ref_31619507
,author_yanlin_s,ref_31619507
,author_van_scoyk,ref_31619507
,author_winn_ra,ref_31619507
,author_xie_j,ref_29448247
,author_huang_h,ref_29448247
,author_deng_z,ref_29448247
,author_ye_x,ref_29448247
,author_michie_am,ref_15585319
,author_nakagawa_r,ref_15585319
,author_nakashima_s,ref_12417014
,author_wu_y,ref_24970481
,author_wu_tj,ref_24970481
,author_li_cw,ref_24970481
,author_chan_lc,ref_24970481
,author_chen_mk,ref_24970481
,author_wang_my,ref_24970481
,author_hung_mc,ref_24970481
,author_wei_y,ref_24970481
,author_mills_gb,ref_24970481
,author_yao_j,ref_24970481
,author_yu_d,ref_24970481
,author_huang_wc,ref_24970481
,author_shen_j,ref_24970481
,author_sood_a,ref_24970481
,author_chang_yc,ref_24970481
,author_hortobagyi_gn,ref_24970481
,author_hsu_jl,ref_24970481
,author_hsu_yh,ref_24970481
,author_fang_yf,ref_24970481
,author_liu_cl,ref_24970481
,author_sahin_aa,ref_24970481
,author_olsen_ks,ref_31340507
,author_jalan_m,ref_31340507
,author_powell_sn,ref_31340507
,author_xu_k,ref_29362722
,author_wu_b,ref_29362722
,author_liu_m,ref_29362722
,author_xu_z,ref_29362722
,author_xu_h,ref_29362722
,author_xu_l,ref_29362722
,author_jin_t,ref_29362722
,author_du_z,ref_29362722
,author_li_e,ref_29362722
,author_zhao_k,ref_28564600
,author_ridgway_nd,ref_28564600
,author_van_capelleveen,ref_27105157
,author_hovingh_gk,ref_27105157
,author_jauhiainen_m,ref_27105157
,author_motazacker_mm,ref_27105157
,author_metso_j,ref_27105157
,author_weber_boyvat_m,ref_27105157
,author_olkkonen_vm,ref_27105157
,author_pirhonen_j,ref_27105157
,author_shah_s,ref_27105157
,author_dallinga_thie_gm,ref_27105157
,author_ikonen_e,ref_27105157
,author_li_s,ref_27105157
,author_kuivenhoven_ja,ref_27105157
,author_suzuki_t,ref_25384516
,author_yasuhara_t,ref_25384516
,author_miyagawa_k,ref_25384516
,author_katsura_m,ref_25384516
,author_iannotti_ca,ref_11160379
,author_christian_ep,ref_11160379
,author_dargis_p,ref_11160379
,author_smith_js,ref_11160379
,author_aiyar_j,ref_11160379
,author_schwarz_jr,ref_10455268
,author_meves_h,ref_10455268
,author_wulfsen_i,ref_10455268
,author_jiang_h,ref_29024810
,author_ren_j,ref_29024810
,author_liu_w,ref_29024810
,author_sun_b,ref_29024810
,author_hu_ly,ref_29024810
,author_pan_yx,ref_29024810
,author_pan_sj,ref_29024810
,author_sun_qf,ref_29024810
,author_bian_lg,ref_29024810
,author_zamuner_ft,ref_25564441
,author_de_oliveira,ref_25564441
,author_vettore_al,ref_25564441
,author_karia_bt,ref_25564441
,author_santos_cr,ref_25564441
,author_carvalho_al,ref_25564441
,author_ibrahimi_oa,ref_16597617
,author_mohammadi_m,ref_16597617
,author_ornitz_dm,ref_16597617
,author_umemori_h,ref_16597617
,author_zhang_x,ref_16597617
,author_olsen_sk,ref_16597617
,author_sung_ph,ref_30667213
,author_lee_hz,ref_30667213
,author_you_bj,ref_30667213
,author_chen_ly,ref_30667213
,author_hung_yc,ref_30667213
,author_hsu_ph,ref_30667213
,author_parker_mh,ref_29779975
,author_fraiponts_e,ref_29779975
,author_grasberger_b,ref_29779975
,author_peeters_d,ref_29779975
,author_meerpoel_l,ref_29779975
,author_connolly_pj,ref_29779975
,author_schubert_c,ref_29779975
,author_bignan_g,ref_29779975
,author_vermeulen_p,ref_29779975
,author_gilissen_r,ref_29779975
,author_bischoff_j,ref_29779975
,author_smans_k,ref_29779975
,author_lu_t,ref_29779975
,author_janssens_b,ref_29779975
,author_rocaboy_c,ref_29779975
,author_alexander_r,ref_29779975
,author_esser_n,ref_29779975
,author_van_nuffel,ref_29779975
,author_cummings_md,ref_29779975
,author_ludovici_d,ref_29779975
,author_de_breucker,ref_29779975
,author_meyer_c,ref_29779975
,author_palomeras_s,ref_29751678
,author_crous_maso_j,ref_29751678
,author_planas_m,ref_29751678
,author_relat_j,ref_29751678
,author_camo_c,ref_29751678
,author_puig_t,ref_29751678
,author_feliu_l,ref_29751678
,author_martinez_garza_u,ref_29751678
,author_planel_s,ref_20802528
,author_cherradi_n,ref_20802528
,author_jalinot_p,ref_20802528
,author_feige_jj,ref_20802528
,author_salomon_a,ref_20802528
,author_zindy_pj,ref_17058241
,author_bourd_boitin_k,ref_17058241
,author_theret_n,ref_17058241
,author_l_helgoualc_h_a,ref_17058241
,author_clement_b,ref_17058241
,author_troadec_mb,ref_17058241
,author_glaise_d,ref_17058241
,author_le_bechec,ref_17058241
,author_turlin_b,ref_17058241
,author_zhang_cx,ref_17058241
,author_loreal_o,ref_17058241
,author_leger_j,ref_17058241
,author_bonnier_d,ref_17058241
,author_musso_o,ref_17058241
,author_hu_y,ref_17855657
,author_aldaz_cm,ref_17855657
,author_hawkins_ka,ref_17855657
,author_sun_h,ref_17855657
,author_drake_ja,ref_17855657
,author_gaddis_s,ref_17855657
,author_sahin_a,ref_17855657
,author_nunez_mi,ref_17855657
,author_horvath_s,ref_17855657
,author_abba_mc,ref_17855657
,author_shi_t,ref_17855657
,author_serebriiskii_ig,ref_22864622
,author_nikonova_as,ref_22864622
,author_golemis_ea,ref_22864622
,author_astsaturov_i,ref_22864622
,author_dunbrack_rl,ref_22864622
,author_smith_je,ref_22825030
,author_peiper_sc,ref_22825030
,author_peth_k,ref_22825030
,author_fiskus_w,ref_22825030
,author_sharma_p,ref_22825030
,author_rao_r,ref_22825030
,author_hembruff_sl,ref_22825030
,author_bhalla_kn,ref_22825030
,author_balusu_r,ref_22825030
,author_venkannagari_s,ref_22825030
,author_lee_sk,ref_24366551
,author_kim_s,ref_24366551
,author_kim_j,ref_24366551
,author_kim_sw,ref_24366551
,author_lee_je,ref_24366551
,author_bae_sy,ref_24366551
,author_kil_wh,ref_24366551
,author_lee_j,ref_24366551
,author_kim_m,ref_24366551
,author_nam_sj,ref_24366551
,author_pasquale_eb,ref_24003208
,author_falivelli_g,ref_24003208
,author_lisabeth_em,ref_24003208
,author_pasquale_eb,ref_15928710
,author_wang_h,ref_29022918
,author_ma_p,ref_29022918
,author_xu_x,ref_29022918
,author_wu_z,ref_29022918
,author_he_p,ref_29022918
,author_zhang_x,ref_29022918
,author_li_s,ref_29022918
,author_chen_y,ref_29022918
,author_guan_m,ref_29022918
,author_xu_y,ref_29022918
,author_ma_x,ref_29022918
,author_kang_z,ref_29022918
,author_yin_l,ref_29022918
,author_zhao_y,ref_29022918
,author_li_p,ref_28339036
,author_huang_t,ref_28339036
,author_sun_l,ref_28339036
,author_yuan_x,ref_28339036
,author_liu_d,ref_28339036
,author_wang_l,ref_28339036
,author_qiu_h,ref_28339036
,author_zhuang_l,ref_28339036
,author_xiong_h,ref_28339036
,author_yeh_hc,ref_25623741
,author_li_wm,ref_25623741
,author_wu_wj,ref_25623741
,author_li_cc,ref_25623741
,author_liang_pi,ref_25623741
,author_li_cf,ref_25623741
,author_fan_ew,ref_25623741
,author_ma_lj,ref_25623741
,author_huang_cn,ref_25623741
,author_ke_hl,ref_25623741
,author_wu_tf,ref_25623741
,author_eliahu_l,ref_17049492
,author_goldshmidt_o,ref_17049492
,author_hamlet_y,ref_17049492
,author_shaoul_r,ref_17049492
,author_sher_i,ref_17049492
,author_ron_d,ref_17049492
,author_miselevich_i,ref_17049492
,author_ittmann_m,ref_10411093
,author_giri_d,ref_10411093
,author_ropiquet_f,ref_10411093
,author_lamb_dj,ref_10411093
,author_fung_leung_wp,ref_17890055
,author_gottipati_s,ref_17890055
,author_rao_nl,ref_17890055
,author_beverly_lj,ref_23845443
,author_southall_n,ref_23845443
,author_rhyasen_gw,ref_23845443
,author_mathews_l,ref_23845443
,author_keller_j,ref_23845443
,author_bolanos_l,ref_23845443
,author_cortelezzi_a,ref_23845443
,author_oliva_en,ref_23845443
,author_mulloy_jc,ref_23845443
,author_maciejewski_jp,ref_23845443
,author_thomas_c,ref_23845443
,author_ferrer_m,ref_23845443
,author_fang_j,ref_23845443
,author_cuzzola_m,ref_23845443
,author_rigolino_c,ref_23845443
,author_jerez_a,ref_23845443
,author_wunderlich_m,ref_23845443
,author_guha_r,ref_23845443
,author_starczynowski_dt,ref_23845443
,author_dela_cruz,ref_24492008
,author_kunte_dp,ref_24492008
,author_mutyal_nn,ref_24492008
,author_stypula_cyrus_y,ref_24492008
,author_roy_hk,ref_24492008
,author_radosevich_aj,ref_24492008
,author_wali_r,ref_24492008
,author_backman_v,ref_24492008
,author_feng_z,ref_26342024
,author_rho_jh,ref_26342024
,author_tripathi_sc,ref_26342024
,author_zhang_y,ref_26342024
,author_brenner_de,ref_26342024
,author_boutin_at,ref_26342024
,author_zhao_y,ref_26342024
,author_kucherlapati_r,ref_26342024
,author_yan_q,ref_26342024
,author_wang_h,ref_26342024
,author_wang_ya,ref_26342024
,author_taguchi_a,ref_26342024
,author_kucherlapati_m,ref_26342024
,author_hanash_sm,ref_26342024
,author_depinho_ra,ref_26342024
,author_xu_h,ref_26342024
,author_lampe_pd,ref_26342024
,author_latchman_y,ref_11224527
,author_long_aj,ref_11224527
,author_honjo_t,ref_11224527
,author_freeman_gj,ref_11224527
,author_sharpe_ah,ref_11224527
,author_chernova_t,ref_11224527
,author_chaudhary_d,ref_11224527
,author_wood_cr,ref_11224527
,author_boussiotis_va,ref_11224527
,author_greenfield_ea,ref_11224527
,author_nunes_r,ref_11224527
,author_okazaki_t,ref_11224527
,author_bourque_k,ref_11224527
,author_chernova_i,ref_11224527
,author_malenkovich_n,ref_11224527
,author_nishimura_h,ref_11224527
,author_borde_m,ref_11224527
,author_brown_ja,ref_11224527
,author_carter_ll,ref_11224527
,author_carreno_bm,ref_11224527
,author_iwai_y,ref_11224527
,author_seshan_v,ref_28634282
,author_berger_mf,ref_28634282
,author_migliacci_j,ref_28634282
,author_ganly_i,ref_28634282
,author_landa_i,ref_28634282
,author_knauf_ja,ref_28634282
,author_fagin_ja,ref_28634282
,author_ghossein_r,ref_28634282
,author_middha_s,ref_28634282
,author_dogan_s,ref_28634282
,author_tuttle_rm,ref_28634282
,author_ibrahimpasic_t,ref_28634282
,author_untch_b,ref_28634282
,author_xu_b,ref_28634282
,author_chan_t,ref_28634282
,author_morris_l,ref_28634282
,author_deraje_s,ref_28634282
,author_carlson_dl,ref_28634282
,author_perez_atayde_ar,ref_12543779
,author_kubonishi_i,ref_12543779
,author_fletcher_ja,ref_12543779
,author_miyoshi_i,ref_12543779
,author_french_ca,ref_12543779
,author_grier_he,ref_12543779
,author_rosenblum_mk,ref_29356724
,author_harb_m,ref_29356724
,author_sung_ys,ref_29356724
,author_dickson_bc,ref_29356724
,author_wunder_js,ref_29356724
,author_antonescu_cr,ref_29356724
,author_swanson_d,ref_29356724
,author_reuter_ve,ref_29356724
,author_mills_gb,ref_26807692
,author_cheung_lw,ref_26807692
,author_engelman_ja,ref_19629070
,author_taylor_cf,ref_24367658
,author_mellor_p,ref_24367658
,author_burns_je,ref_24367658
,author_ross_rl,ref_24367658
,author_knowles_ma,ref_24367658
,author_anderson_dh,ref_24367658
,author_poski_r,ref_28611399
,author_biernacka_a,ref_28611399
,author_pollak_a,ref_28611399
,author_zielinski_t,ref_28611399
,author_kozar_kaminska_k,ref_28611399
,author_kosinska_j,ref_28611399
,author_gasperowicz_p,ref_28611399
,author_bilinska_zt,ref_28611399
,author_muchowicz_a,ref_28611399
,author_truszkowska_gt,ref_28611399
,author_stawinski_p,ref_28611399
,author_fece_de,ref_31109923
,author_patra_kc,ref_31109923
,author_hirai_h,ref_31109923
,author_juric_d,ref_31109923
,author_tanabe_kk,ref_31109923
,author_harding_jj,ref_31109923
,author_otsuki_s,ref_31109923
,author_raghavan_s,ref_31109923
,author_benes_ch,ref_31109923
,author_dey_guha_i,ref_31109923
,author_elagina_l,ref_31109923
,author_uppot_rn,ref_31109923
,author_baiev_i,ref_31109923
,author_getz_g,ref_31109923
,author_murphy_je,ref_31109923
,author_zhu_ax,ref_31109923
,author_sagara_t,ref_31109923
,author_bardelli_a,ref_31109923
,author_arellano_r,ref_31109923
,author_kelley_rk,ref_31109923
,author_ferrone_cr,ref_31109923
,author_vu_p,ref_31109923
,author_van_seventer,ref_31109923
,author_nadres_b,ref_31109923
,author_bardeesy_n,ref_31109923
,author_lennerz_jk,ref_31109923
,author_fetter_ij,ref_31109923
,author_hahn_wc,ref_31109923
,author_yaeger_r,ref_31109923
,author_iafrate_aj,ref_31109923
,author_deshpande_v,ref_31109923
,author_ng_rws,ref_31109923
,author_liu_ly,ref_31109923
,author_shahzade_ha,ref_31109923
,author_reyes_s,ref_31109923
,author_siravegna_g,ref_31109923
,author_leschiner_i,ref_31109923
,author_goyal_l,ref_31109923
,author_ting_dt,ref_31109923
,author_saha_sk,ref_31109923
,author_corcoran_rb,ref_31109923
,author_shi_l,ref_31109923
,author_fuller_pj,ref_20019181
,author_drummond_ae,ref_20019181
,author_sainz_j,ref_25376484
,author_rudolph_a,ref_25376484
,author_shi_h,ref_25376484
,author_jansen_l,ref_25376484
,author_brenner_h,ref_25376484
,author_hoffmeister_m,ref_25376484
,author_hemminki_k,ref_25376484
,author_chang_claude_j,ref_25376484
,author_forsti_a,ref_25376484
,author_wendel_hg,ref_23676193
,author_oricchio_e,ref_23676193
,author_cappuzzo_f,ref_22941188
,author_cibulskis_k,ref_22941188
,author_wilkening_i,ref_22941188
,author_schnabel_p,ref_22941188
,author_george_j,ref_22941188
,author_field_j,ref_22941188
,author_sage_j,ref_22941188
,author_perner_s,ref_22941188
,author_vandesompele_j,ref_22941188
,author_muller_c,ref_22941188
,author_sun_r,ref_22941188
,author_ludwig_c,ref_22941188
,author_banerji_s,ref_22941188
,author_moch_h,ref_22941188
,author_de_wilde,ref_22941188
,author_stoelben_e,ref_22941188
,author_pasqualucci_l,ref_22941188
,author_muscarella_la,ref_22941188
,author_meyerson_m,ref_22941188
,author_nurnberg_p,ref_22941188
,author_koker_m,ref_22941188
,author_groen_h,ref_22941188
,author_wolf_j,ref_22941188
,author_snijders_pj,ref_22941188
,author_getz_g,ref_22941188
,author_muley_t,ref_22941188
,author_gabler_f,ref_22941188
,author_ligorio_c,ref_22941188
,author_park_ks,ref_22941188
,author_thunnissen_e,ref_22941188
,author_chen_y,ref_22941188
,author_bohm_d,ref_22941188
,author_fernandez_cuesta_l,ref_22941188
,author_validire_p,ref_22941188
,author_weder_w,ref_22941188
,author_dahmen_i,ref_22941188
,author_solomon_b,ref_22941188
,author_solberg_s,ref_22941188
,author_kasper_lh,ref_22941188
,author_brustugun_ot,ref_22941188
,author_brindle_pk,ref_22941188
,author_sanger_j,ref_22941188
,author_baessmann_i,ref_22941188
,author_besse_b,ref_22941188
,author_altmuller_j,ref_22941188
,author_schneider_r,ref_22941188
,author_damiani_s,ref_22941188
,author_russell_p,ref_22941188
,author_grutter_c,ref_22941188
,author_heukamp_lc,ref_22941188
,author_wainer_z,ref_22941188
,author_clement_jh,ref_22941188
,author_timens_w,ref_22941188
,author_soltermann_a,ref_22941188
,author_pao_w,ref_22941188
,author_smit_e,ref_22941188
,author_lantuejoul_s,ref_22941188
,author_wright_g,ref_22941188
,author_zander_t,ref_22941188
,author_petersen_i,ref_22941188
,author_sietsma_h,ref_22941188
,author_heideman_da,ref_22941188
,author_leenders_f,ref_22941188
,author_buttner_r,ref_22941188
,author_schneider_pm,ref_22941188
,author_seidel_d,ref_22941188
,author_peifer_m,ref_22941188
,author_fischer_m,ref_22941188
,author_brambilla_e,ref_22941188
,author_rauh_d,ref_22941188
,author_heuckmann_jm,ref_22941188
,author_ansen_s,ref_22941188
,author_soria_jc,ref_22941188
,author_lund_iversen_m,ref_22941188
,author_hoffmann_h,ref_22941188
,author_brambilla_c,ref_22941188
,author_thomas_rk,ref_22941188
,author_brockmann_m,ref_22941188
,author_lu_x,ref_22941188
,author_becker_c,ref_22941188
,author_hallek_m,ref_22941188
,author_shendure_j,ref_22941188
,author_di_cerbo,ref_22941188
,author_lorimier_p,ref_22941188
,author_heynck_s,ref_22941188
,author_menon_r,ref_22941188
,author_schildhaus_hu,ref_22941188
,author_carter_sl,ref_22941188
,author_haas_s,ref_22941188
,author_plenker_d,ref_22941188
,author_sos_ml,ref_22941188
,author_fazio_vm,ref_22941188
,author_engel_riedel_w,ref_22941188
,author_thomas_rk,ref_18948947
,author_osborne_jr,ref_18948947
,author_giordano_t,ref_18948947
,author_baldwin_j,ref_18948947
,author_clerc_k,ref_18948947
,author_gabriel_sb,ref_18948947
,author_milosavljevic_a,ref_18948947
,author_watson_ma,ref_18948947
,author_zhao_x,ref_18948947
,author_meyer_r,ref_18948947
,author_muzny_dm,ref_18948947
,author_dooling_dj,ref_18948947
,author_dunford_shore_bh,ref_18948947
,author_ladanyi_m,ref_18948947
,author_sabo_a,ref_18948947
,author_tonon_g,ref_18948947
,author_shi_x,ref_18948947
,author_ren_y,ref_18948947
,author_pao_w,ref_18948947
,author_vickery_t,ref_18948947
,author_mathew_t,ref_18948947
,author_lewis_lr,ref_18948947
,author_abbott_r,ref_18948947
,author_hanna_m,ref_18948947
,author_broderick_s,ref_18948947
,author_wheeler_da,ref_18948947
,author_travis_wd,ref_18948947
,author_roth_ja,ref_18948947
,author_larson_de,ref_18948947
,author_weir_ba,ref_18948947
,author_getz_g,ref_18948947
,author_onofrio_rc,ref_18948947
,author_hall_o,ref_18948947
,author_ozenberger_b,ref_18948947
,author_tang_y,ref_18948947
,author_lawrence_ms,ref_18948947
,author_crosby_sd,ref_18948947
,author_chang_ac,ref_18948947
,author_zhang_q,ref_18948947
,author_ng_b,ref_18948947
,author_miner_tl,ref_18948947
,author_fewell_g,ref_18948947
,author_sawyer_cs,ref_18948947
,author_ziaugra_l,ref_18948947
,author_chen_k,ref_18948947
,author_pohl_c,ref_18948947
,author_fulton_l,ref_18948947
,author_dutt_a,ref_18948947
,author_kraja_a,ref_18948947
,author_jhangiani_sn,ref_18948947
,author_mclellan_md,ref_18948947
,author_zhu_y,ref_18948947
,author_wilson_rk,ref_18948947
,author_good_pj,ref_18948947
,author_spitz_mr,ref_18948947
,author_robinson_j,ref_18948947
,author_varmus_he,ref_18948947
,author_weinstock_gm,ref_18948947
,author_metcalf_ga,ref_18948947
,author_fulton_rs,ref_18948947
,author_shen_h,ref_18948947
,author_schmidt_h,ref_18948947
,author_scherer_se,ref_18948947
,author_haipek_c,ref_18948947
,author_province_ma,ref_18948947
,author_hawes_ac,ref_18948947
,author_gonzalez_garay_ml,ref_18948947
,author_morgan_mb,ref_18948947
,author_zody_mc,ref_18948947
,author_yao_j,ref_18948947
,author_koboldt_dc,ref_18948947
,author_sander_s,ref_18948947
,author_lander_es,ref_18948947
,author_winckler_w,ref_18948947
,author_beer_dg,ref_18948947
,author_greulich_h,ref_18948947
,author_fennell_t,ref_18948947
,author_orringer_mb,ref_18948947
,author_meyerson_m,ref_18948947
,author_ding_l,ref_18948947
,author_chirieac_lr,ref_18948947
,author_johnson_be,ref_18948947
,author_mardis_er,ref_18948947
,author_sougnez_c,ref_18948947
,author_cibulskis_k,ref_18948947
,author_yoshizawa_a,ref_18948947
,author_wendl_mc,ref_18948947
,author_lin_l,ref_18948947
,author_wistuba_ii,ref_18948947
,author_gibbs_ra,ref_18948947
,author_getz_g,ref_21798893
,author_fernandez_lopez_jc,ref_21798893
,author_auclair_d,ref_21798893
,author_grandis_jr,ref_21798893
,author_lander_es,ref_21798893
,author_seethala_rr,ref_21798893
,author_lawrence_ms,ref_21798893
,author_ramos_ah,ref_21798893
,author_cibulskis_k,ref_21798893
,author_garraway_la,ref_21798893
,author_melendez_zajgla_j,ref_21798893
,author_saksena_g,ref_21798893
,author_wang_l,ref_21798893
,author_weissfeld_jl,ref_21798893
,author_parkin_m,ref_21798893
,author_guiducci_c,ref_21798893
,author_stransky_n,ref_21798893
,author_kryukov_gv,ref_21798893
,author_carter_sl,ref_21798893
,author_ardlie_k,ref_21798893
,author_hidalgo_miranda_a,ref_21798893
,author_egloff_am,ref_21798893
,author_cortes_ml,ref_21798893
,author_sougnez_c,ref_21798893
,author_tward_ad,ref_21798893
,author_shefler_e,ref_21798893
,author_kostic_ad,ref_21798893
,author_sivachenko_a,ref_21798893
,author_gabriel_sb,ref_21798893
,author_onofrio_rc,ref_21798893
,author_voet_d,ref_21798893
,author_meyerson_m,ref_21798893
,author_romkes_m,ref_21798893
,author_berger_mf,ref_21798893
,author_winckler_w,ref_21798893
,author_golub_tr,ref_21798893
,author_stojanov_p,ref_21798893
,author_mckenna_a,ref_21798893
,author_rangel_escareno_c,ref_21798893
,author_jiang_m,ref_22036564
,author_nanjangud_g,ref_22036564
,author_tam_w,ref_22036564
,author_bruno_j,ref_22036564
,author_oricchio_e,ref_22036564
,author_schatz_jh,ref_22036564
,author_liu_x,ref_22036564
,author_chaganti_rs,ref_22036564
,author_himanen_jp,ref_22036564
,author_teruya_feldstein_j,ref_22036564
,author_weis_garcia_f,ref_22036564
,author_socci_nd,ref_22036564
,author_wolfe_al,ref_22036564
,author_mavrakis_kj,ref_22036564
,author_shaknovich_r,ref_22036564
,author_olshen_ab,ref_22036564
,author_melnick_a,ref_22036564
,author_wendel_hg,ref_22036564
,author_heguy_a,ref_22036564
