id,EditableStatement_graph_id,LiteratureReference_graph_id
,es_20200422165337484627,ref_19509056
,es_20200422165337484627,ref_22496928
,es_20200422165332973188,ref_26563355
,es_20200422165332973188,ref_26563356
,es_20200422165332973188,ref_25283634
,es_20200422165335607744,ref_28069802
,es_20200422165335607744,ref_27563066
,es_20200422165335607744,ref_28299358
,es_20200422165335607744,ref_25851827
,es_20200422165331690688,ref_27196317
,es_20200422165331690688,ref_25951810
,es_20200422165331690688,ref_20482490
,es_20200422165341272691,ref_30257958
,es_20200422165341272691,ref_30210625
,es_20200422165341272691,ref_24561444
,es_20200422165341272691,ref_30038711
,es_20200422165341272691,ref_20930041
,es_20200422165341272691,ref_29134959
,es_20200422165334288754,ref_27984374
,es_20200422165334288754,ref_24091017
,es_20200422165334288754,ref_28791027
,es_20200422165352489451,ref_26314551
,es_20200422165352489451,ref_24162815
,es_20200422165352489451,ref_16257966
,es_20200422165505570287,ref_16625838
,es_20200422165505570287,ref_23991955
,es_20200422165505570287,ref_27391928
,es_20200422165505570287,ref_27544389
,es_20200422165344903133,ref_24196838
,es_20200422165344903133,ref_18689681
,es_20200422165345829879,ref_21799892
,es_20200422165345829879,ref_12112524
,es_20200422165343944588,ref_22980976
,es_20200422165343944588,ref_30428351
,es_20200422165348099477,ref_28912153
,es_20200422165348099477,ref_23581578
,es_20200422165348099477,ref_16423827
,es_20200422165349516451,ref_24531715
,es_20200422165349516451,ref_24515436
,es_20200422165354262720,ref_24463227
,es_20200422165354262720,ref_21658434
,es_20200422165346796520,ref_23506898
,es_20200422165346796520,ref_11245466
,es_20200422165350431380,ref_26483756
,es_20200422165350431380,ref_25772309
,es_20200422165350431380,ref_26567701
,es_20200422165350431380,ref_24053368
,es_20200422165357325247,ref_15488195
,es_20200422165357325247,ref_10480904
,es_20200422165406257013,ref_21461994
,es_20200422165406257013,ref_20001556
,es_20200422165416320695,ref_28235761
,es_20200422165416320695,ref_18408889
,es_20200422165404034793,ref_16115907
,es_20200422165404034793,ref_11973139
,es_20200422165404034793,ref_19188146
,es_20200422165404034793,ref_10549624
,es_20200422165404034793,ref_29147607
,es_20200422165400781726,ref_19284986
,es_20200422165400781726,ref_27748915
,es_20200422165400781726,ref_29744291
,es_20200422165400781726,ref_23585479
,es_20200422165402529105,ref_29361779
,es_20200422165402529105,ref_25490445
,es_20200422165402529105,ref_10412986
,es_20200422165355165953,ref_28400788
,es_20200422165355165953,ref_30365085
,es_20200422165355165953,ref_23561442
,es_20200422165355165953,ref_31574415
,es_20200422165359860362,ref_25111073
,es_20200422165359860362,ref_15743666
,es_20200422165417305064,ref_27980417
,es_20200422165417305064,ref_30759864
,es_20200422165417305064,ref_22719182
,es_20200422165417305064,ref_31300274
,es_20200422165417305064,ref_25437560
,es_20200422165417305064,ref_24563327
,es_20200422165409164113,ref_16777103
,es_20200422165409164113,ref_20797700
,es_20200422165409164113,ref_23408118
,es_20200422165409164113,ref_15107545
,es_20200422165421452413,ref_25384085
,es_20200422165421452413,ref_24942859
,es_20200422165421452413,ref_28068625
,es_20200422165453941455,ref_26212680
,es_20200422165453941455,ref_29876739
,es_20200422165453941455,ref_28423504
,es_20200422165407216118,ref_21518820
,es_20200422165407216118,ref_22941189
,es_20200422165407216118,ref_31477842
,es_20200422165407216118,ref_25114775
,es_20200422165420013210,ref_24807060
,es_20200422165420013210,ref_18469857
,es_20200422165420013210,ref_17189268
,es_20200422165437337592,ref_24534272
,es_20200422165437337592,ref_27555793
,es_20200422165459175358,ref_28399526
,es_20200422165459175358,ref_27344184
,es_20200422165459175358,ref_10681561
,es_20200422165414545486,ref_29545330
,es_20200422165414545486,ref_29207606
,es_20200422165414545486,ref_28092803
,es_20200422165414545486,ref_26215166
,es_20200422165448070200,ref_25667501
,es_20200422165448070200,ref_23907122
,es_20200422165448070200,ref_26698249
,es_20200422165448070200,ref_25500740
,es_20200422165423255159,ref_23917401
,es_20200422165423255159,ref_26762204
,es_20200422165423255159,ref_27882315
,es_20200422165423255159,ref_20181826
,es_20200422165423255159,ref_28573893
,es_20200422165427843428,ref_23960081
,es_20200422165427843428,ref_29045509
,es_20200422165427843428,ref_29848572
,es_20200422165427843428,ref_26589436
,es_20200422165427843428,ref_25692702
,es_20200422165438292768,ref_26063961
,es_20200422165438292768,ref_24156016
,es_20200422165438292768,ref_29176314
,es_20200422165438292768,ref_24481460
,es_20200422165438292768,ref_19014486
,es_20200422165438292768,ref_30361900
,es_20200422165438292768,ref_21328542
,es_20200422165438292768,ref_27650486
,es_20200422165438292768,ref_25017610
,es_20200422165438292768,ref_27764785
,es_20200422165438292768,ref_23991038
,es_20200422165426923013,ref_22693283
,es_20200422165426923013,ref_23890088
,es_20200422165446206486,ref_22145905
,es_20200422165446206486,ref_21255398
,es_20200422165446206486,ref_29288251
,es_20200422165446206486,ref_24548858
,es_20200422165453040587,ref_21949640
,es_20200422165453040587,ref_28226241
,es_20200422165456969492,ref_22810810
,es_20200422165456969492,ref_27860390
,es_20200422165456969492,ref_27363654
,es_20200422165456969492,ref_28199967
,es_20200422165456969492,ref_26329904
,es_20200422165449901176,ref_30043645
,es_20200422165449901176,ref_25388163
,es_20200422165449901176,ref_30136202
,es_20200422165449901176,ref_29643502
,es_20200422165449901176,ref_22006338
,es_20200422165449901176,ref_29998084
,es_20200422165449901176,ref_30103821
,es_20200422165455421339,ref_27143927
,es_20200422165455421339,ref_28336765
,es_20200422165455421339,ref_26772401
,es_20200422165507249986,ref_18308615
,es_20200422165507249986,ref_25107905
,es_20200422165731656371,ref_29118335
,es_20200422165735322684,ref_19383829
,es_20200422165502032305,ref_25054037
,es_20200422165511615126,ref_31619507
,es_20200422165511615126,ref_20473859
,es_20200422165511615126,ref_22904088
,es_20200422165511615126,ref_25263650
,es_20200422165509298196,ref_10079173
,es_20200422165509298196,ref_17534028
,es_20200422165509298196,ref_25204415
,es_20200422165500623113,ref_22573616
,es_20200422165500623113,ref_25729575
,es_20200422165500623113,ref_23090119
,es_20200422165513872484,ref_27083054
,es_20200422165513872484,ref_20725108
,es_20200422165508221220,ref_18574028
,es_20200422165508221220,ref_24592397
,es_20200422165510673243,ref_30833747
,es_20200422165510673243,ref_24660107
,es_20200422165514756243,ref_22964643
,es_20200422165514756243,ref_23071261
,es_20200422165514756243,ref_31340507
,es_20200422165518431736,ref_29779975
,es_20200422165518431736,ref_29751678
,es_20200422165518431736,ref_30619288
,es_20200422165518431736,ref_30667213
,es_20200422165518431736,ref_30578319
,es_20200422165520690862,ref_25106868
,es_20200422165520690862,ref_20802528
,es_20200422165520690862,ref_17855657
,es_20200422165520690862,ref_17058241
,es_20200422165516164073,ref_25384516
,es_20200422165516164073,ref_11782437
,es_20200422165517118455,ref_29448247
,es_20200422165517118455,ref_25564441
,es_20200422165517118455,ref_29024810
,es_20200422165527526061,ref_12417014
,es_20200422165527526061,ref_24970481
,es_20200422165527526061,ref_15585319
,es_20200422165527526061,ref_24366551
,es_20200422165526563511,ref_30289335
,es_20200422165526563511,ref_29362722
,es_20200422165532571459,ref_28564600
,es_20200422165532571459,ref_27105157
,es_20200422165532571459,ref_28634282
,es_20200422165525558385,ref_11160379
,es_20200422165525558385,ref_10455268
,es_20200422165529280331,ref_17049492
,es_20200422165529280331,ref_28339036
,es_20200422165529280331,ref_10411093
,es_20200422165529280331,ref_16597617
,es_20200422165529280331,ref_25623741
,es_20200422165556980757,ref_22864622
,es_20200422165556980757,ref_22825030
,es_20200422165534999982,ref_22036564
,es_20200422165534999982,ref_21798893
,es_20200422165534999982,ref_22941188
,es_20200422165534999982,ref_18948947
,es_20200422165534999982,ref_29022918
,es_20200422165534999982,ref_23676193
,es_20200422165534999982,ref_24003208
,es_20200422165534999982,ref_15928710
,es_20200422165538719770,ref_23845443
,es_20200422165538719770,ref_26503059
,es_20200422165538719770,ref_29483095
,es_20200422165538719770,ref_17890055
,es_20200422165531491482,ref_24492008
,es_20200422165531491482,ref_26342024
,es_20200422165540521053,ref_28619999
,es_20200422165540521053,ref_28018338
,es_20200422165540521053,ref_26432723
,es_20200422165540521053,ref_11224527
,es_20200422165542473011,ref_12543779
,es_20200422165542473011,ref_29356724
,es_20200422165544996994,ref_19629070
,es_20200422165544996994,ref_26501081
,es_20200422165544996994,ref_17932254
,es_20200422165544996994,ref_26807692
,es_20200422165544996994,ref_24367658
,es_20200422165533968997,ref_28611399
,es_20200422165533968997,ref_31109923
,es_20200422165554348935,ref_17935138
,es_20200422165554348935,ref_25376484
,es_20200422165554348935,ref_20019181
,es_20200422165636797493,ref_21228923
,es_20200422165636797493,ref_23877438
,es_20200422165636797493,ref_16484589
,es_20200422165543559421,ref_18308930
,es_20200422165543559421,ref_30835257
,es_20200422165543559421,ref_21436057
,es_20200422165558176525,ref_24852644
,es_20200422165558176525,ref_24608572
,es_20200422165601396142,ref_23305207
,es_20200422165601396142,ref_28954236
,es_20200422165601396142,ref_28652210
,es_20200422165601396142,ref_26468873
,es_20200422165612926423,ref_24120851
,es_20200422165612926423,ref_20080636
,es_20200422165612926423,ref_28507800
,es_20200422165559146042,ref_23696252
,es_20200422165559146042,ref_24763061
,es_20200422165606118809,ref_25873174
,es_20200422165606118809,ref_22884093
,es_20200422165606118809,ref_24469397
,es_20200422165606118809,ref_15355595
,es_20200422165603778065,ref_26609494
,es_20200422165603778065,ref_30243897
,es_20200422165603778065,ref_30201736
,es_20200422165603778065,ref_30284706
,es_20200422165603778065,ref_24312144
,es_20200422165610820645,ref_29716546
,es_20200422165610820645,ref_29272415
,es_20200422165610820645,ref_25301730
,es_20200422165610820645,ref_26834953
,es_20200422165614396864,ref_26270346
,es_20200422165614396864,ref_29883838
,es_20200422165614396864,ref_26302406
,es_20200422165607958152,ref_28572092
,es_20200422165607958152,ref_21900959
,es_20200422165607958152,ref_20347313
,es_20200422165607958152,ref_25342597
,es_20200422165607958152,ref_26982322
,es_20200422165621318578,ref_17004114
,es_20200422165621318578,ref_21918885
,es_20200422165615762293,ref_26013381
,es_20200422165615762293,ref_26314551
,es_20200422165615762293,ref_26722429
,es_20200422165615762293,ref_25561801
,es_20200422165615762293,ref_30254212
,es_20200422165617905481,ref_25792355
,es_20200422165617905481,ref_27031502
,es_20200422165617905481,ref_29793495
,es_20200422165617905481,ref_28969692
,es_20200422165620305387,ref_30338346
,es_20200422165620305387,ref_22520978
,es_20200422165626939384,ref_15809704
,es_20200422165629365758,ref_15229476
,es_20200422165653994143,ref_23999440
,es_20200422165701625166,ref_31841039
,es_20200422165701625166,ref_31558185
,es_20200422165701625166,ref_24895169
,es_20200422165709173580,ref_30546360
,es_20200422165709173580,ref_30012853
,es_20200422165709173580,ref_29118010
,es_20200422165622473026,ref_29854306
,es_20200422165622473026,ref_24488669
,es_20200422165622473026,ref_30370255
,es_20200422165622473026,ref_26547690
,es_20200422165622473026,ref_27826135
,es_20200422165622473026,ref_17270021
,es_20200422165640427280,ref_15753290
,es_20200422165640427280,ref_25134518
,es_20200422165640427280,ref_28498439
,es_20200422165627429896,ref_10748158
,es_20200422165627429896,ref_24333164
,es_20200422165627429896,ref_24613930
,es_20200422165627429896,ref_26933125
,es_20200422165625609300,ref_28506929
,es_20200422165625609300,ref_21310926
,es_20200422165625609300,ref_28706445
,es_20200422165629846539,ref_24928207
,es_20200422165629846539,ref_31346208
,es_20200422165629846539,ref_17348032
,es_20200422165629846539,ref_25079324
,es_20200422165629846539,ref_16705311
,es_20200422165634544546,ref_25961935
,es_20200422165634544546,ref_25049392
,es_20200422165634544546,ref_25353289
,es_20200422165634544546,ref_21857646
,es_20200422165634544546,ref_21385898
,es_20200422165632149255,ref_25616555
,es_20200422165632149255,ref_23052255
,es_20200422165633084413,ref_25204415
,es_20200422165633084413,ref_27324824
,es_20200422165633084413,ref_10547366
,es_20200422165638170552,ref_18451245
,es_20200422165638170552,ref_21219180
,es_20200422165638170552,ref_12213321
,es_20200422165638170552,ref_28424516
,es_20200422165646191942,ref_30897084
,es_20200422165646191942,ref_29683818
,es_20200422165650813122,ref_24470379
,es_20200422165650813122,ref_12661011
,es_20200422165650813122,ref_24613277
,es_20200422165650813122,ref_24113188
,es_20200422165648487965,ref_21677135
,es_20200422165648487965,ref_30323667
,es_20200422165648487965,ref_30221739
,es_20200422165648487965,ref_30318514
,es_20200422165648487965,ref_24675400
,es_20200422165644814533,ref_25609089
,es_20200422165644814533,ref_23552869
,es_20200422165644814533,ref_22895193
,es_20200422165658183197,ref_23018873
,es_20200422165658183197,ref_19164581
,es_20200422165658183197,ref_29240581
,es_20200422165652633076,ref_30521773
,es_20200422165652633076,ref_29962935
,es_20200422165652633076,ref_26031915
,es_20200422165647108704,ref_16946712
,es_20200422165647108704,ref_21148483
,es_20200422165647108704,ref_31081803
,es_20200422165654553001,ref_22609812
,es_20200422165654553001,ref_17974916
,es_20200422165702845572,ref_25560400
,es_20200422165702845572,ref_27998790
,es_20200422165702845572,ref_27878283
,es_20200422165655679478,ref_30718276
,es_20200422165655679478,ref_20081375
,es_20200422165655679478,ref_16611997
,es_20200422165655679478,ref_25787250
,es_20200422165705213891,ref_29466156
,es_20200422165705213891,ref_23430245
,es_20200422165659535851,ref_14718166
,es_20200422165659535851,ref_25288118
,es_20200422165659535851,ref_11420717
,es_20200422165659535851,ref_27174990
,es_20200422165706281021,ref_19221588
,es_20200422165706281021,ref_24334454
,es_20200422165704276342,ref_18593809
,es_20200422165704276342,ref_24453034
,es_20200422165716900752,ref_30518629
,es_20200422165716900752,ref_24885002
,es_20200422165707342224,ref_12429977
,es_20200422165707342224,ref_17601531
,es_20200422165707342224,ref_24265351
,es_20200422165707342224,ref_16263090
,es_20200422165711329344,ref_30338611
,es_20200422165711329344,ref_30723300
,es_20200422165711329344,ref_16064138
,es_20200422165711329344,ref_16908182
,es_20200422165710762662,ref_26071189
,es_20200422165713266450,ref_29875336
,es_20200422165713266450,ref_29343514
,es_20200422165713266450,ref_30251149
,es_20200422165713266450,ref_27068538
,es_20200422165713266450,ref_28008929
,es_20200422165713266450,ref_29620272
,es_20200422165716012242,ref_21779504
,es_20200422165716012242,ref_29524560
,es_20200422165723744939,ref_23979156
,es_20200422165728507465,ref_21821141
,es_20200422165733145871,ref_25248477
,es_20200422165733145871,ref_12842081
,es_20200422165733145871,ref_30725231
,es_20200422165733145871,ref_16034366
,es_20200422165721984130,ref_28496363
,es_20200422165721984130,ref_29048646
,es_20200422165721984130,ref_26755331
,es_20200422165726124077,ref_21397862
,es_20200422165726124077,ref_28182091
,es_20200422165726124077,ref_21937683
,es_20200422165726124077,ref_29739381
,es_20200422165726124077,ref_22458843
,es_20200422165724768887,ref_28409330
,es_20200422165724768887,ref_15563843
,es_20200422165724768887,ref_29849811
,es_20200422165724228358,ref_25016185
,es_20200422170117255133,ref_30181385
,es_20200422170117255133,ref_29316714
,es_20200422170117255133,ref_28538663
,es_20200422170117255133,ref_19467916
,es_20200422165718191686,ref_27810072
,es_20200422165718191686,ref_28076901
,es_20200422165718191686,ref_23946414
,es_20200422165718191686,ref_25435940
,es_20200422165718191686,ref_24305710
,es_20200422165718191686,ref_23032695
,es_20200422165740832254,ref_17117415
,es_20200422165740832254,ref_17178827
,es_20200422165740832254,ref_15139001
,es_20200422165740832254,ref_18757431
,es_20200422165730726278,ref_17572303
,es_20200422165730726278,ref_26431164
,es_20200422165736058879,ref_29072052
,es_20200422165736058879,ref_28749454
,es_20200422165736058879,ref_28952217
,es_20200422165728947894,ref_30451371
,es_20200422165728947894,ref_25467444
,es_20200422165728947894,ref_25704758
,es_20200422165728947894,ref_29299146
,es_20200422165738465888,ref_22157719
,es_20200422165738465888,ref_29050229
,es_20200422165738465888,ref_28199976
,es_20200422165738465888,ref_29187433
,es_20200422165738465888,ref_29523781
,es_20200422165732178783,ref_24332717
,es_20200422165732178783,ref_26633560
,es_20200422165742996828,ref_19262598
,es_20200422165756111499,ref_30619092
,es_20200422165756111499,ref_29346513
,es_20200422165756111499,ref_25085003
,es_20200422165754197144,ref_22001110
,es_20200422165754197144,ref_23388464
,es_20200422165737416879,ref_26893376
,es_20200422165737416879,ref_27694689
,es_20200422165743680496,ref_31861590
,es_20200422165743680496,ref_23867514
,es_20200422165743680496,ref_19084573
,es_20200422165757557261,ref_22578774
,es_20200422165757557261,ref_16828711
,es_20200422165745666930,ref_25098841
,es_20200422165745666930,ref_21951916
,es_20200422165745666930,ref_24436421
,es_20200422165745666930,ref_12800156
,es_20200422165745666930,ref_25826333
,es_20200422165747973163,ref_30389134
,es_20200422165747973163,ref_30098163
,es_20200422165747973163,ref_25002120
,es_20200422165747973163,ref_29999426
,es_20200422165747973163,ref_30288353
,es_20200422165747973163,ref_31745703
,es_20200422165745137677,ref_16188880
,es_20200422165751584579,ref_19228619
,es_20200422165751584579,ref_28980701
,es_20200422165751584579,ref_27621679
,es_20200422165751584579,ref_23999441
,es_20200422165751584579,ref_28711227
,es_20200422165755138053,ref_28895912
,es_20200422165755138053,ref_10598685
,es_20200422165759385393,ref_18850010
,es_20200422165759385393,ref_16651630
,es_20200422165800416155,ref_17603022
,es_20200422165800416155,ref_29491006
,es_20200422165800416155,ref_29287774
,es_20200422165800416155,ref_26334757
,es_20200422165800416155,ref_25858497
,es_20200422165810024235,ref_29545334
,es_20200422165810024235,ref_27301701
,es_20200422165810024235,ref_27562173
,es_20200422165810024235,ref_28455421
,es_20200422165810024235,ref_28792271
,es_20200422165802951678,ref_31724970
,es_20200422165802951678,ref_28280605
,es_20200422165802951678,ref_30720096
,es_20200422165802951678,ref_31612912
,es_20200422165802951678,ref_24569979
,es_20200422165758659130,ref_17471238
,es_20200422165806797559,ref_22694955
,es_20200422165806797559,ref_31290993
,es_20200422165824889706,ref_22941188
,es_20200422165824889706,ref_29426865
,es_20200422165824889706,ref_29360550
,es_20200422165814083340,ref_24025411
,es_20200422165814083340,ref_24905007
,es_20200422165814083340,ref_27145721
,es_20200422165814083340,ref_12509764
,es_20200422165807669030,ref_21670157
,es_20200422165807669030,ref_31304538
,es_20200422165807669030,ref_25485619
,es_20200422165809107358,ref_25196122
,es_20200422165809107358,ref_31064887
,es_20200422165805434562,ref_20432460
,es_20200422165805434562,ref_23597703
,es_20200422165805434562,ref_22322295
,es_20200422165833110499,ref_25615281
,es_20200422165833110499,ref_31448219
,es_20200422165833110499,ref_11044454
,es_20200422165833110499,ref_11912161
,es_20200422165833110499,ref_25343957
,es_20200422165833110499,ref_28785375
,es_20200422165820770918,ref_30350856
,es_20200422165820770918,ref_25405901
,es_20200422165820770918,ref_24084718
,es_20200422165820770918,ref_22359517
,es_20200422165822634949,ref_26274027
,es_20200422165822634949,ref_20813759
,es_20200422165815745247,ref_22538187
,es_20200422165815745247,ref_29258554
,es_20200422165815745247,ref_15184363
,es_20200422165815745247,ref_17521611
,es_20200422165815745247,ref_18840648
,es_20200422165826711796,ref_25111790
,es_20200422165826711796,ref_20005735
,es_20200422165826711796,ref_19436293
,es_20200422165818002889,ref_22820256
,es_20200422165818002889,ref_25374920
,es_20200422165818002889,ref_25139254
,es_20200422165818002889,ref_27460081
,es_20200422165818002889,ref_19858209
,es_20200422165830846149,ref_15486563
,es_20200422165830846149,ref_24705251
,es_20200422165830846149,ref_17462629
,es_20200422165832281227,ref_19806165
,es_20200422165832281227,ref_23890088
,es_20200422165847276645,ref_10980597
,es_20200422165847276645,ref_23431203
,es_20200422165847276645,ref_12403812
,es_20200422165835727376,ref_26980050
,es_20200422165835727376,ref_30282041
,es_20200422165837691175,ref_30079402
,es_20200422165837691175,ref_29163777
,es_20200422165837691175,ref_28829764
,es_20200422165837691175,ref_25692149
,es_20200422165828112383,ref_26336134
,es_20200422165828112383,ref_22827608
,es_20200422165828112383,ref_24510988
,es_20200422165828112383,ref_21489304
,es_20200422165836736457,ref_22280068
,es_20200422165836736457,ref_24416652
,es_20200422165852348545,ref_26698230
,es_20200422165852348545,ref_23297823
,es_20200422165852348545,ref_29762834
,es_20200422165852348545,ref_29278885
,es_20200422165852348545,ref_30212483
,es_20200422165852348545,ref_23134728
,es_20200422165852348545,ref_29682203
,es_20200422165852348545,ref_29714127
,es_20200422165839616206,ref_24252690
,es_20200422165839616206,ref_24015200
,es_20200422165844296819,ref_17379597
,es_20200422165844296819,ref_26879601
,es_20200422165844296819,ref_30618304
,es_20200422165844296819,ref_22210327
,es_20200422165840612055,ref_27148411
,es_20200422165840612055,ref_27983916
,es_20200422165840612055,ref_23762804
,es_20200422165840612055,ref_29480665
,es_20200422165840612055,ref_30145836
,es_20200422165840612055,ref_27158351
,es_20200422165843165259,ref_21303910
,es_20200422165843165259,ref_22237106
,es_20200422165850092803,ref_25733373
,es_20200422165850092803,ref_19783639
,es_20200422165850092803,ref_23056409
,es_20200422165850092803,ref_22269464
,es_20200422165848778668,ref_29209985
,es_20200422165848778668,ref_23640210
,es_20200422165848778668,ref_27148356
,es_20200422165851848195,ref_16246179
,es_20200422165846180630,ref_17085480
,es_20200422165846180630,ref_26472028
,es_20200422165859187386,ref_19844164
,es_20200422165859187386,ref_21979307
,es_20200422165859187386,ref_24409330
,es_20200422165856084115,ref_12356764
,es_20200422165856084115,ref_28034880
,es_20200422165902310246,ref_22508544
,es_20200422165915099247,ref_21273437
,es_20200422165915099247,ref_25284583
,es_20200422165915099247,ref_26566875
,es_20200422165915099247,ref_25957251
,es_20200422165900677525,ref_21817013
,es_20200422165900677525,ref_16717057
,es_20200422165900677525,ref_22588899
,es_20200422165916860019,ref_27732843
,es_20200422165916860019,ref_28887438
,es_20200422165916860019,ref_31131878
,es_20200422165916860019,ref_23770855
,es_20200422165916860019,ref_19884255
,es_20200422165916860019,ref_25537518
,es_20200422165904224039,ref_26405162
,es_20200422165904224039,ref_26325082
,es_20200422165857140144,ref_27151292
,es_20200422165857140144,ref_29807999
,es_20200422165857140144,ref_28007956
,es_20200422165857140144,ref_16935876
,es_20200422165857140144,ref_23420526
,es_20200422165902895359,ref_18794154
,es_20200422165902895359,ref_15084261
,es_20200422165902895359,ref_29156693
,es_20200422165905313590,ref_23172303
,es_20200422165905313590,ref_24909162
,es_20200422165905313590,ref_24625025
,es_20200422165906780953,ref_27723760
,es_20200422165906780953,ref_25259869
,es_20200422165907859484,ref_28232778
,es_20200422165919841452,ref_23454242
,es_20200422165919841452,ref_10713707
,es_20200422165908668153,ref_28805820
,es_20200422165908668153,ref_19818708
,es_20200422165908668153,ref_30244836
,es_20200422165908668153,ref_28805821
,es_20200422165908668153,ref_28292441
,es_20200422165911030323,ref_24709888
,es_20200422165911030323,ref_26842708
,es_20200422165911030323,ref_25510282
,es_20200422165912363400,ref_24856830
,es_20200422165912363400,ref_24335498
,es_20200422165912363400,ref_27207471
,es_20200422165912363400,ref_15361841
,es_20200422165914137587,ref_22001110
,es_20200422165914137587,ref_23977391
,es_20200422165920822746,ref_22825334
,es_20200422165920822746,ref_28860350
,es_20200422165920822746,ref_29249570
,es_20200422165922203812,ref_30279230
,es_20200422165922203812,ref_20534812
,es_20200422165922203812,ref_11877430
,es_20200422165935779282,ref_25003966
,es_20200422165935779282,ref_27698205
,es_20200422165935779282,ref_27782156
,es_20200422165935779282,ref_31575549
,es_20200422165935779282,ref_31775891
,es_20200422165923992397,ref_12654920
,es_20200422165923992397,ref_28263981
,es_20200422165923992397,ref_10707984
,es_20200422165925577724,ref_30646831
,es_20200422165925577724,ref_16166635
,es_20200422165925577724,ref_29695787
,es_20200422165925577724,ref_21642962
,es_20200422165945541790,ref_25135369
,es_20200422165945541790,ref_31067289
,es_20200422165945541790,ref_24998779
,es_20200422165945541790,ref_30638972
,es_20200422165931690397,ref_27320729
,es_20200422170025807696,ref_26658964
,es_20200422170025807696,ref_26315616
,es_20200422165932198688,ref_23917401
,es_20200422165932198688,ref_24362817
,es_20200422165932198688,ref_18686028
,es_20200422165928036262,ref_11231286
,es_20200422165928036262,ref_29875417
,es_20200422165928036262,ref_28447248
,es_20200422165928036262,ref_23892662
,es_20200422165933596526,ref_28282643
,es_20200422165933596526,ref_20506119
,es_20200422165933596526,ref_17142725
,es_20200422165933596526,ref_23313952
,es_20200422165933596526,ref_23313954
,es_20200422165930357449,ref_30072994
,es_20200422165930357449,ref_29896201
,es_20200422165930357449,ref_24555705
,es_20200422165937996080,ref_28855541
,es_20200422165937996080,ref_19851314
,es_20200422165937996080,ref_16953223
,es_20200422165937996080,ref_16938365
,es_20200422165937996080,ref_16007192
,es_20200422165942357258,ref_12359745
,es_20200422165942357258,ref_25943178
,es_20200422165942357258,ref_10669742
,es_20200422165940855163,ref_25733895
,es_20200422165940855163,ref_24223164
,es_20200422165940855163,ref_24036115
,es_20200422165943755527,ref_29557391
,es_20200422165943755527,ref_19524571
,es_20200422165943755527,ref_29193658
,es_20200422165943755527,ref_26772918
,es_20200422165947381607,ref_30279964
,es_20200422165947381607,ref_25338956
,es_20200422165947381607,ref_17031392
,es_20200422165947381607,ref_31638245
,es_20200422165949093363,ref_28123852
,es_20200422165949093363,ref_24896186
,es_20200422165949093363,ref_17549425
,es_20200422165949093363,ref_31076406
,es_20200422165949093363,ref_24501218
,es_20200422165951484096,ref_30955253
,es_20200422165951484096,ref_30622287
,es_20200422165951484096,ref_30803556
,es_20200422165951484096,ref_29274279
,es_20200422165951484096,ref_24000153
,es_20200422165951484096,ref_22980975
,es_20200422165957764353,ref_27819146
,es_20200422165957764353,ref_26202014
,es_20200422165957764353,ref_18243099
,es_20200422170018922301,ref_19718025
,es_20200422170018922301,ref_12648466
,es_20200422170018922301,ref_26050618
,es_20200422170004786931,ref_12821155
,es_20200422170004786931,ref_29050494
,es_20200422170004786931,ref_26820484
,es_20200422165954070778,ref_28978154
,es_20200422165954070778,ref_31536760
,es_20200422165954070778,ref_31419525
,es_20200422165955463289,ref_12140767
,es_20200422165955463289,ref_26095858
,es_20200422165955463289,ref_28329685
,es_20200422165955463289,ref_28804122
,es_20200422165955463289,ref_19509136
,es_20200422170002884605,ref_26577839
,es_20200422170002884605,ref_24894543
,es_20200422170002884605,ref_20953835
,es_20200422170002884605,ref_21035469
,es_20200422170006202716,ref_22143801
,es_20200422170006202716,ref_27687004
,es_20200422170006202716,ref_28378641
,es_20200422170006202716,ref_29760071
,es_20200422170006202716,ref_20047096
,es_20200422165959799214,ref_27748911
,es_20200422165959799214,ref_28254703
,es_20200422165959799214,ref_29665352
,es_20200422165959799214,ref_29320735
,es_20200422165959799214,ref_27705745
,es_20200422165959799214,ref_28123534
,es_20200422170009354813,ref_24244017
,es_20200422170009354813,ref_28034880
,es_20200422170009354813,ref_29971063
,es_20200422170014448555,ref_25483052
,es_20200422170014448555,ref_25879784
,es_20200422170014448555,ref_26893480
,es_20200422170008451797,ref_24445538
,es_20200422170008451797,ref_23549612
,es_20200422170015854011,ref_17577251
,es_20200422170015854011,ref_21333379
,es_20200422170015854011,ref_27028764
,es_20200422170015854011,ref_28479419
,es_20200422170010796735,ref_25269480
,es_20200422170010796735,ref_24039447
,es_20200422170011761184,ref_29053018
,es_20200422170011761184,ref_30166345
,es_20200422170011761184,ref_30929455
,es_20200422170011761184,ref_10700176
,es_20200422170011761184,ref_31143301
,es_20200422170011761184,ref_25236910
,es_20200422170017907202,ref_22002537
,es_20200422170017907202,ref_24025717
,es_20200422170029104312,ref_27749841
,es_20200422170029104312,ref_27317809
,es_20200422170029104312,ref_24487277
,es_20200422170029104312,ref_22190018
,es_20200422170029104312,ref_25451679
,es_20200422170029104312,ref_27022003
,es_20200422170026794420,ref_26546806
,es_20200422170026794420,ref_29674275
,es_20200422170026794420,ref_28274513
,es_20200422170026794420,ref_26205494
,es_20200422170026794420,ref_28716136
,es_20200422170034473156,ref_22100174
,es_20200422170034473156,ref_29379583
,es_20200422170034473156,ref_16043125
,es_20200422170034473156,ref_11563964
,es_20200422170034473156,ref_28053024
