id,EditableStatement_graph_id,LiteratureReference_graph_id
,es_20200422175821049538,ref_25623065
,es_20200422175821049538,ref_19326470
,es_20200422175757427085,ref_23230272
,es_20200422175757427085,ref_28627634
,es_20200422175757427085,ref_26033450
,es_20200422175757427085,ref_25605023
,es_20200422175757427085,ref_28653881
,es_20200422175814600198,ref_24718257
,es_20200422175814600198,ref_19667759
,es_20200422175814600198,ref_25194279
,es_20200422175814600198,ref_26348826
,es_20200422175827198867,ref_18789696
,es_20200422175827198867,ref_25120383
,es_20200422175827198867,ref_30158025
,es_20200422175827198867,ref_15371538
,es_20200422175842237441,ref_26432723
,es_20200422175842237441,ref_28619999
,es_20200422175842237441,ref_28018338
,es_20200422175842237441,ref_11224527
,es_20200422175848951711,ref_31145701
,es_20200422175848951711,ref_31613226
,es_20200422175848951711,ref_31949692
,es_20200422175848951711,ref_31949690
,es_20200422175848951711,ref_32128850
,es_20200422175848951711,ref_31933860
,es_20200422175848951711,ref_17974916
,es_20200422175848951711,ref_22609812
,es_20200422175848951711,ref_31851786
,es_20200422175829013241,ref_10704737
,es_20200422175829013241,ref_26565999
,es_20200422175829013241,ref_28580303
,es_20200422175838323601,ref_23907122
,es_20200422175838323601,ref_25500740
,es_20200422175838323601,ref_26698249
,es_20200422175838323601,ref_25667501
,es_20200422175907305714,ref_30921702
,es_20200422175907305714,ref_25016185
,es_20200422175907305714,ref_31221981
,es_20200422175921607699,ref_25692149
,es_20200422175921607699,ref_30079402
,es_20200422175921607699,ref_29163777
,es_20200422175921607699,ref_28829764
,es_20200422175825383117,ref_28841353
,es_20200422175825383117,ref_21949640
,es_20200422175825383117,ref_18174917
,es_20200422175825383117,ref_26542058
,es_20200422175836306480,ref_29147607
,es_20200422175836306480,ref_19188146
,es_20200422175836306480,ref_16115907
,es_20200422175836306480,ref_11973139
,es_20200422175836306480,ref_10549624
,es_20200422175844088486,ref_26013381
,es_20200422175844088486,ref_25561801
,es_20200422175844088486,ref_30254212
,es_20200422175844088486,ref_26314551
,es_20200422175844088486,ref_26722429
,es_20200422175853222447,ref_16611997
,es_20200422175853222447,ref_20081375
,es_20200422175853222447,ref_30718276
,es_20200422175853222447,ref_23630070
,es_20200422175853222447,ref_25787250
,es_20200422175830325126,ref_20090422
,es_20200422175830325126,ref_24969318
,es_20200422175830325126,ref_23132929
,es_20200422175830325126,ref_19734889
,es_20200422175830325126,ref_31704778
,es_20200422175839906502,ref_31558081
,es_20200422175839906502,ref_11782437
,es_20200422175839906502,ref_29956808
,es_20200422175839906502,ref_25384516
,es_20200422175839906502,ref_31612045
,es_20200422180242357193,ref_31934196
,es_20200422180242357193,ref_30448242
,es_20200422180242357193,ref_24937458
,es_20200422180242357193,ref_30344945
,es_20200422180242357193,ref_32155529
,es_20200422175834840841,ref_22980976
,es_20200422175834840841,ref_30428351
,es_20200422175834840841,ref_31342232
,es_20200422175928180539,ref_20668451
,es_20200422175928180539,ref_23104009
,es_20200422175928180539,ref_31901237
,es_20200422175928180539,ref_31495053
,es_20200422175928180539,ref_29801752
,es_20200422175832750827,ref_25145849
,es_20200422175832750827,ref_21281239
,es_20200422175832750827,ref_29320312
,es_20200422175832750827,ref_25906751
,es_20200422175846249116,ref_24488669
,es_20200422175846249116,ref_17270021
,es_20200422175846249116,ref_29854306
,es_20200422175846249116,ref_27826135
,es_20200422175846249116,ref_26547690
,es_20200422175846249116,ref_30370255
,es_20200422175858749709,ref_30518629
,es_20200422175858749709,ref_24885002
,es_20200422175915615460,ref_22578774
,es_20200422175915615460,ref_18305557
,es_20200422175915615460,ref_22162831
,es_20200422175915615460,ref_16828711
,es_20200422175901094719,ref_28496363
,es_20200422175901094719,ref_26755331
,es_20200422175901094719,ref_32165637
,es_20200422175901094719,ref_29048646
,es_20200422175911638595,ref_31446535
,es_20200422175911638595,ref_32055267
,es_20200422175911638595,ref_21821141
,es_20200422175904736869,ref_24040159
,es_20200422175904736869,ref_22548721
,es_20200422175904736869,ref_23979156
,es_20200422175904736869,ref_25784056
,es_20200422175909284827,ref_31957815
,es_20200422175909284827,ref_15563843
,es_20200422175909284827,ref_29849811
,es_20200422175909284827,ref_28409330
,es_20200422175919113272,ref_26980050
,es_20200422175919113272,ref_31921891
,es_20200422175919113272,ref_30282041
,es_20200422175919113272,ref_31977029
,es_20200422175923612963,ref_30737375
,es_20200422175923612963,ref_29578365
,es_20200422175923612963,ref_31870501
,es_20200422175923612963,ref_32043788
,es_20200422175923612963,ref_32029440
,es_20200422175923612963,ref_22588899
,es_20200422175923612963,ref_16717057
,es_20200422175923612963,ref_21817013
,es_20200422175935274208,ref_25284583
,es_20200422175935274208,ref_26566875
,es_20200422175935274208,ref_31994201
,es_20200422175935274208,ref_25957251
,es_20200422175935274208,ref_21273437
,es_20200422175959700197,ref_32093671
,es_20200422175959700197,ref_31904091
,es_20200422175959700197,ref_11788194
,es_20200422175913287268,ref_29299146
,es_20200422175913287268,ref_30451371
,es_20200422175913287268,ref_25704758
,es_20200422175913287268,ref_25467444
,es_20200422175953634860,ref_24025717
,es_20200422175953634860,ref_32098189
,es_20200422175953634860,ref_22002537
,es_20200422175953634860,ref_30578408
,es_20200422175953634860,ref_31897121
,es_20200422175953634860,ref_31669645
,es_20200422175939081181,ref_27732843
,es_20200422175939081181,ref_31131878
,es_20200422175939081181,ref_19884255
,es_20200422175939081181,ref_28887438
,es_20200422175939081181,ref_25537518
,es_20200422175939081181,ref_23770855
,es_20200422180014641744,ref_22105767
,es_20200422180014641744,ref_30294322
,es_20200422180014641744,ref_27808423
,es_20200422180014641744,ref_23128672
,es_20200422180014641744,ref_31963394
,es_20200422180014641744,ref_23348505
,es_20200422180014641744,ref_31177425
,es_20200422180014641744,ref_31730901
,es_20200422180014641744,ref_30171198
,es_20200422175948344506,ref_26772918
,es_20200422175948344506,ref_29193658
,es_20200422175948344506,ref_19524571
,es_20200422175948344506,ref_31930082
,es_20200422175948344506,ref_29557391
,es_20200422175957741402,ref_12648466
,es_20200422175957741402,ref_19718025
,es_20200422175957741402,ref_26050618
,es_20200422180001487416,ref_26314551
,es_20200422180001487416,ref_32127185
,es_20200422180001487416,ref_26022125
,es_20200422180001487416,ref_30520818
,es_20200422180001487416,ref_28634818
,es_20200422180022057787,ref_32039450
,es_20200422180022057787,ref_19903745
,es_20200422180022057787,ref_30002194
,es_20200422180022057787,ref_29400663
,es_20200422180022057787,ref_31672651
,es_20200422180022057787,ref_25574066
,es_20200422180022057787,ref_25609201
,es_20200422180022057787,ref_19879421
,es_20200422175941813239,ref_27472264
,es_20200422175941813239,ref_31337872
,es_20200422175941813239,ref_29409008
,es_20200422175941813239,ref_31533111
,es_20200422175941813239,ref_18686028
,es_20200422175941813239,ref_24362817
,es_20200422175941813239,ref_23917401
,es_20200422175941813239,ref_31825158
,es_20200422180012735277,ref_18719389
,es_20200422180012735277,ref_31648166
,es_20200422180012735277,ref_31727855
,es_20200422180012735277,ref_23559008
,es_20200422180030779308,ref_29207658
,es_20200422180030779308,ref_29255180
,es_20200422180030779308,ref_32098697
,es_20200422180030779308,ref_21821141
,es_20200422180030779308,ref_24139550
,es_20200422180030779308,ref_27651161
,es_20200422180006562271,ref_31332036
,es_20200422180006562271,ref_24488880
,es_20200422180006562271,ref_31852961
,es_20200422180006562271,ref_23913810
,es_20200422180019929425,ref_23161489
,es_20200422180019929425,ref_26522984
,es_20200422180019929425,ref_31373686
,es_20200422180019929425,ref_18007576
,es_20200422180019929425,ref_30076146
,es_20200422180003637011,ref_31127309
,es_20200422180003637011,ref_28388279
,es_20200422180003637011,ref_30814061
,es_20200422180003637011,ref_23181381
,es_20200422180003637011,ref_31092637
,es_20200422180003637011,ref_32162335
,es_20200422180010333218,ref_25105836
,es_20200422180010333218,ref_32108620
,es_20200422180010333218,ref_31085323
,es_20200422180010333218,ref_25864878
,es_20200422180010333218,ref_31564060
,es_20200422180008353924,ref_31921891
,es_20200422180008353924,ref_28210844
,es_20200422180008353924,ref_28295457
,es_20200422180008353924,ref_30234477
,es_20200422180008353924,ref_31977029
,es_20200422180018706263,ref_24529727
,es_20200422180018706263,ref_23162742
,es_20200422180018706263,ref_23125950
,es_20200422180033594293,ref_31455378
,es_20200422180033594293,ref_20945341
,es_20200422180033594293,ref_29251924
,es_20200422180033594293,ref_18579750
,es_20200422180040491437,ref_26420915
,es_20200422180040491437,ref_31810587
,es_20200422180040491437,ref_30598194
,es_20200422180040491437,ref_18544939
,es_20200422180040491437,ref_31182980
,es_20200422180040491437,ref_29666962
,es_20200422180107983310,ref_30323192
,es_20200422180107983310,ref_19383767
,es_20200422180107983310,ref_25553844
,es_20200422180107983310,ref_27328849
,es_20200422180116391848,ref_29093528
,es_20200422180116391848,ref_25231439
,es_20200422180116391848,ref_25568876
,es_20200422180116391848,ref_20606037
,es_20200422180116391848,ref_30819137
,es_20200422180116391848,ref_11801954
,es_20200422180116391848,ref_27218826
,es_20200422180116391848,ref_22314185
,es_20200422180116391848,ref_26578684
,es_20200422180116391848,ref_21382095
,es_20200422180025221996,ref_30254057
,es_20200422180025221996,ref_20208562
,es_20200422180025221996,ref_29312632
,es_20200422180025221996,ref_31318172
,es_20200422180025221996,ref_28276427
,es_20200422180035549539,ref_10748157
,es_20200422180035549539,ref_22722202
,es_20200422180035549539,ref_27205883
,es_20200422180027443490,ref_30239254
,es_20200422180027443490,ref_30577483
,es_20200422180027443490,ref_27066457
,es_20200422180027443490,ref_30562755
,es_20200422180027443490,ref_10065147
,es_20200422180027443490,ref_30224644
,es_20200422180027443490,ref_22713868
,es_20200422180027443490,ref_24065105
,es_20200422180038749411,ref_22810696
,es_20200422180038749411,ref_10517866
,es_20200422180038749411,ref_22960745
,es_20200422180038749411,ref_23036704
,es_20200422180047901067,ref_28351942
,es_20200422180047901067,ref_28484426
,es_20200422180047901067,ref_29715101
,es_20200422180047901067,ref_25333622
,es_20200422180047901067,ref_21511239
,es_20200422180052070480,ref_21824007
,es_20200422180052070480,ref_15915442
,es_20200422180052070480,ref_25690008
,es_20200422180052070480,ref_28224124
,es_20200422180052070480,ref_28877062
,es_20200422180101523363,ref_32040344
,es_20200422180101523363,ref_29048672
,es_20200422180101523363,ref_25302166
,es_20200422180101523363,ref_24935570
,es_20200422180113040192,ref_12185076
,es_20200422180113040192,ref_22387997
,es_20200422180113040192,ref_32048619
,es_20200422180113040192,ref_31876361
,es_20200422180113040192,ref_28833375
,es_20200422180113040192,ref_30770433
,es_20200422180113040192,ref_29300189
,es_20200422180113040192,ref_28877060
,es_20200422180036871327,ref_31765735
,es_20200422180036871327,ref_20546121
,es_20200422180036871327,ref_32018224
,es_20200422180036871327,ref_30322068
,es_20200422180042872882,ref_24855209
,es_20200422180042872882,ref_12370315
,es_20200422180042872882,ref_32129900
,es_20200422180042872882,ref_31661572
,es_20200422180042872882,ref_26503699
,es_20200422180042872882,ref_31641231
,es_20200422180045438103,ref_30186748
,es_20200422180045438103,ref_17491588
,es_20200422180045438103,ref_31173190
,es_20200422180045438103,ref_23669039
,es_20200422180045438103,ref_29130934
,es_20200422180059171424,ref_31440117
,es_20200422180059171424,ref_23303139
,es_20200422180059171424,ref_30237864
,es_20200422180059171424,ref_27993876
,es_20200422180059171424,ref_32195970
,es_20200422180105327775,ref_29728611
,es_20200422180105327775,ref_28748479
,es_20200422180105327775,ref_26603901
,es_20200422180105327775,ref_27814372
,es_20200422180105327775,ref_27680683
,es_20200422180057020857,ref_22564439
,es_20200422180057020857,ref_28646617
,es_20200422180057020857,ref_21946352
,es_20200422180057020857,ref_30488581
,es_20200422180057020857,ref_16417579
,es_20200422180110542808,ref_30643249
,es_20200422180110542808,ref_22127921
,es_20200422180110542808,ref_25428382
,es_20200422180110542808,ref_21970955
,es_20200422180110542808,ref_31381561
,es_20200422180050066646,ref_12819390
,es_20200422180050066646,ref_30315244
,es_20200422180050066646,ref_29432179
,es_20200422180050066646,ref_19277990
,es_20200422180050066646,ref_31413636
,es_20200422180053995308,ref_29340079
,es_20200422180053995308,ref_29641288
,es_20200422180053995308,ref_28289272
,es_20200422180053995308,ref_14961121
,es_20200422180053995308,ref_29434033
,es_20200422180053995308,ref_31881864
,es_20200422180103356371,ref_29438014
,es_20200422180103356371,ref_31609649
,es_20200422180103356371,ref_24599592
,es_20200422180103356371,ref_31653770
,es_20200422180121824093,ref_28719467
,es_20200422180121824093,ref_31399258
,es_20200422180121824093,ref_29683819
,es_20200422180121824093,ref_22821932
,es_20200422180126820604,ref_32001672
,es_20200422180126820604,ref_23216836
,es_20200422180126820604,ref_31892982
,es_20200422180126820604,ref_32042099
,es_20200422180126820604,ref_31552188
,es_20200422180126820604,ref_31527824
,es_20200422180126820604,ref_32116289
,es_20200422180120380988,ref_24336504
,es_20200422180120380988,ref_15994916
,es_20200422180120380988,ref_29876001
,es_20200422180137404924,ref_25712475
,es_20200422180137404924,ref_25364462
,es_20200422180137404924,ref_30464498
,es_20200422180137404924,ref_29245899
,es_20200422180142232461,ref_21257761
,es_20200422180142232461,ref_31849696
,es_20200422180142232461,ref_30810839
,es_20200422180142232461,ref_17344846
,es_20200422180142232461,ref_18085994
,es_20200422180159692628,ref_21285145
,es_20200422180159692628,ref_30562755
,es_20200422180159692628,ref_21203981
,es_20200422180159692628,ref_27283171
,es_20200422180210805947,ref_18991062
,es_20200422180210805947,ref_26305432
,es_20200422180225723707,ref_24120142
,es_20200422180225723707,ref_21720365
,es_20200422180225723707,ref_15197399
,es_20200422180225723707,ref_20109491
,es_20200422180123827535,ref_19623182
,es_20200422180123827535,ref_27329675
,es_20200422180123827535,ref_29781368
,es_20200422180123827535,ref_26338797
,es_20200422180133829004,ref_32071436
,es_20200422180133829004,ref_29514782
,es_20200422180133829004,ref_25038584
,es_20200422180133829004,ref_28587062
,es_20200422180133829004,ref_32074595
,es_20200422180133829004,ref_32014901
,es_20200422180145909564,ref_30774378
,es_20200422180145909564,ref_19524571
,es_20200422180145909564,ref_22184064
,es_20200422180145909564,ref_27666310
,es_20200422180145909564,ref_29557391
,es_20200422180157108875,ref_31045890
,es_20200422180157108875,ref_22101766
,es_20200422180157108875,ref_32219034
,es_20200422180157108875,ref_30287093
,es_20200422180157108875,ref_28962832
,es_20200422180215448125,ref_29806708
,es_20200422180215448125,ref_30243936
,es_20200422180215448125,ref_30518628
,es_20200422180215448125,ref_32195018
,es_20200422180215448125,ref_29921407
,es_20200422181456507312,ref_28174424
,es_20200422181456507312,ref_25377469
,es_20200422181456507312,ref_23856527
,es_20200422180130342659,ref_31988312
,es_20200422180130342659,ref_23478333
,es_20200422180130342659,ref_29061914
,es_20200422180130342659,ref_29567880
,es_20200422180130342659,ref_16289418
,es_20200422180130342659,ref_17384650
,es_20200422180130342659,ref_26556430
,es_20200422180130342659,ref_17404574
,es_20200422180147912923,ref_30010043
,es_20200422180147912923,ref_28147323
,es_20200422180147912923,ref_25190083
,es_20200422180147912923,ref_26314551
,es_20200422180147912923,ref_22306263
,es_20200422180147912923,ref_21330321
,es_20200422180147912923,ref_32180898
,es_20200422180203136591,ref_24667177
,es_20200422180203136591,ref_31243347
,es_20200422180203136591,ref_22837180
,es_20200422180203136591,ref_30439646
,es_20200422180203136591,ref_16893456
,es_20200422180203136591,ref_28588275
,es_20200422180203136591,ref_28295012
,es_20200422180203136591,ref_30529193
,es_20200422180203136591,ref_27672238
,es_20200422180125491849,ref_23896584
,es_20200422180125491849,ref_29719587
,es_20200422180125491849,ref_30250044
,es_20200422180150867204,ref_30518629
,es_20200422180150867204,ref_17996375
,es_20200422180150867204,ref_27548916
,es_20200422180207985417,ref_26713736
,es_20200422180207985417,ref_11231586
,es_20200422180207985417,ref_26412324
,es_20200422180207985417,ref_21693523
,es_20200422180223418642,ref_27737960
,es_20200422180223418642,ref_15170388
,es_20200422180223418642,ref_29890703
,es_20200422180223418642,ref_25674384
,es_20200422180223418642,ref_28521285
,es_20200422180238317866,ref_26025939
,es_20200422180238317866,ref_15102433
,es_20200422180238317866,ref_31406474
,es_20200422180238317866,ref_31733040
,es_20200422180238317866,ref_25365225
,es_20200422180139229541,ref_31280432
,es_20200422180139229541,ref_28243117
,es_20200422180139229541,ref_21804607
,es_20200422180139229541,ref_27167192
,es_20200422180139229541,ref_26107252
,es_20200422180139229541,ref_30031129
,es_20200422180139229541,ref_31372985
,es_20200422180152801780,ref_25731779
,es_20200422180152801780,ref_31061094
,es_20200422180152801780,ref_30038711
,es_20200422180152801780,ref_30210625
,es_20200422180152801780,ref_31162284
,es_20200422180152801780,ref_15166229
,es_20200422180152801780,ref_30938880
,es_20200422180152801780,ref_30446652
,es_20200422180152801780,ref_30930742
,es_20200422180144352236,ref_20044606
,es_20200422180144352236,ref_24315690
,es_20200422180201337817,ref_11726277
,es_20200422180201337817,ref_22722201
,es_20200422180201337817,ref_28760853
,es_20200422180211782258,ref_28267437
,es_20200422180211782258,ref_31710966
,es_20200422180211782258,ref_19446321
,es_20200422180211782258,ref_31685947
,es_20200422180211782258,ref_30174446
,es_20200422180211782258,ref_29897294
,es_20200422180209662987,ref_29522715
,es_20200422180209662987,ref_16039987
,es_20200422180220790273,ref_17597067
,es_20200422180220790273,ref_15625115
,es_20200422180220790273,ref_28350098
,es_20200422180220790273,ref_29959202
,es_20200422180220790273,ref_19292886
,es_20200422180235754685,ref_27730400
,es_20200422180235754685,ref_23915006
,es_20200422180235754685,ref_23054001
,es_20200422180235754685,ref_26241709
,es_20200422180235754685,ref_28087639
,es_20200422180235754685,ref_21161269
,es_20200422180249896190,ref_28490045
,es_20200422180249896190,ref_30518629
,es_20200422180249896190,ref_22313597
,es_20200422180249896190,ref_10605625
,es_20200422180227465954,ref_29756208
,es_20200422180227465954,ref_32008206
,es_20200422180227465954,ref_25344691
,es_20200422180227465954,ref_32092099
,es_20200422180227465954,ref_31286874
,es_20200422180227465954,ref_25460271
,es_20200422180230547164,ref_31805999
,es_20200422180230547164,ref_28345455
,es_20200422180230547164,ref_31072725
,es_20200422180230547164,ref_25113440
,es_20200422180230547164,ref_30208623
,es_20200422180230547164,ref_31914388
,es_20200422180230547164,ref_19478061
,es_20200422180230547164,ref_31041642
,es_20200422180244769854,ref_12799427
,es_20200422180244769854,ref_31022319
,es_20200422180244769854,ref_31447564
,es_20200422180244769854,ref_27872498
,es_20200422180244769854,ref_29466156
,es_20200422180244769854,ref_23185413
,es_20200422180244769854,ref_27016798
,es_20200422180247934476,ref_30723300
,es_20200422180247934476,ref_30552129
,es_20200422180247934476,ref_24362264
,es_20200422180247934476,ref_16908182
,es_20200422180247934476,ref_10601024
,es_20200422180307946809,ref_16453285
,es_20200422180307946809,ref_31049278
,es_20200422180307946809,ref_30068707
,es_20200422180307946809,ref_32044043
,es_20200422180234306749,ref_30171027
,es_20200422180234306749,ref_31218100
,es_20200422180234306749,ref_29879430
,es_20200422180240702028,ref_28187440
,es_20200422180240702028,ref_29037854
,es_20200422180240702028,ref_20929870
,es_20200422180240702028,ref_29735403
,es_20200422180255512008,ref_30670441
,es_20200422180255512008,ref_21536738
,es_20200422180255512008,ref_21892159
,es_20200422180255512008,ref_30154115
,es_20200422180251738224,ref_26980036
,es_20200422180251738224,ref_24550739
,es_20200422180251738224,ref_24769077
,es_20200422180251738224,ref_24705316
,es_20200422180305953532,ref_31277415
,es_20200422180305953532,ref_22207895
,es_20200422180305953532,ref_26757421
,es_20200422180305953532,ref_10713699
,es_20200422180317499486,ref_30098202
,es_20200422180317499486,ref_11001876
,es_20200422180317499486,ref_29466156
,es_20200422180329048174,ref_30987032
,es_20200422180329048174,ref_29633253
,es_20200422180329048174,ref_14684736
,es_20200422180329048174,ref_18216018
,es_20200422181513505784,ref_22474485
,es_20200422181513505784,ref_16951326
,es_20200422181518226667,ref_31102428
,es_20200422181518226667,ref_23911524
,es_20200422180257491973,ref_18771919
,es_20200422180257491973,ref_28683311
,es_20200422180257491973,ref_29040713
,es_20200422180257491973,ref_23398123
,es_20200422180301020768,ref_25204415
,es_20200422180301020768,ref_21119216
,es_20200422180313951945,ref_28986867
,es_20200422180313951945,ref_22291485
,es_20200422180313951945,ref_30544257
,es_20200422180313951945,ref_24739903
,es_20200422180313951945,ref_21499247
,es_20200422180313951945,ref_26681223
,es_20200422180313951945,ref_27659111
,es_20200422180302045766,ref_29602637
,es_20200422180302045766,ref_29408622
,es_20200422180302045766,ref_29115549
,es_20200422180302045766,ref_32079343
,es_20200422180302045766,ref_10090408
,es_20200422180302045766,ref_20096807
,es_20200422180311778508,ref_25204415
,es_20200422180311778508,ref_25043309
,es_20200422180311778508,ref_17885682
,es_20200422180311778508,ref_11607843
,es_20200422180311778508,ref_21236256
,es_20200422180324353650,ref_32152317
,es_20200422180324353650,ref_32122281
,es_20200422180324353650,ref_16987884
,es_20200422180324353650,ref_17361230
,es_20200422180324353650,ref_32019476
,es_20200422181458151982,ref_21220749
,es_20200422181458151982,ref_31774112
,es_20200422181458151982,ref_27717503
,es_20200422180310157532,ref_28377489
,es_20200422180310157532,ref_32199279
,es_20200422180310157532,ref_27107001
,es_20200422180322978376,ref_28267077
,es_20200422180322978376,ref_29649976
,es_20200422180322978376,ref_26682762
,es_20200422181502029794,ref_26885690
,es_20200422181502029794,ref_15900302
,es_20200422181502029794,ref_22789541
,es_20200422180318843620,ref_31575540
,es_20200422180318843620,ref_26450751
,es_20200422180318843620,ref_32111983
,es_20200422180318843620,ref_25950492
,es_20200422180318843620,ref_32154250
,es_20200422180318843620,ref_30815392
,es_20200422180318843620,ref_24728076
,es_20200422180318843620,ref_26308386
,es_20200422180318843620,ref_31718608
,es_20200422180327009969,ref_18579750
,es_20200422180327009969,ref_26805820
,es_20200422180327009969,ref_23029054
,es_20200422180327009969,ref_31999033
,es_20200422181500133924,ref_31781843
,es_20200422181500133924,ref_30382166
,es_20200422181500133924,ref_28776578
,es_20200422180330730922,ref_25504435
,es_20200422180330730922,ref_30206226
,es_20200422180330730922,ref_31972666
,es_20200422180330730922,ref_28222172
,es_20200427105937999000,ref_28780023
,es_20200427105937999000,ref_28232325
,es_20200506154701333000,ref_23454242
,es_20200506154701333000,ref_31214504
,es_20200506154701333000,ref_16580887
,es_20200507132556962000,ref_25326665
,es_20200507132556962000,ref_17471238
,es_20200422180332888972,ref_25068996
,es_20200422180332888972,ref_23054116
,es_20200422180332888972,ref_22249132
,es_20200422180332888972,ref_30266815
,es_20200422180332888972,ref_21305641
,es_20200422180332888972,ref_25287128
,es_20200422180332888972,ref_31815181
,es_20200422180332888972,ref_24715097
,es_20200422181507373796,ref_23264908
,es_20200422181507373796,ref_15886117
,es_20200422181511640585,ref_26507128
,es_20200422181515591881,ref_15067037
,es_20200422181528219734,ref_14559844
,es_20200422181528219734,ref_15715909
,es_20200422181508203069,ref_24551119
,es_20200422181508203069,ref_25695955
,es_20200422181512181728,ref_30546360
,es_20200422181512181728,ref_29118010
,es_20200422181512181728,ref_30012853
,es_20200422181516124312,ref_18405323
,es_20200422181510251825,ref_26507128
,es_20200422181516774035,ref_17678538
,es_20200422181505782859,ref_15713798
,es_20200422181505782859,ref_30546369
,es_20200422181505782859,ref_26205583
,es_20200422181510766316,ref_12215456
,es_20200422181510766316,ref_26507128
,es_20200422181514567358,ref_30265161
,es_20200422181514567358,ref_19426221
,es_20200422181503597374,ref_15995708
,es_20200422181503597374,ref_23408426
,es_20200422181503597374,ref_23938203
,es_20200422181505072891,ref_31383967
,es_20200422181509226103,ref_30565239
,es_20200422181509226103,ref_28102259
,es_20200422181517572464,ref_30387832
,es_20200422181530701824,ref_26325034
,es_20200422181530701824,ref_27249753
,es_20200422181530701824,ref_23748107
,es_20200422181530701824,ref_28102259
,es_20200422181530701824,ref_30565239
,es_20200422181540319695,ref_29914571
,es_20200422181540319695,ref_30006565
,es_20200422181519644082,ref_22186992
,es_20200422181519644082,ref_30065206
,es_20200422181536452019,ref_30319622
,es_20200422181536452019,ref_22850671
,es_20200422181538979515,ref_12914753
,es_20200422181552678279,ref_28258692
,es_20200422181552678279,ref_29900067
,es_20200422181552678279,ref_29439955
,es_20200423071759608154,ref_23264908
,es_20200423071759608154,ref_15886117
,es_20200423071806954768,ref_30012853
,es_20200423071806954768,ref_30546360
,es_20200423071806954768,ref_29118010
,es_20200423071815372579,ref_22186992
,es_20200423071815372579,ref_30065206
,es_20200423071820921272,ref_22652417
,es_20200423071829387375,ref_25157255
,es_20200423071829387375,ref_29413421
,es_20200423071829387375,ref_26378585
,es_20200423071853291239,ref_30696809
,es_20200422181534015861,ref_22652417
,es_20200422181543686655,ref_29669300
,es_20200422181550421797,ref_18424693
,es_20200422181550421797,ref_24076584
,es_20200422181558968402,ref_30588194
,es_20200422181558968402,ref_29656892
,es_20200422181524048834,ref_30122941
,es_20200422181524048834,ref_22936067
,es_20200422181524048834,ref_15715909
,es_20200422181539675762,ref_17942531
,es_20200422181542537415,ref_21924928
,es_20200422181542537415,ref_28320875
,es_20200422181547201905,ref_29413421
,es_20200422181547201905,ref_25157255
,es_20200422181547201905,ref_26378585
,es_20200422181541439936,ref_30784578
,es_20200422181541439936,ref_17360565
,es_20200422181545746204,ref_11973139
,es_20200422181545746204,ref_10549624
,es_20200422181545746204,ref_31634400
,es_20200422181548581036,ref_30336781
,es_20200422181548581036,ref_30402328
,es_20200422181548581036,ref_16728393
,es_20200422181544353732,ref_24825777
,es_20200422181544353732,ref_31733828
,es_20200422181620314176,ref_30696809
,es_20200422181641621008,ref_29484738
,es_20200422181641621008,ref_27726761
,es_20200422181641621008,ref_30585274
,es_20200513105933958000,ref_23079656
,es_20200422181551577541,ref_18083576
,es_20200422181551577541,ref_10023772
,es_20200422181601811139,ref_28300603
,es_20200422181601811139,ref_12209610
,es_20200422181601811139,ref_22842486
,es_20200422181555852031,ref_29763778
,es_20200422181555852031,ref_28300603
,es_20200422181555852031,ref_28459460
,es_20200422181555852031,ref_30498011
,es_20200422181608254489,ref_26755705
,es_20200422181608635552,ref_29855615
,es_20200422181608635552,ref_26755705
,es_20200422181603899214,ref_19687518
,es_20200422181603899214,ref_11225995
,es_20200422181617322044,ref_27276714
,es_20200422181617322044,ref_25363656
,es_20200422181617322044,ref_30186454
,es_20200422181646888236,ref_15326137
,es_20200422181605862101,ref_15047845
,es_20200422181605862101,ref_21992152
,es_20200422181611798853,ref_26432723
,es_20200422181611798853,ref_11224527
,es_20200422181611798853,ref_28018338
,es_20200422181619795544,ref_10761931
,es_20200422181630133528,ref_26929371
,es_20200422181630133528,ref_16737960
,es_20200422181630133528,ref_25599397
,es_20200422181630133528,ref_31778653
,es_20200422181630133528,ref_25297876
,es_20200422181630133528,ref_29155428
,es_20200422181630133528,ref_17932028
,es_20200422181630133528,ref_23520111
,es_20200422181614865497,ref_15194502
,es_20200422181614865497,ref_28730595
,es_20200422181639256886,ref_23857366
,es_20200422181639256886,ref_11564765
,es_20200422181639256886,ref_17932028
,es_20200422181621997306,ref_19011627
,es_20200422181621997306,ref_25465800
,es_20200422181647603181,ref_28092803
,es_20200422181647603181,ref_26215166
,es_20200423071853864985,ref_25465800
,es_20200423071853864985,ref_19011627
,es_20200423071858015096,ref_17932028
,es_20200507152157613000,ref_31284662
,es_20200507152157613000,ref_16756500
,es_20200508090839875000,ref_19506249
,es_20200508090839875000,ref_30086464
,es_20200528142256109000,ref_30096791
,es_20200528142256109000,ref_23868062
,es_2020052914525908000,ref_27320729
,es_20200422181626332693,ref_28374903
,es_20200422181626332693,ref_28620298
,es_20200422181644419387,ref_22017438
,es_20200422181644419387,ref_21920726
,es_20200422181649125416,ref_28092803
,es_20200422181649125416,ref_26215166
,es_20200423071751127265,ref_21220749
,es_20200423071751127265,ref_31774112
,es_20200423071751127265,ref_27717503
,es_20200422181635418713,ref_17932028
,es_20200422181635418713,ref_23520111
,es_20200423071752503213,ref_28776578
