field,editDate,editorId,graph_id
synonyms_jax_gene_8644,2020-06-04-11-54-58-948109,user_20200422163431232329,esl_20200604115458948109
synonyms_jax_gene_5144,2020-06-04-11-54-58-948139,user_20200422163431232329,esl_20200604115458948139
synonyms_jax_gene_2475,2020-06-04-11-54-58-948167,user_20200422163431232329,esl_20200604115458948167
synonyms_jax_gene_5133,2020-06-04-11-54-58-948196,user_20200422163431232329,esl_20200604115458948196
synonyms_jax_gene_5563,2020-06-04-11-54-58-948226,user_20200422163431232329,esl_20200604115458948226
synonyms_jax_gene_8351,2020-06-04-11-54-58-948252,user_20200422163431232329,esl_20200604115458948252
synonyms_jax_gene_953,2020-06-04-11-54-58-948287,user_20200422163431232329,esl_20200604115458948287
synonyms_jax_gene_4352,2020-06-04-11-54-58-948313,user_20200422163431232329,esl_20200604115458948313
synonyms_jax_gene_5426,2020-06-04-11-54-58-948368,user_20200422163431232329,esl_20200604115458948368
synonyms_jax_gene_80114,2020-06-04-11-54-58-948396,user_20200422163431232329,esl_20200604115458948396
synonyms_jax_gene_9188,2020-06-04-11-54-58-948421,user_20200422163431232329,esl_20200604115458948421
synonyms_jax_gene_3993,2020-06-04-11-54-58-948448,user_20200422163431232329,esl_20200604115458948448
synonyms_jax_gene_861,2020-06-04-11-54-58-948474,user_20200422163431232329,esl_20200604115458948474
synonyms_jax_gene_3839,2020-06-04-11-54-58-948505,user_20200422163431232329,esl_20200604115458948505
synonyms_jax_gene_4217,2020-06-04-11-54-58-948533,user_20200422163431232329,esl_20200604115458948533
synonyms_jax_gene_100101467,2020-06-04-11-54-58-948559,user_20200422163431232329,esl_20200604115458948559
synonyms_jax_gene_3481,2020-06-04-11-54-58-948585,user_20200422163431232329,esl_20200604115458948585
synonyms_jax_gene_27,2020-06-04-11-54-58-948612,user_20200422163431232329,esl_20200604115458948612
synonyms_jax_gene_3643,2020-06-04-11-54-58-948636,user_20200422163431232329,esl_20200604115458948636
synonyms_jax_gene_2547,2020-06-04-11-54-58-948660,user_20200422163431232329,esl_20200604115458948660
synonyms_jax_gene_79970,2020-06-04-11-54-58-948689,user_20200422163431232329,esl_20200604115458948689
synonyms_jax_gene_6046,2020-06-04-11-54-58-948712,user_20200422163431232329,esl_20200604115458948712
synonyms_jax_gene_26127,2020-06-04-11-54-58-948743,user_20200422163431232329,esl_20200604115458948743
synonyms_jax_gene_6729,2020-06-04-11-54-58-948768,user_20200422163431232329,esl_20200604115458948768
synonyms_jax_gene_973,2020-06-04-11-54-58-948792,user_20200422163431232329,esl_20200604115458948792
synonyms_jax_gene_9833,2020-06-04-11-54-58-948816,user_20200422163431232329,esl_20200604115458948816
synonyms_jax_gene_1500,2020-06-04-11-54-58-948839,user_20200422163431232329,esl_20200604115458948839
synonyms_jax_gene_135,2020-06-04-11-54-58-948871,user_20200422163431232329,esl_20200604115458948871
synonyms_jax_gene_6416,2020-06-04-11-54-58-948896,user_20200422163431232329,esl_20200604115458948896
synonyms_jax_gene_6103,2020-06-04-11-54-58-948930,user_20200422163431232329,esl_20200604115458948930
synonyms_jax_gene_6752,2020-06-04-11-54-58-948961,user_20200422163431232329,esl_20200604115458948961
synonyms_jax_gene_5693,2020-06-04-11-54-58-948983,user_20200422163431232329,esl_20200604115458948983
synonyms_jax_gene_898,2020-06-04-11-54-58-949008,user_20200422163431232329,esl_20200604115458949008
synonyms_jax_gene_9126,2020-06-04-11-54-58-949033,user_20200422163431232329,esl_20200604115458949033
synonyms_jax_gene_999999991,2020-06-04-11-54-58-949061,user_20200422163431232329,esl_20200604115458949061
synonyms_jax_gene_90417,2020-06-04-11-54-58-949086,user_20200422163431232329,esl_20200604115458949086
synonyms_jax_gene_171023,2020-06-04-11-54-58-949113,user_20200422163431232329,esl_20200604115458949113
synonyms_jax_gene_10957,2020-06-04-11-54-58-949138,user_20200422163431232329,esl_20200604115458949138
synonyms_jax_gene_92241,2020-06-04-11-54-58-949164,user_20200422163431232329,esl_20200604115458949164
synonyms_jax_gene_5914,2020-06-04-11-54-58-949188,user_20200422163431232329,esl_20200604115458949188
synonyms_jax_gene_10111,2020-06-04-11-54-58-949213,user_20200422163431232329,esl_20200604115458949213
synonyms_jax_gene_1111,2020-06-04-11-54-58-949238,user_20200422163431232329,esl_20200604115458949238
synonyms_jax_gene_174,2020-06-04-11-54-58-949264,user_20200422163431232329,esl_20200604115458949264
synonyms_jax_gene_2044,2020-06-04-11-54-58-949291,user_20200422163431232329,esl_20200604115458949291
synonyms_jax_gene_4485,2020-06-04-11-54-58-949319,user_20200422163431232329,esl_20200604115458949319
synonyms_jax_gene_8019,2020-06-04-11-54-58-949347,user_20200422163431232329,esl_20200604115458949347
synonyms_jax_gene_70,2020-06-04-11-54-58-949371,user_20200422163431232329,esl_20200604115458949371
synonyms_jax_gene_4893,2020-06-04-11-54-58-949398,user_20200422163431232329,esl_20200604115458949398
synonyms_jax_gene_5781,2020-06-04-11-54-58-949429,user_20200422163431232329,esl_20200604115458949429
synonyms_jax_gene_3205,2020-06-04-11-54-58-949463,user_20200422163431232329,esl_20200604115458949463
synonyms_jax_gene_1185,2020-06-04-11-54-58-949491,user_20200422163431232329,esl_20200604115458949491
synonyms_jax_gene_51667,2020-06-04-11-54-58-949515,user_20200422163431232329,esl_20200604115458949515
synonyms_jax_gene_1490,2020-06-04-11-54-58-949540,user_20200422163431232329,esl_20200604115458949540
synonyms_jax_gene_80381,2020-06-04-11-54-58-949567,user_20200422163431232329,esl_20200604115458949567
synonyms_jax_gene_5294,2020-06-04-11-54-58-949614,user_20200422163431232329,esl_20200604115458949614
synonyms_jax_gene_55599,2020-06-04-11-54-58-949647,user_20200422163431232329,esl_20200604115458949647
synonyms_jax_gene_5129,2020-06-04-11-54-58-949687,user_20200422163431232329,esl_20200604115458949687
synonyms_jax_gene_5579,2020-06-04-11-54-58-949716,user_20200422163431232329,esl_20200604115458949716
synonyms_jax_gene_51535,2020-06-04-11-54-58-949745,user_20200422163431232329,esl_20200604115458949745
synonyms_jax_gene_2101,2020-06-04-11-54-58-949771,user_20200422163431232329,esl_20200604115458949771
synonyms_jax_gene_676,2020-06-04-11-54-58-949799,user_20200422163431232329,esl_20200604115458949799
synonyms_jax_gene_79858,2020-06-04-11-54-58-949824,user_20200422163431232329,esl_20200604115458949824
synonyms_jax_gene_2253,2020-06-04-11-54-58-949846,user_20200422163431232329,esl_20200604115458949846
synonyms_jax_gene_5217,2020-06-04-11-54-58-949874,user_20200422163431232329,esl_20200604115458949874
synonyms_jax_gene_6093,2020-06-04-11-54-58-949898,user_20200422163431232329,esl_20200604115458949898
synonyms_jax_gene_1613,2020-06-04-11-54-58-949923,user_20200422163431232329,esl_20200604115458949923
synonyms_jax_gene_4780,2020-06-04-11-54-58-949948,user_20200422163431232329,esl_20200604115458949948
synonyms_jax_gene_2195,2020-06-04-11-54-58-949975,user_20200422163431232329,esl_20200604115458949975
synonyms_jax_gene_25766,2020-06-04-11-54-58-950002,user_20200422163431232329,esl_20200604115458950002
synonyms_jax_gene_201163,2020-06-04-11-54-58-950025,user_20200422163431232329,esl_20200604115458950025
synonyms_jax_gene_90342,2020-06-04-11-54-58-950051,user_20200422163431232329,esl_20200604115458950051
synonyms_jax_gene_1994,2020-06-04-11-54-58-950074,user_20200422163431232329,esl_20200604115458950074
synonyms_jax_gene_55872,2020-06-04-11-54-58-950101,user_20200422163431232329,esl_20200604115458950101
synonyms_jax_gene_283008,2020-06-04-11-54-58-950129,user_20200422163431232329,esl_20200604115458950129
synonyms_jax_gene_3815,2020-06-04-11-54-58-950152,user_20200422163431232329,esl_20200604115458950152
synonyms_jax_gene_51562,2020-06-04-11-54-58-950179,user_20200422163431232329,esl_20200604115458950179
synonyms_jax_gene_5892,2020-06-04-11-54-58-950202,user_20200422163431232329,esl_20200604115458950202
synonyms_jax_gene_2068,2020-06-04-11-54-58-950231,user_20200422163431232329,esl_20200604115458950231
synonyms_jax_gene_10594,2020-06-04-11-54-58-950286,user_20200422163431232329,esl_20200604115458950286
synonyms_jax_gene_2984,2020-06-04-11-54-58-950337,user_20200422163431232329,esl_20200604115458950337
synonyms_jax_gene_3383,2020-06-04-11-54-58-950367,user_20200422163431232329,esl_20200604115458950367
synonyms_jax_gene_8936,2020-06-04-11-54-58-950392,user_20200422163431232329,esl_20200604115458950392
synonyms_jax_gene_2992,2020-06-04-11-54-58-950419,user_20200422163431232329,esl_20200604115458950419
synonyms_jax_gene_7010,2020-06-04-11-54-58-950443,user_20200422163431232329,esl_20200604115458950443
synonyms_jax_gene_5884,2020-06-04-11-54-58-950472,user_20200422163431232329,esl_20200604115458950472
synonyms_jax_gene_4915,2020-06-04-11-54-58-950499,user_20200422163431232329,esl_20200604115458950499
synonyms_jax_gene_7913,2020-06-04-11-54-58-950527,user_20200422163431232329,esl_20200604115458950527
synonyms_jax_gene_5754,2020-06-04-11-54-58-950551,user_20200422163431232329,esl_20200604115458950551
synonyms_jax_gene_5241,2020-06-04-11-54-58-950575,user_20200422163431232329,esl_20200604115458950575
synonyms_jax_gene_5187,2020-06-04-11-54-58-950600,user_20200422163431232329,esl_20200604115458950600
synonyms_jax_gene_5580,2020-06-04-11-54-58-950625,user_20200422163431232329,esl_20200604115458950625
synonyms_jax_gene_23132,2020-06-04-11-54-58-950653,user_20200422163431232329,esl_20200604115458950653
synonyms_jax_gene_7293,2020-06-04-11-54-58-950679,user_20200422163431232329,esl_20200604115458950679
synonyms_jax_gene_11014,2020-06-04-11-54-58-950706,user_20200422163431232329,esl_20200604115458950706
synonyms_jax_gene_8218,2020-06-04-11-54-58-950731,user_20200422163431232329,esl_20200604115458950731
synonyms_jax_gene_4000,2020-06-04-11-54-58-950757,user_20200422163431232329,esl_20200604115458950757
synonyms_jax_gene_54664,2020-06-04-11-54-58-950798,user_20200422163431232329,esl_20200604115458950798
synonyms_jax_gene_637,2020-06-04-11-54-58-950822,user_20200422163431232329,esl_20200604115458950822
synonyms_jax_gene_5979,2020-06-04-11-54-58-950845,user_20200422163431232329,esl_20200604115458950845
synonyms_jax_gene_4684,2020-06-04-11-54-58-950876,user_20200422163431232329,esl_20200604115458950876
synonyms_jax_gene_79727,2020-06-04-11-54-58-950901,user_20200422163431232329,esl_20200604115458950901
synonyms_jax_gene_23164,2020-06-04-11-54-58-950929,user_20200422163431232329,esl_20200604115458950929
synonyms_jax_gene_6753,2020-06-04-11-54-58-950957,user_20200422163431232329,esl_20200604115458950957
synonyms_jax_gene_375,2020-06-04-11-54-58-950983,user_20200422163431232329,esl_20200604115458950983
synonyms_jax_gene_57674,2020-06-04-11-54-58-951006,user_20200422163431232329,esl_20200604115458951006
synonyms_jax_gene_3792,2020-06-04-11-54-58-951035,user_20200422163431232329,esl_20200604115458951035
synonyms_jax_gene_27063,2020-06-04-11-54-58-951060,user_20200422163431232329,esl_20200604115458951060
synonyms_jax_gene_374,2020-06-04-11-54-58-951089,user_20200422163431232329,esl_20200604115458951089
synonyms_jax_gene_85414,2020-06-04-11-54-58-951116,user_20200422163431232329,esl_20200604115458951116
synonyms_jax_gene_8074,2020-06-04-11-54-58-951146,user_20200422163431232329,esl_20200604115458951146
synonyms_jax_gene_9721,2020-06-04-11-54-58-951175,user_20200422163431232329,esl_20200604115458951175
synonyms_jax_gene_7046,2020-06-04-11-54-58-951199,user_20200422163431232329,esl_20200604115458951199
synonyms_jax_gene_149499,2020-06-04-11-54-58-951237,user_20200422163431232329,esl_20200604115458951237
synonyms_jax_gene_23308,2020-06-04-11-54-58-951261,user_20200422163431232329,esl_20200604115458951261
synonyms_jax_gene_5094,2020-06-04-11-54-58-951305,user_20200422163431232329,esl_20200604115458951305
synonyms_jax_gene_10891,2020-06-04-11-54-58-951334,user_20200422163431232329,esl_20200604115458951334
synonyms_jax_gene_10038,2020-06-04-11-54-58-951364,user_20200422163431232329,esl_20200604115458951364
synonyms_jax_gene_6895,2020-06-04-11-54-58-951393,user_20200422163431232329,esl_20200604115458951393
synonyms_jax_gene_80705,2020-06-04-11-54-58-951419,user_20200422163431232329,esl_20200604115458951419
synonyms_jax_gene_5493,2020-06-04-11-54-58-951445,user_20200422163431232329,esl_20200604115458951445
synonyms_jax_gene_765,2020-06-04-11-54-58-951467,user_20200422163431232329,esl_20200604115458951467
synonyms_jax_gene_6657,2020-06-04-11-54-58-951491,user_20200422163431232329,esl_20200604115458951491
synonyms_jax_gene_3394,2020-06-04-11-54-58-951516,user_20200422163431232329,esl_20200604115458951516
synonyms_jax_gene_1080,2020-06-04-11-54-58-951544,user_20200422163431232329,esl_20200604115458951544
synonyms_jax_gene_2069,2020-06-04-11-54-58-951589,user_20200422163431232329,esl_20200604115458951589
synonyms_jax_gene_7292,2020-06-04-11-54-58-951617,user_20200422163431232329,esl_20200604115458951617
synonyms_jax_gene_10983,2020-06-04-11-54-58-951652,user_20200422163431232329,esl_20200604115458951652
synonyms_jax_gene_346288,2020-06-04-11-54-58-951678,user_20200422163431232329,esl_20200604115458951678
synonyms_jax_gene_5169,2020-06-04-11-54-58-951703,user_20200422163431232329,esl_20200604115458951703
synonyms_jax_gene_154881,2020-06-04-11-54-58-951731,user_20200422163431232329,esl_20200604115458951731
synonyms_jax_gene_80139,2020-06-04-11-54-58-951755,user_20200422163431232329,esl_20200604115458951755
synonyms_jax_gene_5885,2020-06-04-11-54-58-951802,user_20200422163431232329,esl_20200604115458951802
synonyms_jax_gene_25858,2020-06-04-11-54-58-951837,user_20200422163431232329,esl_20200604115458951837
synonyms_jax_gene_4017,2020-06-04-11-54-58-951862,user_20200422163431232329,esl_20200604115458951862
synonyms_jax_gene_4851,2020-06-04-11-54-58-951887,user_20200422163431232329,esl_20200604115458951887
synonyms_jax_gene_3678,2020-06-04-11-54-58-951914,user_20200422163431232329,esl_20200604115458951914
synonyms_jax_gene_3551,2020-06-04-11-54-58-951957,user_20200422163431232329,esl_20200604115458951957
synonyms_jax_gene_285,2020-06-04-11-54-58-951988,user_20200422163431232329,esl_20200604115458951988
synonyms_jax_gene_3662,2020-06-04-11-54-58-952013,user_20200422163431232329,esl_20200604115458952013
synonyms_jax_gene_4914,2020-06-04-11-54-58-952040,user_20200422163431232329,esl_20200604115458952040
synonyms_jax_gene_55170,2020-06-04-11-54-58-952069,user_20200422163431232329,esl_20200604115458952069
synonyms_jax_gene_1995,2020-06-04-11-54-58-952093,user_20200422163431232329,esl_20200604115458952093
synonyms_jax_gene_6929,2020-06-04-11-54-58-952119,user_20200422163431232329,esl_20200604115458952119
synonyms_jax_gene_4781,2020-06-04-11-54-58-952149,user_20200422163431232329,esl_20200604115458952149
synonyms_jax_gene_3802,2020-06-04-11-54-58-952181,user_20200422163431232329,esl_20200604115458952181
synonyms_jax_gene_54331,2020-06-04-11-54-58-952212,user_20200422163431232329,esl_20200604115458952212
synonyms_jax_gene_5893,2020-06-04-11-54-58-952234,user_20200422163431232329,esl_20200604115458952234
synonyms_jax_gene_2194,2020-06-04-11-54-58-952256,user_20200422163431232329,esl_20200604115458952256
synonyms_jax_gene_677,2020-06-04-11-54-58-952282,user_20200422163431232329,esl_20200604115458952282
synonyms_jax_gene_25788,2020-06-04-11-54-58-952312,user_20200422163431232329,esl_20200604115458952312
synonyms_jax_gene_4105,2020-06-04-11-54-58-952335,user_20200422163431232329,esl_20200604115458952335
synonyms_jax_gene_5578,2020-06-04-11-54-58-952362,user_20200422163431232329,esl_20200604115458952362
synonyms_jax_gene_5128,2020-06-04-11-54-58-952391,user_20200422163431232329,esl_20200604115458952391
synonyms_jax_gene_114876,2020-06-04-11-54-58-952416,user_20200422163431232329,esl_20200604115458952416
synonyms_jax_gene_3785,2020-06-04-11-54-58-952442,user_20200422163431232329,esl_20200604115458952442
synonyms_jax_gene_2252,2020-06-04-11-54-58-952471,user_20200422163431232329,esl_20200604115458952471
synonyms_jax_gene_4892,2020-06-04-11-54-58-952496,user_20200422163431232329,esl_20200604115458952496
synonyms_jax_gene_6790,2020-06-04-11-54-58-952519,user_20200422163431232329,esl_20200604115458952519
synonyms_jax_gene_2045,2020-06-04-11-54-58-952550,user_20200422163431232329,esl_20200604115458952550
synonyms_jax_gene_3654,2020-06-04-11-54-58-952576,user_20200422163431232329,esl_20200604115458952576
synonyms_jax_gene_22919,2020-06-04-11-54-58-952623,user_20200422163431232329,esl_20200604115458952623
synonyms_jax_gene_80380,2020-06-04-11-54-58-952647,user_20200422163431232329,esl_20200604115458952647
synonyms_jax_gene_256646,2020-06-04-11-54-58-952678,user_20200422163431232329,esl_20200604115458952678
synonyms_jax_gene_5295,2020-06-04-11-54-58-952703,user_20200422163431232329,esl_20200604115458952703
synonyms_jax_gene_2100,2020-06-04-11-54-58-952731,user_20200422163431232329,esl_20200604115458952731
synonyms_jax_gene_972,2020-06-04-11-54-58-952760,user_20200422163431232329,esl_20200604115458952760
synonyms_jax_gene_2803,2020-06-04-11-54-58-952788,user_20200422163431232329,esl_20200604115458952788
synonyms_jax_gene_26022,2020-06-04-11-54-58-952816,user_20200422163431232329,esl_20200604115458952816
synonyms_jax_gene_899,2020-06-04-11-54-58-952839,user_20200422163431232329,esl_20200604115458952839
synonyms_jax_gene_2854,2020-06-04-11-54-58-952864,user_20200422163431232329,esl_20200604115458952864
synonyms_jax_gene_933,2020-06-04-11-54-58-952887,user_20200422163431232329,esl_20200604115458952887
synonyms_jax_gene_8761,2020-06-04-11-54-58-952912,user_20200422163431232329,esl_20200604115458952912
synonyms_jax_gene_1956,2020-06-04-11-54-58-952938,user_20200422163431232329,esl_20200604115458952938
synonyms_jax_gene_6401,2020-06-04-11-54-58-952966,user_20200422163431232329,esl_20200604115458952966
synonyms_jax_gene_144100,2020-06-04-11-54-58-952994,user_20200422163431232329,esl_20200604115458952994
synonyms_jax_gene_1540,2020-06-04-11-54-58-953016,user_20200422163431232329,esl_20200604115458953016
synonyms_jax_gene_84678,2020-06-04-11-54-58-953049,user_20200422163431232329,esl_20200604115458953049
synonyms_jax_gene_572,2020-06-04-11-54-58-953077,user_20200422163431232329,esl_20200604115458953077
synonyms_jax_gene_7586,2020-06-04-11-54-58-953101,user_20200422163431232329,esl_20200604115458953101
synonyms_jax_gene_1452,2020-06-04-11-54-58-953129,user_20200422163431232329,esl_20200604115458953129
synonyms_jax_gene_3480,2020-06-04-11-54-58-953173,user_20200422163431232329,esl_20200604115458953173
synonyms_jax_gene_358,2020-06-04-11-54-58-953200,user_20200422163431232329,esl_20200604115458953200
synonyms_jax_gene_3479,2020-06-04-11-54-58-953225,user_20200422163431232329,esl_20200604115458953225
synonyms_jax_gene_3091,2020-06-04-11-54-58-953252,user_20200422163431232329,esl_20200604115458953252
synonyms_jax_gene_5562,2020-06-04-11-54-58-953283,user_20200422163431232329,esl_20200604115458953283
synonyms_jax_gene_952,2020-06-04-11-54-58-953307,user_20200422163431232329,esl_20200604115458953307
synonyms_jax_gene_415116,2020-06-04-11-54-58-953332,user_20200422163431232329,esl_20200604115458953332
synonyms_jax_gene_1385,2020-06-04-11-54-58-953355,user_20200422163431232329,esl_20200604115458953355
synonyms_jax_gene_6801,2020-06-04-11-54-58-953380,user_20200422163431232329,esl_20200604115458953380
synonyms_jax_gene_4216,2020-06-04-11-54-58-953405,user_20200422163431232329,esl_20200604115458953405
synonyms_jax_gene_23261,2020-06-04-11-54-58-953433,user_20200422163431232329,esl_20200604115458953433
synonyms_jax_gene_57120,2020-06-04-11-54-58-953456,user_20200422163431232329,esl_20200604115458953456
synonyms_jax_gene_2268,2020-06-04-11-54-58-953502,user_20200422163431232329,esl_20200604115458953502
synonyms_jax_gene_57823,2020-06-04-11-54-58-953535,user_20200422163431232329,esl_20200604115458953535
synonyms_jax_gene_100302192,2020-06-04-11-54-58-953562,user_20200422163431232329,esl_20200604115458953562
synonyms_jax_gene_5903,2020-06-04-11-54-58-953596,user_20200422163431232329,esl_20200604115458953596
synonyms_jax_gene_3707,2020-06-04-11-54-58-953625,user_20200422163431232329,esl_20200604115458953625
synonyms_jax_gene_925,2020-06-04-11-54-58-953653,user_20200422163431232329,esl_20200604115458953653
synonyms_jax_gene_5796,2020-06-04-11-54-58-953678,user_20200422163431232329,esl_20200604115458953678
synonyms_jax_gene_23373,2020-06-04-11-54-58-953702,user_20200422163431232329,esl_20200604115458953702
synonyms_jax_gene_1106,2020-06-04-11-54-58-953749,user_20200422163431232329,esl_20200604115458953749
synonyms_jax_gene_10413,2020-06-04-11-54-58-953774,user_20200422163431232329,esl_20200604115458953774
synonyms_jax_gene_388585,2020-06-04-11-54-58-953802,user_20200422163431232329,esl_20200604115458953802
synonyms_jax_gene_7528,2020-06-04-11-54-58-953836,user_20200422163431232329,esl_20200604115458953836
synonyms_jax_gene_11330,2020-06-04-11-54-58-953867,user_20200422163431232329,esl_20200604115458953867
synonyms_jax_gene_8350,2020-06-04-11-54-58-953918,user_20200422163431232329,esl_20200604115458953918
synonyms_jax_gene_5077,2020-06-04-11-54-58-953968,user_20200422163431232329,esl_20200604115458953968
synonyms_jax_gene_3459,2020-06-04-11-54-58-954033,user_20200422163431232329,esl_20200604115458954033
synonyms_jax_gene_55351,2020-06-04-11-54-58-954065,user_20200422163431232329,esl_20200604115458954065
synonyms_jax_gene_2248,2020-06-04-11-54-58-954127,user_20200422163431232329,esl_20200604115458954127
synonyms_jax_gene_4774,2020-06-04-11-54-58-954158,user_20200422163431232329,esl_20200604115458954158
synonyms_jax_gene_10608,2020-06-04-11-54-58-954188,user_20200422163431232329,esl_20200604115458954188
synonyms_jax_gene_3320,2020-06-04-11-54-58-954215,user_20200422163431232329,esl_20200604115458954215
synonyms_jax_gene_7226,2020-06-04-11-54-58-954255,user_20200422163431232329,esl_20200604115458954255
synonyms_jax_gene_3265,2020-06-04-11-54-58-954286,user_20200422163431232329,esl_20200604115458954286
synonyms_jax_gene_840,2020-06-04-11-54-58-954318,user_20200422163431232329,esl_20200604115458954318
synonyms_jax_gene_5889,2020-06-04-11-54-58-954352,user_20200422163431232329,esl_20200604115458954352
synonyms_jax_gene_3398,2020-06-04-11-54-58-954380,user_20200422163431232329,esl_20200604115458954380
synonyms_jax_gene_6749,2020-06-04-11-54-58-954406,user_20200422163431232329,esl_20200604115458954406
synonyms_jax_gene_51129,2020-06-04-11-54-58-954432,user_20200422163431232329,esl_20200604115458954432
synonyms_jax_gene_905,2020-06-04-11-54-58-954464,user_20200422163431232329,esl_20200604115458954464
synonyms_jax_gene_8242,2020-06-04-11-54-58-954488,user_20200422163431232329,esl_20200604115458954488
synonyms_jax_gene_2322,2020-06-04-11-54-58-954518,user_20200422163431232329,esl_20200604115458954518
synonyms_jax_gene_64764,2020-06-04-11-54-58-954545,user_20200422163431232329,esl_20200604115458954545
synonyms_jax_gene_7764,2020-06-04-11-54-58-954569,user_20200422163431232329,esl_20200604115458954569
synonyms_jax_gene_2073,2020-06-04-11-54-58-954592,user_20200422163431232329,esl_20200604115458954592
synonyms_jax_gene_10576,2020-06-04-11-54-58-954622,user_20200422163431232329,esl_20200604115458954622
synonyms_jax_gene_1999,2020-06-04-11-54-58-954651,user_20200422163431232329,esl_20200604115458954651
synonyms_jax_gene_790,2020-06-04-11-54-58-954677,user_20200422163431232329,esl_20200604115458954677
synonyms_jax_gene_50807,2020-06-04-11-54-58-954703,user_20200422163431232329,esl_20200604115458954703
synonyms_jax_gene_4298,2020-06-04-11-54-58-954734,user_20200422163431232329,esl_20200604115458954734
synonyms_jax_gene_339,2020-06-04-11-54-58-954760,user_20200422163431232329,esl_20200604115458954760
synonyms_jax_gene_10188,2020-06-04-11-54-58-954787,user_20200422163431232329,esl_20200604115458954787
synonyms_jax_gene_140564,2020-06-04-11-54-58-954814,user_20200422163431232329,esl_20200604115458954814
synonyms_jax_gene_55193,2020-06-04-11-54-58-954841,user_20200422163431232329,esl_20200604115458954841
synonyms_jax_gene_2120,2020-06-04-11-54-58-954881,user_20200422163431232329,esl_20200604115458954881
synonyms_jax_gene_4627,2020-06-04-11-54-58-954913,user_20200422163431232329,esl_20200604115458954913
synonyms_jax_gene_94025,2020-06-04-11-54-58-954946,user_20200422163431232329,esl_20200604115458954946
synonyms_jax_gene_2065,2020-06-04-11-54-58-954969,user_20200422163431232329,esl_20200604115458954969
synonyms_jax_gene_79156,2020-06-04-11-54-58-955004,user_20200422163431232329,esl_20200604115458955004
synonyms_jax_gene_3418,2020-06-04-11-54-58-955030,user_20200422163431232329,esl_20200604115458955030
synonyms_jax_gene_2209,2020-06-04-11-54-58-955089,user_20200422163431232329,esl_20200604115458955089
synonyms_jax_gene_1649,2020-06-04-11-54-58-955116,user_20200422163431232329,esl_20200604115458955116
synonyms_jax_gene_51,2020-06-04-11-54-58-955146,user_20200422163431232329,esl_20200604115458955146
synonyms_jax_gene_1022,2020-06-04-11-54-58-955172,user_20200422163431232329,esl_20200604115458955172
synonyms_jax_gene_6708,2020-06-04-11-54-58-955202,user_20200422163431232329,esl_20200604115458955202
synonyms_jax_gene_23742,2020-06-04-11-54-58-955229,user_20200422163431232329,esl_20200604115458955229
synonyms_jax_gene_55717,2020-06-04-11-54-58-955256,user_20200422163431232329,esl_20200604115458955256
synonyms_jax_gene_2177,2020-06-04-11-54-58-955284,user_20200422163431232329,esl_20200604115458955284
synonyms_jax_gene_5431,2020-06-04-11-54-58-955314,user_20200422163431232329,esl_20200604115458955314
synonyms_jax_gene_349075,2020-06-04-11-54-58-955341,user_20200422163431232329,esl_20200604115458955341
synonyms_jax_gene_55500,2020-06-04-11-54-58-955364,user_20200422163431232329,esl_20200604115458955364
synonyms_jax_gene_694,2020-06-04-11-54-58-955391,user_20200422163431232329,esl_20200604115458955391
synonyms_jax_gene_6421,2020-06-04-11-54-58-955414,user_20200422163431232329,esl_20200604115458955414
synonyms_jax_gene_29123,2020-06-04-11-54-58-955440,user_20200422163431232329,esl_20200604115458955440
synonyms_jax_gene_3623,2020-06-04-11-54-58-955492,user_20200422163431232329,esl_20200604115458955492
synonyms_jax_gene_2874,2020-06-04-11-54-58-955515,user_20200422163431232329,esl_20200604115458955515
synonyms_jax_gene_53339,2020-06-04-11-54-58-955539,user_20200422163431232329,esl_20200604115458955539
synonyms_jax_gene_23386,2020-06-04-11-54-58-955564,user_20200422163431232329,esl_20200604115458955564
synonyms_jax_gene_5108,2020-06-04-11-54-58-955587,user_20200422163431232329,esl_20200604115458955587
synonyms_jax_gene_3434,2020-06-04-11-54-58-955627,user_20200422163431232329,esl_20200604115458955627
synonyms_jax_gene_1665,2020-06-04-11-54-58-955663,user_20200422163431232329,esl_20200604115458955663
synonyms_jax_gene_3273,2020-06-04-11-54-58-955692,user_20200422163431232329,esl_20200604115458955692
synonyms_jax_gene_6773,2020-06-04-11-54-58-955718,user_20200422163431232329,esl_20200604115458955718
synonyms_jax_gene_207,2020-06-04-11-54-58-955745,user_20200422163431232329,esl_20200604115458955745
synonyms_jax_gene_23040,2020-06-04-11-54-58-955775,user_20200422163431232329,esl_20200604115458955775
synonyms_jax_gene_63035,2020-06-04-11-54-58-955803,user_20200422163431232329,esl_20200604115458955803
synonyms_jax_gene_8852,2020-06-04-11-54-58-955828,user_20200422163431232329,esl_20200604115458955828
synonyms_jax_gene_54891,2020-06-04-11-54-58-955860,user_20200422163431232329,esl_20200604115458955860
synonyms_jax_gene_727897,2020-06-04-11-54-58-955883,user_20200422163431232329,esl_20200604115458955883
synonyms_jax_gene_51514,2020-06-04-11-54-58-955909,user_20200422163431232329,esl_20200604115458955909
synonyms_jax_gene_2767,2020-06-04-11-54-58-955936,user_20200422163431232329,esl_20200604115458955936
synonyms_jax_gene_657,2020-06-04-11-54-58-955964,user_20200422163431232329,esl_20200604115458955964
synonyms_jax_gene_6118,2020-06-04-11-54-58-955992,user_20200422163431232329,esl_20200604115458955992
