field,editDate,editorId,graph_id
synonyms_jax_gene_10827,2020-06-04-11-54-58-965839,user_20200422163431232329,esl_20200604115458965839
synonyms_jax_gene_4058,2020-06-04-11-54-58-965864,user_20200422163431232329,esl_20200604115458965864
synonyms_jax_gene_219771,2020-06-04-11-54-58-965887,user_20200422163431232329,esl_20200604115458965887
synonyms_jax_gene_2533,2020-06-04-11-54-58-965914,user_20200422163431232329,esl_20200604115458965914
synonyms_jax_gene_1523,2020-06-04-11-54-58-965943,user_20200422163431232329,esl_20200604115458965943
synonyms_jax_gene_546,2020-06-04-11-54-58-965982,user_20200422163431232329,esl_20200604115458965982
synonyms_jax_gene_5537,2020-06-04-11-54-58-966011,user_20200422163431232329,esl_20200604115458966011
synonyms_jax_gene_7048,2020-06-04-11-54-58-966035,user_20200422163431232329,esl_20200604115458966035
synonyms_jax_gene_29072,2020-06-04-11-54-58-966070,user_20200422163431232329,esl_20200604115458966070
synonyms_jax_gene_55095,2020-06-04-11-54-58-966102,user_20200422163431232329,esl_20200604115458966102
synonyms_jax_gene_8352,2020-06-04-11-54-58-966126,user_20200422163431232329,esl_20200604115458966126
synonyms_jax_gene_5425,2020-06-04-11-54-58-966183,user_20200422163431232329,esl_20200604115458966183
synonyms_jax_gene_79816,2020-06-04-11-54-58-966207,user_20200422163431232329,esl_20200604115458966207
synonyms_jax_gene_2187,2020-06-04-11-54-58-966232,user_20200422163431232329,esl_20200604115458966232
synonyms_jax_gene_9113,2020-06-04-11-54-58-966260,user_20200422163431232329,esl_20200604115458966260
synonyms_jax_gene_1601,2020-06-04-11-54-58-966284,user_20200422163431232329,esl_20200604115458966284
synonyms_jax_gene_9231,2020-06-04-11-54-58-966309,user_20200422163431232329,esl_20200604115458966309
synonyms_jax_gene_221656,2020-06-04-11-54-58-966335,user_20200422163431232329,esl_20200604115458966335
synonyms_jax_gene_57670,2020-06-04-11-54-58-966362,user_20200422163431232329,esl_20200604115458966362
synonyms_jax_gene_25959,2020-06-04-11-54-58-966385,user_20200422163431232329,esl_20200604115458966385
synonyms_jax_gene_9118,2020-06-04-11-54-58-966413,user_20200422163431232329,esl_20200604115458966413
synonyms_jax_gene_6469,2020-06-04-11-54-58-966439,user_20200422163431232329,esl_20200604115458966439
synonyms_jax_gene_3283,2020-06-04-11-54-58-966470,user_20200422163431232329,esl_20200604115458966470
synonyms_jax_gene_4680,2020-06-04-11-54-58-966498,user_20200422163431232329,esl_20200604115458966498
synonyms_jax_gene_4907,2020-06-04-11-54-58-966538,user_20200422163431232329,esl_20200604115458966538
synonyms_jax_gene_23120,2020-06-04-11-54-58-966569,user_20200422163431232329,esl_20200604115458966569
synonyms_jax_gene_799,2020-06-04-11-54-58-966592,user_20200422163431232329,esl_20200604115458966592
synonyms_jax_gene_27030,2020-06-04-11-54-58-966619,user_20200422163431232329,esl_20200604115458966619
synonyms_jax_gene_5584,2020-06-04-11-54-58-966642,user_20200422163431232329,esl_20200604115458966642
synonyms_jax_gene_8031,2020-06-04-11-54-58-966668,user_20200422163431232329,esl_20200604115458966668
synonyms_jax_gene_23659,2020-06-04-11-54-58-966695,user_20200422163431232329,esl_20200604115458966695
synonyms_jax_gene_7297,2020-06-04-11-54-58-966723,user_20200422163431232329,esl_20200604115458966723
synonyms_jax_gene_4792,2020-06-04-11-54-58-966747,user_20200422163431232329,esl_20200604115458966747
synonyms_jax_gene_1969,2020-06-04-11-54-58-966774,user_20200422163431232329,esl_20200604115458966774
synonyms_jax_gene_4507,2020-06-04-11-54-58-966801,user_20200422163431232329,esl_20200604115458966801
synonyms_jax_gene_7852,2020-06-04-11-54-58-966832,user_20200422163431232329,esl_20200604115458966832
synonyms_jax_gene_246100,2020-06-04-11-54-58-966872,user_20200422163431232329,esl_20200604115458966872
synonyms_jax_gene_330,2020-06-04-11-54-58-966901,user_20200422163431232329,esl_20200604115458966901
synonyms_jax_gene_4854,2020-06-04-11-54-58-966934,user_20200422163431232329,esl_20200604115458966934
synonyms_jax_gene_4784,2020-06-04-11-54-58-966961,user_20200422163431232329,esl_20200604115458966961
synonyms_jax_gene_672,2020-06-04-11-54-58-966991,user_20200422163431232329,esl_20200604115458966991
synonyms_jax_gene_51474,2020-06-04-11-54-58-967022,user_20200422163431232329,esl_20200604115458967022
synonyms_jax_gene_10139,2020-06-04-11-54-58-967048,user_20200422163431232329,esl_20200604115458967048
synonyms_jax_gene_1586,2020-06-04-11-54-58-967080,user_20200422163431232329,esl_20200604115458967080
synonyms_jax_gene_6756,2020-06-04-11-54-58-967109,user_20200422163431232329,esl_20200604115458967109
synonyms_jax_gene_5879,2020-06-04-11-54-58-967133,user_20200422163431232329,esl_20200604115458967133
synonyms_jax_gene_7517,2020-06-04-11-54-58-967176,user_20200422163431232329,esl_20200604115458967176
synonyms_jax_gene_4100,2020-06-04-11-54-58-967203,user_20200422163431232329,esl_20200604115458967203
synonyms_jax_gene_5654,2020-06-04-11-54-58-967228,user_20200422163431232329,esl_20200604115458967228
synonyms_jax_gene_23462,2020-06-04-11-54-58-967258,user_20200422163431232329,esl_20200604115458967258
synonyms_jax_gene_653604,2020-06-04-11-54-58-967289,user_20200422163431232329,esl_20200604115458967289
synonyms_jax_gene_2191,2020-06-04-11-54-58-967313,user_20200422163431232329,esl_20200604115458967313
synonyms_jax_gene_5087,2020-06-04-11-54-58-967339,user_20200422163431232329,esl_20200604115458967339
synonyms_jax_gene_367,2020-06-04-11-54-58-967375,user_20200422163431232329,esl_20200604115458967375
synonyms_jax_gene_7307,2020-06-04-11-54-58-967410,user_20200422163431232329,esl_20200604115458967410
synonyms_jax_gene_9732,2020-06-04-11-54-58-967438,user_20200422163431232329,esl_20200604115458967438
synonyms_jax_gene_5290,2020-06-04-11-54-58-967461,user_20200422163431232329,esl_20200604115458967461
synonyms_jax_gene_5802,2020-06-04-11-54-58-967493,user_20200422163431232329,esl_20200604115458967493
synonyms_jax_gene_55964,2020-06-04-11-54-58-967519,user_20200422163431232329,esl_20200604115458967519
synonyms_jax_gene_89848,2020-06-04-11-54-58-967545,user_20200422163431232329,esl_20200604115458967545
synonyms_jax_gene_10683,2020-06-04-11-54-58-967569,user_20200422163431232329,esl_20200604115458967569
synonyms_jax_gene_4194,2020-06-04-11-54-58-967592,user_20200422163431232329,esl_20200604115458967592
synonyms_jax_gene_8764,2020-06-04-11-54-58-967618,user_20200422163431232329,esl_20200604115458967618
synonyms_jax_gene_3981,2020-06-04-11-54-58-967646,user_20200422163431232329,esl_20200604115458967646
synonyms_jax_gene_113174,2020-06-04-11-54-58-967670,user_20200422163431232329,esl_20200604115458967670
synonyms_jax_gene_4602,2020-06-04-11-54-58-967694,user_20200422163431232329,esl_20200604115458967694
synonyms_jax_gene_8621,2020-06-04-11-54-58-967720,user_20200422163431232329,esl_20200604115458967720
synonyms_jax_gene_5156,2020-06-04-11-54-58-967748,user_20200422163431232329,esl_20200604115458967748
synonyms_jax_gene_9175,2020-06-04-11-54-58-967774,user_20200422163431232329,esl_20200604115458967774
synonyms_jax_gene_6795,2020-06-04-11-54-58-967799,user_20200422163431232329,esl_20200604115458967799
synonyms_jax_gene_140453,2020-06-04-11-54-58-967830,user_20200422163431232329,esl_20200604115458967830
synonyms_jax_gene_3082,2020-06-04-11-54-58-967856,user_20200422163431232329,esl_20200604115458967856
synonyms_jax_gene_1050,2020-06-04-11-54-58-967884,user_20200422163431232329,esl_20200604115458967884
synonyms_jax_gene_4593,2020-06-04-11-54-58-967926,user_20200422163431232329,esl_20200604115458967926
synonyms_jax_gene_3485,2020-06-04-11-54-58-967952,user_20200422163431232329,esl_20200604115458967952
synonyms_jax_gene_79718,2020-06-04-11-54-58-967977,user_20200422163431232329,esl_20200604115458967977
synonyms_jax_gene_30848,2020-06-04-11-54-58-968005,user_20200422163431232329,esl_20200604115458968005
synonyms_jax_gene_10457,2020-06-04-11-54-58-968037,user_20200422163431232329,esl_20200604115458968037
synonyms_jax_gene_598,2020-06-04-11-54-58-968063,user_20200422163431232329,esl_20200604115458968063
synonyms_jax_gene_4585,2020-06-04-11-54-58-968091,user_20200422163431232329,esl_20200604115458968091
synonyms_jax_gene_5814,2020-06-04-11-54-58-968116,user_20200422163431232329,esl_20200604115458968116
synonyms_jax_gene_3190,2020-06-04-11-54-58-968140,user_20200422163431232329,esl_20200604115458968140
synonyms_jax_gene_10142,2020-06-04-11-54-58-968166,user_20200422163431232329,esl_20200604115458968166
synonyms_jax_gene_961,2020-06-04-11-54-58-968200,user_20200422163431232329,esl_20200604115458968200
synonyms_jax_gene_4839,2020-06-04-11-54-58-968226,user_20200422163431232329,esl_20200604115458968226
synonyms_jax_gene_9134,2020-06-04-11-54-58-968252,user_20200422163431232329,esl_20200604115458968252
synonyms_jax_gene_60313,2020-06-04-11-54-58-968276,user_20200422163431232329,esl_20200604115458968276
synonyms_jax_gene_648,2020-06-04-11-54-58-968299,user_20200422163431232329,esl_20200604115458968299
synonyms_jax_gene_6392,2020-06-04-11-54-58-968326,user_20200422163431232329,esl_20200604115458968326
synonyms_jax_gene_6557,2020-06-04-11-54-58-968357,user_20200422163431232329,esl_20200604115458968357
synonyms_jax_gene_10768,2020-06-04-11-54-58-968381,user_20200422163431232329,esl_20200604115458968381
synonyms_jax_gene_2778,2020-06-04-11-54-58-968410,user_20200422163431232329,esl_20200604115458968410
synonyms_jax_gene_3169,2020-06-04-11-54-58-968443,user_20200422163431232329,esl_20200604115458968443
synonyms_jax_gene_7080,2020-06-04-11-54-58-968468,user_20200422163431232329,esl_20200604115458968468
synonyms_jax_gene_116225,2020-06-04-11-54-58-968502,user_20200422163431232329,esl_20200604115458968502
synonyms_jax_gene_84295,2020-06-04-11-54-58-968527,user_20200422163431232329,esl_20200604115458968527
synonyms_jax_gene_23264,2020-06-04-11-54-58-968553,user_20200422163431232329,esl_20200604115458968553
synonyms_jax_gene_7468,2020-06-04-11-54-58-968593,user_20200422163431232329,esl_20200604115458968593
synonyms_jax_gene_1441,2020-06-04-11-54-58-968625,user_20200422163431232329,esl_20200604115458968625
synonyms_jax_gene_8660,2020-06-04-11-54-58-968651,user_20200422163431232329,esl_20200604115458968651
synonyms_jax_gene_2113,2020-06-04-11-54-58-968675,user_20200422163431232329,esl_20200604115458968675
synonyms_jax_gene_93100,2020-06-04-11-54-58-968701,user_20200422163431232329,esl_20200604115458968701
synonyms_jax_gene_4478,2020-06-04-11-54-58-968728,user_20200422163431232329,esl_20200604115458968728
synonyms_jax_gene_26524,2020-06-04-11-54-58-968753,user_20200422163431232329,esl_20200604115458968753
synonyms_jax_gene_920,2020-06-04-11-54-58-968777,user_20200422163431232329,esl_20200604115458968777
synonyms_jax_gene_65998,2020-06-04-11-54-58-968816,user_20200422163431232329,esl_20200604115458968816
synonyms_jax_gene_4301,2020-06-04-11-54-58-968840,user_20200422163431232329,esl_20200604115458968840
synonyms_jax_gene_1945,2020-06-04-11-54-58-968867,user_20200422163431232329,esl_20200604115458968867
synonyms_jax_gene_9401,2020-06-04-11-54-58-968892,user_20200422163431232329,esl_20200604115458968892
synonyms_jax_gene_865,2020-06-04-11-54-58-968916,user_20200422163431232329,esl_20200604115458968916
synonyms_jax_gene_8772,2020-06-04-11-54-58-968939,user_20200422163431232329,esl_20200604115458968939
synonyms_jax_gene_4233,2020-06-04-11-54-58-968966,user_20200422163431232329,esl_20200604115458968966
synonyms_jax_gene_26031,2020-06-04-11-54-58-968994,user_20200422163431232329,esl_20200604115458968994
synonyms_jax_gene_10226,2020-06-04-11-54-58-969021,user_20200422163431232329,esl_20200604115458969021
synonyms_jax_gene_57105,2020-06-04-11-54-58-969061,user_20200422163431232329,esl_20200604115458969061
synonyms_jax_gene_5588,2020-06-04-11-54-58-969096,user_20200422163431232329,esl_20200604115458969096
synonyms_jax_gene_1524,2020-06-04-11-54-58-969122,user_20200422163431232329,esl_20200604115458969122
synonyms_jax_gene_9817,2020-06-04-11-54-58-969151,user_20200422163431232329,esl_20200604115458969151
synonyms_jax_gene_83931,2020-06-04-11-54-58-969175,user_20200422163431232329,esl_20200604115458969175
synonyms_jax_gene_8355,2020-06-04-11-54-58-969200,user_20200422163431232329,esl_20200604115458969200
synonyms_jax_gene_9682,2020-06-04-11-54-58-969236,user_20200422163431232329,esl_20200604115458969236
synonyms_jax_gene_2308,2020-06-04-11-54-58-969262,user_20200422163431232329,esl_20200604115458969262
synonyms_jax_gene_23028,2020-06-04-11-54-58-969288,user_20200422163431232329,esl_20200604115458969288
synonyms_jax_gene_10461,2020-06-04-11-54-58-969317,user_20200422163431232329,esl_20200604115458969317
synonyms_jax_gene_6598,2020-06-04-11-54-58-969344,user_20200422163431232329,esl_20200604115458969344
synonyms_jax_gene_113791,2020-06-04-11-54-58-969381,user_20200422163431232329,esl_20200604115458969381
synonyms_jax_gene_668,2020-06-04-11-54-58-969407,user_20200422163431232329,esl_20200604115458969407
synonyms_jax_gene_238,2020-06-04-11-54-58-969434,user_20200422163431232329,esl_20200604115458969434
synonyms_jax_gene_55704,2020-06-04-11-54-58-969461,user_20200422163431232329,esl_20200604115458969461
synonyms_jax_gene_26011,2020-06-04-11-54-58-969492,user_20200422163431232329,esl_20200604115458969492
synonyms_jax_gene_2534,2020-06-04-11-54-58-969524,user_20200422163431232329,esl_20200604115458969524
synonyms_jax_gene_5475,2020-06-04-11-54-58-969562,user_20200422163431232329,esl_20200604115458969562
synonyms_jax_gene_900,2020-06-04-11-54-58-969592,user_20200422163431232329,esl_20200604115458969592
synonyms_jax_gene_7018,2020-06-04-11-54-58-969616,user_20200422163431232329,esl_20200604115458969616
synonyms_jax_gene_4771,2020-06-04-11-54-58-969643,user_20200422163431232329,esl_20200604115458969643
synonyms_jax_gene_445,2020-06-04-11-54-58-969670,user_20200422163431232329,esl_20200604115458969670
synonyms_jax_gene_1436,2020-06-04-11-54-58-969695,user_20200422163431232329,esl_20200604115458969695
synonyms_jax_gene_10135,2020-06-04-11-54-58-969745,user_20200422163431232329,esl_20200604115458969745
synonyms_jax_gene_64798,2020-06-04-11-54-58-969774,user_20200422163431232329,esl_20200604115458969774
synonyms_jax_gene_27250,2020-06-04-11-54-58-969799,user_20200422163431232329,esl_20200604115458969799
synonyms_jax_gene_84870,2020-06-04-11-54-58-969823,user_20200422163431232329,esl_20200604115458969823
synonyms_jax_gene_3667,2020-06-04-11-54-58-969849,user_20200422163431232329,esl_20200604115458969849
synonyms_jax_gene_57144,2020-06-04-11-54-58-969873,user_20200422163431232329,esl_20200604115458969873
synonyms_jax_gene_91408,2020-06-04-11-54-58-969897,user_20200422163431232329,esl_20200604115458969897
synonyms_jax_gene_54904,2020-06-04-11-54-58-969920,user_20200422163431232329,esl_20200604115458969920
synonyms_jax_gene_2719,2020-06-04-11-54-58-969948,user_20200422163431232329,esl_20200604115458969948
synonyms_jax_gene_27303,2020-06-04-11-54-58-969979,user_20200422163431232329,esl_20200604115458969979
synonyms_jax_gene_2099,2020-06-04-11-54-58-970002,user_20200422163431232329,esl_20200604115458970002
synonyms_jax_gene_8085,2020-06-04-11-54-58-970031,user_20200422163431232329,esl_20200604115458970031
synonyms_jax_gene_2060,2020-06-04-11-54-58-970062,user_20200422163431232329,esl_20200604115458970062
synonyms_jax_gene_29126,2020-06-04-11-54-58-970087,user_20200422163431232329,esl_20200604115458970087
synonyms_jax_gene_6776,2020-06-04-11-54-58-970118,user_20200422163431232329,esl_20200604115458970118
synonyms_jax_gene_8314,2020-06-04-11-54-58-970143,user_20200422163431232329,esl_20200604115458970143
synonyms_jax_gene_10498,2020-06-04-11-54-58-970169,user_20200422163431232329,esl_20200604115458970169
synonyms_jax_gene_1565,2020-06-04-11-54-58-970193,user_20200422163431232329,esl_20200604115458970193
synonyms_jax_gene_2559,2020-06-04-11-54-58-970228,user_20200422163431232329,esl_20200604115458970228
synonyms_jax_gene_8178,2020-06-04-11-54-58-970250,user_20200422163431232329,esl_20200604115458970250
synonyms_jax_gene_84132,2020-06-04-11-54-58-970278,user_20200422163431232329,esl_20200604115458970278
synonyms_jax_gene_1027,2020-06-04-11-54-58-970300,user_20200422163431232329,esl_20200604115458970300
synonyms_jax_gene_3276,2020-06-04-11-54-58-970328,user_20200422163431232329,esl_20200604115458970328
synonyms_jax_gene_3299,2020-06-04-11-54-58-970355,user_20200422163431232329,esl_20200604115458970355
synonyms_jax_gene_890,2020-06-04-11-54-58-970380,user_20200422163431232329,esl_20200604115458970380
synonyms_jax_gene_1660,2020-06-04-11-54-58-970404,user_20200422163431232329,esl_20200604115458970404
synonyms_jax_gene_440145,2020-06-04-11-54-58-970433,user_20200422163431232329,esl_20200604115458970433
synonyms_jax_gene_8986,2020-06-04-11-54-58-970459,user_20200422163431232329,esl_20200604115458970459
synonyms_jax_gene_2735,2020-06-04-11-54-58-970485,user_20200422163431232329,esl_20200604115458970485
synonyms_jax_gene_5336,2020-06-04-11-54-58-970510,user_20200422163431232329,esl_20200604115458970510
synonyms_jax_gene_9694,2020-06-04-11-54-58-970538,user_20200422163431232329,esl_20200604115458970538
synonyms_jax_gene_57492,2020-06-04-11-54-58-970562,user_20200422163431232329,esl_20200604115458970562
synonyms_jax_gene_1119,2020-06-04-11-54-58-970595,user_20200422163431232329,esl_20200604115458970595
synonyms_jax_gene_3718,2020-06-04-11-54-58-970621,user_20200422163431232329,esl_20200604115458970621
synonyms_jax_gene_80736,2020-06-04-11-54-58-970649,user_20200422163431232329,esl_20200604115458970649
synonyms_jax_gene_5789,2020-06-04-11-54-58-970679,user_20200422163431232329,esl_20200604115458970679
synonyms_jax_gene_54894,2020-06-04-11-54-58-970708,user_20200422163431232329,esl_20200604115458970708
synonyms_jax_gene_54206,2020-06-04-11-54-58-970734,user_20200422163431232329,esl_20200604115458970734
synonyms_jax_gene_6664,2020-06-04-11-54-58-970760,user_20200422163431232329,esl_20200604115458970760
synonyms_jax_gene_80223,2020-06-04-11-54-58-970785,user_20200422163431232329,esl_20200604115458970785
synonyms_jax_gene_4209,2020-06-04-11-54-58-970812,user_20200422163431232329,esl_20200604115458970812
synonyms_jax_gene_999999999,2020-06-04-11-54-58-970835,user_20200422163431232329,esl_20200604115458970835
synonyms_jax_gene_351,2020-06-04-11-54-58-970858,user_20200422163431232329,esl_20200604115458970858
synonyms_jax_gene_3309,2020-06-04-11-54-58-970891,user_20200422163431232329,esl_20200604115458970891
synonyms_jax_gene_2277,2020-06-04-11-54-58-970918,user_20200422163431232329,esl_20200604115458970918
synonyms_jax_gene_2627,2020-06-04-11-54-58-970960,user_20200422163431232329,esl_20200604115458970960
synonyms_jax_gene_9968,2020-06-04-11-54-58-970985,user_20200422163431232329,esl_20200604115458970985
synonyms_jax_gene_22880,2020-06-04-11-54-58-971020,user_20200422163431232329,esl_20200604115458971020
synonyms_jax_gene_23157,2020-06-04-11-54-58-971046,user_20200422163431232329,esl_20200604115458971046
synonyms_jax_gene_128414,2020-06-04-11-54-58-971092,user_20200422163431232329,esl_20200604115458971092
synonyms_jax_gene_2324,2020-06-04-11-54-58-971119,user_20200422163431232329,esl_20200604115458971119
synonyms_jax_gene_4065,2020-06-04-11-54-58-971149,user_20200422163431232329,esl_20200604115458971149
synonyms_jax_gene_652,2020-06-04-11-54-58-971177,user_20200422163431232329,esl_20200604115458971177
synonyms_jax_gene_5727,2020-06-04-11-54-58-971205,user_20200422163431232329,esl_20200604115458971205
synonyms_jax_gene_8379,2020-06-04-11-54-58-971233,user_20200422163431232329,esl_20200604115458971233
synonyms_jax_gene_30014,2020-06-04-11-54-58-971260,user_20200422163431232329,esl_20200604115458971260
synonyms_jax_gene_11030,2020-06-04-11-54-58-971291,user_20200422163431232329,esl_20200604115458971291
synonyms_jax_gene_3020,2020-06-04-11-54-58-971314,user_20200422163431232329,esl_20200604115458971314
synonyms_jax_gene_2261,2020-06-04-11-54-58-971341,user_20200422163431232329,esl_20200604115458971341
synonyms_jax_gene_7171,2020-06-04-11-54-58-971369,user_20200422163431232329,esl_20200604115458971369
synonyms_jax_gene_57650,2020-06-04-11-54-58-971393,user_20200422163431232329,esl_20200604115458971393
synonyms_jax_gene_9641,2020-06-04-11-54-58-971418,user_20200422163431232329,esl_20200604115458971418
synonyms_jax_gene_22992,2020-06-04-11-54-58-971445,user_20200422163431232329,esl_20200604115458971445
synonyms_jax_gene_283651,2020-06-04-11-54-58-971474,user_20200422163431232329,esl_20200604115458971474
synonyms_jax_gene_60489,2020-06-04-11-54-58-971499,user_20200422163431232329,esl_20200604115458971499
synonyms_jax_gene_6760,2020-06-04-11-54-58-971531,user_20200422163431232329,esl_20200604115458971531
synonyms_jax_gene_284086,2020-06-04-11-54-58-971574,user_20200422163431232329,esl_20200604115458971574
synonyms_jax_gene_26528,2020-06-04-11-54-58-971603,user_20200422163431232329,esl_20200604115458971603
synonyms_jax_gene_5770,2020-06-04-11-54-58-971626,user_20200422163431232329,esl_20200604115458971626
synonyms_jax_gene_65263,2020-06-04-11-54-58-971650,user_20200422163431232329,esl_20200604115458971650
synonyms_jax_gene_3831,2020-06-04-11-54-58-971674,user_20200422163431232329,esl_20200604115458971674
synonyms_jax_gene_51100,2020-06-04-11-54-58-971722,user_20200422163431232329,esl_20200604115458971722
synonyms_jax_gene_8841,2020-06-04-11-54-58-971753,user_20200422163431232329,esl_20200604115458971753
synonyms_jax_gene_891,2020-06-04-11-54-58-971780,user_20200422163431232329,esl_20200604115458971780
synonyms_jax_gene_192669,2020-06-04-11-54-58-971805,user_20200422163431232329,esl_20200604115458971805
synonyms_jax_gene_23480,2020-06-04-11-54-58-971829,user_20200422163431232329,esl_20200604115458971829
synonyms_jax_gene_4926,2020-06-04-11-54-58-971852,user_20200422163431232329,esl_20200604115458971852
synonyms_jax_gene_56850,2020-06-04-11-54-58-971877,user_20200422163431232329,esl_20200604115458971877
synonyms_jax_gene_613,2020-06-04-11-54-58-971901,user_20200422163431232329,esl_20200604115458971901
synonyms_jax_gene_284654,2020-06-04-11-54-58-971930,user_20200422163431232329,esl_20200604115458971930
synonyms_jax_gene_11122,2020-06-04-11-54-58-971955,user_20200422163431232329,esl_20200604115458971955
synonyms_jax_gene_7170,2020-06-04-11-54-58-971995,user_20200422163431232329,esl_20200604115458971995
synonyms_jax_gene_7465,2020-06-04-11-54-58-972036,user_20200422163431232329,esl_20200604115458972036
synonyms_jax_gene_359948,2020-06-04-11-54-58-972060,user_20200422163431232329,esl_20200604115458972060
synonyms_jax_gene_7520,2020-06-04-11-54-58-972084,user_20200422163431232329,esl_20200604115458972084
synonyms_jax_gene_2237,2020-06-04-11-54-58-972112,user_20200422163431232329,esl_20200604115458972112
synonyms_jax_gene_242,2020-06-04-11-54-58-972138,user_20200422163431232329,esl_20200604115458972138
synonyms_jax_gene_3563,2020-06-04-11-54-58-972163,user_20200422163431232329,esl_20200604115458972163
synonyms_jax_gene_868,2020-06-04-11-54-58-972192,user_20200422163431232329,esl_20200604115458972192
synonyms_jax_gene_55729,2020-06-04-11-54-58-972218,user_20200422163431232329,esl_20200604115458972218
synonyms_jax_gene_9181,2020-06-04-11-54-58-972246,user_20200422163431232329,esl_20200604115458972246
synonyms_jax_gene_4072,2020-06-04-11-54-58-972276,user_20200422163431232329,esl_20200604115458972276
synonyms_jax_gene_2260,2020-06-04-11-54-58-972312,user_20200422163431232329,esl_20200604115458972312
synonyms_jax_gene_3164,2020-06-04-11-54-58-972351,user_20200422163431232329,esl_20200604115458972351
synonyms_jax_gene_2775,2020-06-04-11-54-58-972381,user_20200422163431232329,esl_20200604115458972381
synonyms_jax_gene_23269,2020-06-04-11-54-58-972409,user_20200422163431232329,esl_20200604115458972409
synonyms_jax_gene_10765,2020-06-04-11-54-58-972434,user_20200422163431232329,esl_20200604115458972434
synonyms_jax_gene_3021,2020-06-04-11-54-58-972467,user_20200422163431232329,esl_20200604115458972467
synonyms_jax_gene_55553,2020-06-04-11-54-58-972492,user_20200422163431232329,esl_20200604115458972492
synonyms_jax_gene_259283,2020-06-04-11-54-58-972517,user_20200422163431232329,esl_20200604115458972517
synonyms_jax_gene_983,2020-06-04-11-54-58-972540,user_20200422163431232329,esl_20200604115458972540
synonyms_jax_gene_9656,2020-06-04-11-54-58-972565,user_20200422163431232329,esl_20200604115458972565
synonyms_jax_gene_3575,2020-06-04-11-54-58-972589,user_20200422163431232329,esl_20200604115458972589
synonyms_jax_gene_6389,2020-06-04-11-54-58-972617,user_20200422163431232329,esl_20200604115458972617
synonyms_jax_gene_2919,2020-06-04-11-54-58-972646,user_20200422163431232329,esl_20200604115458972646
synonyms_jax_gene_23013,2020-06-04-11-54-58-972680,user_20200422163431232329,esl_20200604115458972680
synonyms_jax_gene_595,2020-06-04-11-54-58-972707,user_20200422163431232329,esl_20200604115458972707
synonyms_jax_gene_2108,2020-06-04-11-54-58-972734,user_20200422163431232329,esl_20200604115458972734
synonyms_jax_gene_81608,2020-06-04-11-54-58-972760,user_20200422163431232329,esl_20200604115458972760
synonyms_jax_gene_3488,2020-06-04-11-54-58-972786,user_20200422163431232329,esl_20200604115458972786
synonyms_jax_gene_2626,2020-06-04-11-54-58-972809,user_20200422163431232329,esl_20200604115458972809
synonyms_jax_gene_7424,2020-06-04-11-54-58-972835,user_20200422163431232329,esl_20200604115458972835
synonyms_jax_gene_7536,2020-06-04-11-54-58-972862,user_20200422163431232329,esl_20200604115458972862
synonyms_jax_gene_9314,2020-06-04-11-54-58-972907,user_20200422163431232329,esl_20200604115458972907
synonyms_jax_gene_10724,2020-06-04-11-54-58-972934,user_20200422163431232329,esl_20200604115458972934
synonyms_jax_gene_9528,2020-06-04-11-54-58-972960,user_20200422163431232329,esl_20200604115458972960
synonyms_jax_gene_84975,2020-06-04-11-54-58-972988,user_20200422163431232329,esl_20200604115458972988
synonyms_jax_gene_604,2020-06-04-11-54-58-973012,user_20200422163431232329,esl_20200604115458973012
synonyms_jax_gene_6777,2020-06-04-11-54-58-973039,user_20200422163431232329,esl_20200604115458973039
synonyms_jax_gene_3298,2020-06-04-11-54-58-973121,user_20200422163431232329,esl_20200604115458973121
synonyms_jax_gene_23382,2020-06-04-11-54-58-973146,user_20200422163431232329,esl_20200604115458973146
synonyms_jax_gene_56979,2020-06-04-11-54-58-973171,user_20200422163431232329,esl_20200604115458973171
synonyms_jax_gene_940,2020-06-04-11-54-58-973199,user_20200422163431232329,esl_20200604115458973199
synonyms_jax_gene_7799,2020-06-04-11-54-58-973223,user_20200422163431232329,esl_20200604115458973223
synonyms_jax_gene_8968,2020-06-04-11-54-58-973252,user_20200422163431232329,esl_20200604115458973252
synonyms_jax_gene_1026,2020-06-04-11-54-58-973287,user_20200422163431232329,esl_20200604115458973287
synonyms_jax_gene_5966,2020-06-04-11-54-58-973321,user_20200422163431232329,esl_20200604115458973321
synonyms_jax_gene_10163,2020-06-04-11-54-58-973345,user_20200422163431232329,esl_20200604115458973345
synonyms_jax_gene_10533,2020-06-04-11-54-58-973372,user_20200422163431232329,esl_20200604115458973372
synonyms_jax_gene_84133,2020-06-04-11-54-58-973398,user_20200422163431232329,esl_20200604115458973398
synonyms_jax_gene_10499,2020-06-04-11-54-58-973462,user_20200422163431232329,esl_20200604115458973462
synonyms_jax_gene_1499,2020-06-04-11-54-58-973492,user_20200422163431232329,esl_20200604115458973492
synonyms_jax_gene_8929,2020-06-04-11-54-58-973520,user_20200422163431232329,esl_20200604115458973520
synonyms_jax_gene_4361,2020-06-04-11-54-58-973547,user_20200422163431232329,esl_20200604115458973547
synonyms_jax_gene_6921,2020-06-04-11-54-58-973574,user_20200422163431232329,esl_20200604115458973574
synonyms_jax_gene_2348,2020-06-04-11-54-58-973598,user_20200422163431232329,esl_20200604115458973598
synonyms_jax_gene_1964,2020-06-04-11-54-58-973624,user_20200422163431232329,esl_20200604115458973624
