id,name,JaxGene_graph_id
,PABP4,jax_gene_8761
,ERBB,jax_gene_1956
,ERBB1,jax_gene_1956
,HER1,jax_gene_1956
,mENA,jax_gene_1956
,NISBD2,jax_gene_1956
,PIG61,jax_gene_1956
,CD62E,jax_gene_6401
,ELAM,jax_gene_6401
,ELAM1,jax_gene_6401
,ESEL,jax_gene_6401
,LECAM2,jax_gene_6401
,BRSS,jax_gene_1540
,CDMT,jax_gene_1540
,CYLD1,jax_gene_1540
,CYLDI,jax_gene_1540
,EAC,jax_gene_1540
,MFT,jax_gene_1540
,MFT1,jax_gene_1540
,SBS,jax_gene_1540
,TEM,jax_gene_1540
,USPL2,jax_gene_1540
,CXXC2,jax_gene_84678
,Fbl10,jax_gene_84678
,FBXL10,jax_gene_84678
,JHDM1B,jax_gene_84678
,PCCX2,jax_gene_84678
,BBC2,jax_gene_572
,BCL2L8,jax_gene_572
,KOX18,jax_gene_7586
,PHZ-37,jax_gene_7586
,ZNF139,jax_gene_7586
,ZNF36,jax_gene_7586
,ZSCAN33,jax_gene_7586
,CK1,jax_gene_1452
,CK1a,jax_gene_1452
,CKIa,jax_gene_1452
,HEL-S-77p,jax_gene_1452
,HLCDGP1,jax_gene_1452
,PRO2975,jax_gene_1452
,CD221,jax_gene_3480
,IGFIR,jax_gene_3480
,IGFR,jax_gene_3480
,JTK13,jax_gene_3480
,AQP-CHIP,jax_gene_358
,CHIP28,jax_gene_358
,CO,jax_gene_358
,IGF,jax_gene_3479
,IGF-I,jax_gene_3479
,IGFI,jax_gene_3479
,MGF,jax_gene_3479
,bHLHe78,jax_gene_3091
,HIF-1-alpha,jax_gene_3091
,HIF-1A,jax_gene_3091
,HIF-1alpha,jax_gene_3091
,HIF1,jax_gene_3091
,HIF1-ALPHA,jax_gene_3091
,MOP1,jax_gene_3091
,PASD8,jax_gene_3091
,AMPK,jax_gene_5562
,AMPKa1,jax_gene_5562
,ADPRC 1,jax_gene_952
,ADPRC1,jax_gene_952
,pim-3,jax_gene_415116
,CREB,jax_gene_1385
,CREB-1,jax_gene_1385
,PPP2R6A,jax_gene_6801
,SG2NA,jax_gene_6801
,STRN1,jax_gene_6801
,MAPKKK4,jax_gene_4216
,MEKK 4,jax_gene_4216
,MEKK4,jax_gene_4216
,MTK1,jax_gene_4216
,PRO0412,jax_gene_4216
,CANPMR,jax_gene_23261
,CAL,jax_gene_57120
,dJ94G16.2,jax_gene_57120
,FIG,jax_gene_57120
,GOPC1,jax_gene_57120
,PIST,jax_gene_57120
,c-fgr,jax_gene_2268
,c-src2,jax_gene_2268
,p55-Fgr,jax_gene_2268
,p55c-fgr,jax_gene_2268
,p58-Fgr,jax_gene_2268
,p58c-fgr,jax_gene_2268
,SRC2,jax_gene_2268
,19A,jax_gene_57823
,CD319,jax_gene_57823
,CRACC,jax_gene_57823
,CS1,jax_gene_57823
,hsa-mir-548f-1,jax_gene_100302192
,MIR548F-1,jax_gene_100302192
,MIRN548F1,jax_gene_100302192
,ADANE,jax_gene_5903
,ANE1,jax_gene_5903
,IIAE3,jax_gene_5903
,NUP358,jax_gene_5903
,TRP1,jax_gene_5903
,TRP2,jax_gene_5903
,IP3-3KB,jax_gene_3707
,IP3K,jax_gene_3707
,IP3K-B,jax_gene_3707
,IP3KB,jax_gene_3707
,PIG37,jax_gene_3707
,CD8,jax_gene_925
,Leu2,jax_gene_925
,p32,jax_gene_925
,R-PTP-kappa,jax_gene_5796
,Mam-2,jax_gene_23373
,MAML2,jax_gene_23373
,MECT1,jax_gene_23373
,TORC-1,jax_gene_23373
,TORC1,jax_gene_23373
,WAMTP1,jax_gene_23373
,EEOC,jax_gene_1106
,COB1,jax_gene_10413
,YAP,jax_gene_10413
,YAP2,jax_gene_10413
,YAP65,jax_gene_10413
,YKI,jax_gene_10413
,bHLHb38,jax_gene_388585
,DELTA,jax_gene_7528
,GADEVS,jax_gene_7528
,INO80S,jax_gene_7528
,NF-E1,jax_gene_7528
,UCRBP,jax_gene_7528
,YIN-YANG-1,jax_gene_7528
,CLCR,jax_gene_11330
,ELA4,jax_gene_11330
,H3/A,jax_gene_8350
,H3C10,jax_gene_8350
,H3C11,jax_gene_8350
,H3C12,jax_gene_8350
,H3C2,jax_gene_8350
,H3C3,jax_gene_8350
,H3C4,jax_gene_8350
,H3C6,jax_gene_8350
,H3C7,jax_gene_8350
,H3C8,jax_gene_8350
,H3FA,jax_gene_8350
,HIST1H3A,jax_gene_8350
,CDHS,jax_gene_5077
,HUP2,jax_gene_5077
,WS1,jax_gene_5077
,WS3,jax_gene_5077
,CD119,jax_gene_3459
,IFNGR,jax_gene_3459
,IMD27A,jax_gene_3459
,IMD27B,jax_gene_3459
,HSA250839,jax_gene_55351
,STK32,jax_gene_55351
,STKG6,jax_gene_55351
,YANK2,jax_gene_55351
,HBGF-3,jax_gene_2248
,INT2,jax_gene_2248
,BRMUTD,jax_gene_4774
,CTF,jax_gene_4774
,NF-I/A,jax_gene_4774
,NF1-A,jax_gene_4774
,NFI-A,jax_gene_4774
,NFI-L,jax_gene_4774
,bHLHc12,jax_gene_10608
,MAD4,jax_gene_10608
,MST149,jax_gene_10608
,MSTP149,jax_gene_10608
,EL52,jax_gene_3320
,HEL-S-65p,jax_gene_3320
,Hsp103,jax_gene_3320
,HSP86,jax_gene_3320
,Hsp89,jax_gene_3320
,HSP89A,jax_gene_3320
,Hsp90,jax_gene_3320
,HSP90A,jax_gene_3320
,HSP90N,jax_gene_3320
,HSPC1,jax_gene_3320
,HSPCA,jax_gene_3320
,HSPCAL1,jax_gene_3320
,HSPCAL4,jax_gene_3320
,HSPN,jax_gene_3320
,LAP-2,jax_gene_3320
,LAP2,jax_gene_3320
,EREG1,jax_gene_7226
,KNP3,jax_gene_7226
,LTrpC-2,jax_gene_7226
,LTRPC2,jax_gene_7226
,NUDT9H,jax_gene_7226
,NUDT9L1,jax_gene_7226
,TRPC7,jax_gene_7226
,C-BAS/HAS,jax_gene_3265
,C-H-RAS,jax_gene_3265
,C-HA-RAS1,jax_gene_3265
,CTLO,jax_gene_3265
,H-RASIDX,jax_gene_3265
,HAMSV,jax_gene_3265
,HRAS1,jax_gene_3265
,p21ras,jax_gene_3265
,RASH1,jax_gene_3265
,CASP-7,jax_gene_840
,CMH-1,jax_gene_840
,ICE-LAP3,jax_gene_840
,LICE2,jax_gene_840
,MCH3,jax_gene_840
,BROVCA3,jax_gene_5889
,FANCO,jax_gene_5889
,R51H3,jax_gene_5889
,RAD51L2,jax_gene_5889
,bHLHb26,jax_gene_3398
,GIG8,jax_gene_3398
,ID2A,jax_gene_3398
,ID2H,jax_gene_3398
,FACT,jax_gene_6749
,FACT80,jax_gene_6749
,T160,jax_gene_6749
,ARP4,jax_gene_51129
,FIAF,jax_gene_51129
,HARP,jax_gene_51129
,HFARP,jax_gene_51129
,NL2,jax_gene_51129
,PGAR,jax_gene_51129
,pp1158,jax_gene_51129
,TGQTL,jax_gene_51129
,UNQ171,jax_gene_51129
,CYCT2,jax_gene_905
,DXS1272E,jax_gene_8242
,JARID1C,jax_gene_8242
,MRX13,jax_gene_8242
,MRXJ,jax_gene_8242
,MRXSCJ,jax_gene_8242
,MRXSJ,jax_gene_8242
,SMCX,jax_gene_8242
,XE169,jax_gene_8242
,CD135,jax_gene_2322
,FLK-2,jax_gene_2322
,FLK2,jax_gene_2322
,STK1,jax_gene_2322
,BBF2H7,jax_gene_64764
,ZABC1,jax_gene_7764
,COFS3,jax_gene_2073
,ERCC5-201,jax_gene_2073
,ERCM2,jax_gene_2073
,UVDR,jax_gene_2073
,XPG,jax_gene_2073
,XPGC,jax_gene_2073
,99D8.1,jax_gene_10576
,CCT-beta,jax_gene_10576
,CCTB,jax_gene_10576
,HEL-S-100n,jax_gene_10576
,PRO1633,jax_gene_10576
,TCP-1-beta,jax_gene_10576
,EPR-1,jax_gene_1999
,ERT,jax_gene_1999
,ESE-1,jax_gene_1999
,ESX,jax_gene_1999
,CDG1Z,jax_gene_790
,EIEE50,jax_gene_790
,GATD4,jax_gene_790
,AMAP1,jax_gene_50807
,CENTB4,jax_gene_50807
,DDEF1,jax_gene_50807
,PAG2,jax_gene_50807
,PAP,jax_gene_50807
,ZG14P,jax_gene_50807
,ENL,jax_gene_4298
,LTG19,jax_gene_4298
,YEATS1,jax_gene_4298
,APOBEC-1,jax_gene_339
,BEDP,jax_gene_339
,CDAR1,jax_gene_339
,HEPR,jax_gene_339
,ACK,jax_gene_10188
,ACK-1,jax_gene_10188
,ACK1,jax_gene_10188
,p21cdc42Hs,jax_gene_10188
,A3D,jax_gene_140564
,APOBEC3DE,jax_gene_140564
,APOBEC3E,jax_gene_140564
,ARP6,jax_gene_140564
,BAF180,jax_gene_55193
,PB1,jax_gene_55193
,TEL,jax_gene_2120
,TEL/ABL,jax_gene_2120
,THC5,jax_gene_2120
,BDPLT6,jax_gene_4627
,DFNA17,jax_gene_4627
,EPSTS,jax_gene_4627
,FTNS,jax_gene_4627
,MATINS,jax_gene_4627
,MHA,jax_gene_4627
,NMHC-II-A,jax_gene_4627
,NMMHC-IIA,jax_gene_4627
,NMMHCA,jax_gene_4627
,CA125,jax_gene_94025
,c-erbB-3,jax_gene_2065
,c-erbB3,jax_gene_2065
,ErbB-3,jax_gene_2065
,erbB3-S,jax_gene_2065
,FERLK,jax_gene_2065
,HER3,jax_gene_2065
,LCCS2,jax_gene_2065
,MDA-BF-1,jax_gene_2065
,p180-ErbB3,jax_gene_2065
,p45-sErbB3,jax_gene_2065
,p85-sErbB3,jax_gene_2065
,APPD,jax_gene_79156
,LAPF,jax_gene_79156
,PHAFIN1,jax_gene_79156
,ZFYVE15,jax_gene_79156
,D2HGA2,jax_gene_3418
,ICD-M,jax_gene_3418
,IDH,jax_gene_3418
,IDHM,jax_gene_3418
,IDP,jax_gene_3418
,IDPM,jax_gene_3418
,mNADP-IDH,jax_gene_3418
,CD64,jax_gene_2209
,CD64A,jax_gene_2209
,FCRI,jax_gene_2209
,IGFR1,jax_gene_2209
,AltDDIT3,jax_gene_1649
,C/EBPzeta,jax_gene_1649
,CEBPZ,jax_gene_1649
,CHOP,jax_gene_1649
,CHOP-10,jax_gene_1649
,CHOP10,jax_gene_1649
,GADD153,jax_gene_1649
,ACOX,jax_gene_51
,PALMCOX,jax_gene_51
,SCOX,jax_gene_51
,CAK,jax_gene_1022
,CAK1,jax_gene_1022
,CDKN7,jax_gene_1022
,HCAK,jax_gene_1022
,MO15,jax_gene_1022
,p39MO15,jax_gene_1022
,STK1,jax_gene_1022
,EL2,jax_gene_6708
,HPP,jax_gene_6708
,HS3,jax_gene_6708
,SPH3,jax_gene_6708
,SPTA,jax_gene_6708
,C15orf2,jax_gene_23742
,BRWD2,jax_gene_55717
,DR11,jax_gene_55717
,HH14,jax_gene_55717
,SRI1,jax_gene_55717
,WDR15,jax_gene_55717
,FA-D2,jax_gene_2177
,FA4,jax_gene_2177
,FACD,jax_gene_2177
,FAD,jax_gene_2177
,FAD2,jax_gene_2177
,FANCD,jax_gene_2177
,hRPB140,jax_gene_5431
,POL2RB,jax_gene_5431
,RPB2,jax_gene_5431
,EKI,jax_gene_55500
,EKI 1,jax_gene_55500
,EKI1,jax_gene_55500
,Nbla10396,jax_gene_55500
,APRO2,jax_gene_694
,POMP100,jax_gene_6421
,PPP1R140,jax_gene_6421
,PSF,jax_gene_6421
,ANCO-1,jax_gene_29123
,ANCO1,jax_gene_29123
,LZ16,jax_gene_29123
,T13,jax_gene_29123
,AMF-1,jax_gene_2874
,C15orf1,jax_gene_53339
,NS5ATP8,jax_gene_53339
,NudCL,jax_gene_23386
,PTC4,jax_gene_5108
,RET/PCM-1,jax_gene_5108
,C56,jax_gene_3434
,G10P1,jax_gene_3434
,IFI-56,jax_gene_3434
,IFI-56K,jax_gene_3434
,IFI56,jax_gene_3434
,IFIT-1,jax_gene_3434
,IFNAI1,jax_gene_3434
,ISG56,jax_gene_3434
,P56,jax_gene_3434
,RNM561,jax_gene_3434
,DBP1,jax_gene_1665
,DDX15,jax_gene_1665
,HRH2,jax_gene_1665
,PRP43,jax_gene_1665
,PRPF43,jax_gene_1665
,PrPp43p,jax_gene_1665
,HPRG,jax_gene_3273
,HRGP,jax_gene_3273
,THPH11,jax_gene_3273
,IMD44,jax_gene_6773
,ISGF-3,jax_gene_6773
,P113,jax_gene_6773
,STAT113,jax_gene_6773
,AKT,jax_gene_207
,CWS6,jax_gene_207
,PKB,jax_gene_207
,PKB-ALPHA,jax_gene_207
,PRKBA,jax_gene_207
,RAC,jax_gene_207
,RAC-ALPHA,jax_gene_207
,MRD39,jax_gene_23040
,myT1-L,jax_gene_23040
,NZF1,jax_gene_23040
,ZC2H2C2,jax_gene_23040
,ZC2HC4B,jax_gene_23040
,BCoR-L1,jax_gene_63035
,CXorf10,jax_gene_63035
,SHUVER,jax_gene_63035
,AKAP 82,jax_gene_8852
,AKAP-4,jax_gene_8852
,AKAP82,jax_gene_8852
,CT99,jax_gene_8852
,FSC1,jax_gene_8852
,hAKAP82,jax_gene_8852
,HI,jax_gene_8852
,p82,jax_gene_8852
,PRKA4,jax_gene_8852
,MG1,jax_gene_727897
,MUC-5B,jax_gene_727897
,MUC5,jax_gene_727897
,MUC9,jax_gene_727897
,CDT2,jax_gene_51514
,DCAF2,jax_gene_51514
,L2DTL,jax_gene_51514
,RAMP,jax_gene_51514
,FBH,jax_gene_2767
,FBH2,jax_gene_2767
,FHH2,jax_gene_2767
,GNA-11,jax_gene_2767
,HHC2,jax_gene_2767
,HYPOC2,jax_gene_2767
,10q23del,jax_gene_657
,ACVRLK3,jax_gene_657
,ALK3,jax_gene_657
,CD292,jax_gene_657
,SKR5,jax_gene_657
,REPA2,jax_gene_6118
,RP-A p32,jax_gene_6118
,RP-A p34,jax_gene_6118
,RPA32,jax_gene_6118
,hTIF1,jax_gene_8805
,PTC6,jax_gene_8805
,RNF82,jax_gene_8805
,TF1A,jax_gene_8805
,TIF1,jax_gene_8805
,TIF1A,jax_gene_8805
,TIF1ALPHA,jax_gene_8805
,CDIR,jax_gene_9202
,MYM,jax_gene_9202
,ZNF198L3,jax_gene_9202
,ZNF262,jax_gene_9202
,CD334,jax_gene_2264
,JTK2,jax_gene_2264
,TKF,jax_gene_2264
,CLIP,jax_gene_7461
,CLIP-115,jax_gene_7461
,CYLN2,jax_gene_7461
,WBSCR3,jax_gene_7461
,WBSCR4,jax_gene_7461
,WSCR3,jax_gene_7461
,WSCR4,jax_gene_7461
,MRD45,jax_gene_23152
,ESET,jax_gene_9869
,H3-K9-HMTase4,jax_gene_9869
,KG1T,jax_gene_9869
,KMT1E,jax_gene_9869
,TDRD21,jax_gene_9869
,BAM,jax_gene_10018
,BIM,jax_gene_10018
,BOD,jax_gene_10018
,FLT,jax_gene_2321
,FLT-1,jax_gene_2321
,VEGFR-1,jax_gene_2321
,VEGFR1,jax_gene_2321
,FISH,jax_gene_9644
,SH3MD1,jax_gene_9644
,TKS5,jax_gene_9644
,BS,jax_gene_641
,MGRISCE1,jax_gene_641
,RECQ2,jax_gene_641
,RECQL2,jax_gene_641
,RECQL3,jax_gene_641
,PP2A-Abeta,jax_gene_5519
,PR65B,jax_gene_5519
,BTBD32,jax_gene_8405
,TEF2,jax_gene_8405
,Hsh155,jax_gene_23451
,MDS,jax_gene_23451
,PRP10,jax_gene_23451
,PRPF10,jax_gene_23451
,SAP155,jax_gene_23451
,SF3b155,jax_gene_23451
,MRD47,jax_gene_10274
,SA1,jax_gene_10274
,SCC3A,jax_gene_10274
,A3A,jax_gene_200315
,ARP3,jax_gene_200315
,bK150C2.1,jax_gene_200315
,PHRBN,jax_gene_200315
,CUL-3,jax_gene_8452
,PHA2E,jax_gene_8452
,RABIP4,jax_gene_80230
,ZFYVE12,jax_gene_80230
,H3.1,jax_gene_8353
,H3/d,jax_gene_8353
,H3C1,jax_gene_8353
,H3C10,jax_gene_8353
,H3C11,jax_gene_8353
,H3C12,jax_gene_8353
,H3C2,jax_gene_8353
,H3C3,jax_gene_8353
,H3C4,jax_gene_8353
,H3C7,jax_gene_8353
,H3C8,jax_gene_8353
,H3FD,jax_gene_8353
,HIST1H3E,jax_gene_8353
,ACZ,jax_gene_27445
,PCH3,jax_gene_27445
,FANCN,jax_gene_79728
,PNCA3,jax_gene_79728
,CDC2,jax_gene_5424
,CRCS10,jax_gene_5424
,MDPL,jax_gene_5424
,POLD,jax_gene_5424
,MCPH12,jax_gene_1021
,PLSTIRE,jax_gene_1021
,BTBD29,jax_gene_8216
,LZTR-1,jax_gene_8216
,NS10,jax_gene_8216
,NS2,jax_gene_8216
,SWNTS2,jax_gene_8216
,MRD29,jax_gene_26040
,SEB,jax_gene_26040
,MADER,jax_gene_4665
,GP52-40,jax_gene_951
,TSPAN26,jax_gene_951
,E2F-3,jax_gene_1871
,CAGH1,jax_gene_171017
,CAGH1A,jax_gene_171017
,CIZ,jax_gene_171017
,ERDA2,jax_gene_171017
,NMP4,jax_gene_171017
,NP,jax_gene_171017
,TNRC1,jax_gene_171017
,AU,jax_gene_4059
,CD239,jax_gene_4059
,LU,jax_gene_4059
,MSK19,jax_gene_4059
,PFTAIRE1,jax_gene_5218
,PFTK1,jax_gene_5218
,ARMD1,jax_gene_83872
,FBLN6,jax_gene_83872
,FIBL-6,jax_gene_83872
,FIBL6,jax_gene_83872
,KDM3C,jax_gene_221037
,TRIP-8,jax_gene_221037
,TRIP8,jax_gene_221037
,DXS8237E,jax_gene_8241
,GPATC9,jax_gene_8241
,GPATCH9,jax_gene_8241
,S1-1,jax_gene_8241
,TARPS,jax_gene_8241
,ZRANB5,jax_gene_8241
,CT96,jax_gene_7272
,ESK,jax_gene_7272
,MPH1,jax_gene_7272
,MPS1,jax_gene_7272
,MPS1L1,jax_gene_7272
,PYT,jax_gene_7272
,ALS19,jax_gene_2066
,HER4,jax_gene_2066
,p180erbB4,jax_gene_2066
,EST698739,jax_gene_10349
,VUR3,jax_gene_64321
,AAP1,jax_gene_23429
,APAP-1,jax_gene_23429
,DEDAF,jax_gene_23429
,YEAF1,jax_gene_23429
,KLS,jax_gene_6199
,p70(S6K)-beta,jax_gene_6199
,P70-beta,jax_gene_6199
,P70-beta-1,jax_gene_6199
,P70-beta-2,jax_gene_6199
,p70S6Kb,jax_gene_6199
,S6K-beta2,jax_gene_6199
,S6K2,jax_gene_6199
,S6KB,jax_gene_6199
,S6Kbeta,jax_gene_6199
,S6KI(2),jax_gene_6199
,SRK,jax_gene_6199
,STK14B,jax_gene_6199
,BLIMP1,jax_gene_639
,PRDI-BF1,jax_gene_639
,ALS12,jax_gene_10133
,FIP2,jax_gene_10133
,GLC1E,jax_gene_10133
,HIP7,jax_gene_10133
,HYPL,jax_gene_10133
,NRP,jax_gene_10133
,TFIIIA-INTP,jax_gene_10133
,B55A,jax_gene_5520
,B55ALPHA,jax_gene_5520
,PR52A,jax_gene_5520
,PR55A,jax_gene_5520
,PR55alpha,jax_gene_5520
,CLIP,jax_gene_6249
,CLIP-170,jax_gene_6249
,CLIP170,jax_gene_6249
,CYLN1,jax_gene_6249
,RSN,jax_gene_6249
,JNKK2,jax_gene_5609
,MAPKK7,jax_gene_5609
,MEK,jax_gene_5609
,MEK 7,jax_gene_5609
,MKK7,jax_gene_5609
,PRKMK7,jax_gene_5609
,SAPKK-4,jax_gene_5609
,SAPKK4,jax_gene_5609
,PDK1,jax_gene_5170
,PDPK2,jax_gene_5170
,PDPK2P,jax_gene_5170
,PRO0461,jax_gene_5170
,AXIN,jax_gene_8312
,PPP1R49,jax_gene_8312
,TBX3-ISO,jax_gene_6926
,UMS,jax_gene_6926
,XHL,jax_gene_6926
,PCTAIRE,jax_gene_5127
,PCTAIRE1,jax_gene_5127
,PCTGAIRE,jax_gene_5127
,PCTK1,jax_gene_5127
,dJ1111A8.1,jax_gene_7399
,RP39,jax_gene_7399
,US2,jax_gene_7399
,USH2,jax_gene_7399
,ABP/ZF,jax_gene_55503
,CAT1,jax_gene_55503
,CATL,jax_gene_55503
,ECAC2,jax_gene_55503
,HRPTTN,jax_gene_55503
,HSA277909,jax_gene_55503
,LP6728,jax_gene_55503
,ZFAB,jax_gene_55503
,BAF200,jax_gene_196528
,CSS6,jax_gene_196528
,p200,jax_gene_196528
,P73,jax_gene_7161
,IDO,jax_gene_3620
,IDO-1,jax_gene_3620
,INDO,jax_gene_3620
,AID,jax_gene_57379
,ARP2,jax_gene_57379
,CDA2,jax_gene_57379
,HEL-S-284,jax_gene_57379
,HIGM2,jax_gene_57379
,PPP2R6B,jax_gene_29966
,S/G2NA,jax_gene_29966
,SG2NA,jax_gene_29966
,BEHAB,jax_gene_63827
,CSPG7,jax_gene_63827
,CIG-49,jax_gene_3437
,cig41,jax_gene_3437
,GARG-49,jax_gene_3437
,IFI60,jax_gene_3437
,IFIT4,jax_gene_3437
,IRG2,jax_gene_3437
,ISG60,jax_gene_3437
,P60,jax_gene_3437
,RIG-G,jax_gene_3437
,14-3-3E,jax_gene_7531
,HEL2,jax_gene_7531
,KCIP-1,jax_gene_7531
,MDCR,jax_gene_7531
,MDS,jax_gene_7531
,LAM,jax_gene_7248
,TSC,jax_gene_7248
,ACTRIB,jax_gene_91
,ACVRLK4,jax_gene_91
,ALK4,jax_gene_91
,SKR2,jax_gene_91
,MRCKB,jax_gene_9578
,KCC4,jax_gene_10723
,RHEB2,jax_gene_6009
,FOAP-7,jax_gene_51669
,HSPC035,jax_gene_51669
,TMEM66,jax_gene_51669
,XTP3,jax_gene_51669
,FMRD,jax_gene_2271
,HLRCC,jax_gene_2271
,HsFH,jax_gene_2271
,LRCC,jax_gene_2271
,MCL,jax_gene_2271
,MCUL1,jax_gene_2271
,MDB,jax_gene_29
,CMD1,jax_gene_6662
,CMPD1,jax_gene_6662
,SRA1,jax_gene_6662
,SRXX2,jax_gene_6662
,SRXY10,jax_gene_6662
,FMR2,jax_gene_2334
,FMR2P,jax_gene_2334
,FRAXE,jax_gene_2334
,MRX2,jax_gene_2334
,OX19,jax_gene_2334
,LAF4,jax_gene_3899
,MLLT2-like,jax_gene_3899
,Strap,jax_gene_91875
,VEGFL,jax_gene_7423
,VRF,jax_gene_7423
,CAFDADD,jax_gene_84231
,RFWD1,jax_gene_84231
,RNF119,jax_gene_84231
,CDC2L1,jax_gene_984
,CDK11,jax_gene_984
,CDK11-p110,jax_gene_984
,CDK11-p46,jax_gene_984
,CDK11-p58,jax_gene_984
,CLK-1,jax_gene_984
,p58,jax_gene_984
,p58CDC2L1,jax_gene_984
,p58CLK-1,jax_gene_984
,PITSLREA,jax_gene_984
,PK58,jax_gene_984
,alpha-PAK,jax_gene_5058
,IDDMSSD,jax_gene_5058
,p65-PAK,jax_gene_5058
,PAKalpha,jax_gene_5058
,CAFYD,jax_gene_1277
,EDSARTH1,jax_gene_1277
,EDSC,jax_gene_1277
,OI1,jax_gene_1277
,OI2,jax_gene_1277
,OI3,jax_gene_1277
,OI4,jax_gene_1277
,DIPP,jax_gene_11165
,DIPP-1,jax_gene_11165
,DIPP1,jax_gene_11165
,A3F,jax_gene_200316
,ARP8,jax_gene_200316
,BK150C2.4.MRNA,jax_gene_200316
,KA6,jax_gene_200316
,AAG4,jax_gene_1191
,APO-J,jax_gene_1191
,APOJ,jax_gene_1191
,CLI,jax_gene_1191
,CLU1,jax_gene_1191
,CLU2,jax_gene_1191
,KUB1,jax_gene_1191
,NA1/NA2,jax_gene_1191
,SGP-2,jax_gene_1191
,SGP2,jax_gene_1191
,SP-40,jax_gene_1191
,TRPM-2,jax_gene_1191
,TRPM2,jax_gene_1191
,GARNL1,jax_gene_253959
,GRIPE,jax_gene_253959
,p240,jax_gene_253959
,RalGAPalpha1,jax_gene_253959
,TULIP1,jax_gene_253959
,TORC-3,jax_gene_64784
,TORC3,jax_gene_64784
,C11orf73,jax_gene_51501
,HLD13,jax_gene_51501
,HSPC138,jax_gene_51501
,HSPC179,jax_gene_51501
,L7RN6,jax_gene_51501
,OPI10,jax_gene_51501
,ATRAP,jax_gene_57085
,MYL,jax_gene_5371
,PP8675,jax_gene_5371
,RNF71,jax_gene_5371
,TRIM19,jax_gene_5371
,MIZ,jax_gene_57178
,NEDDFSA,jax_gene_57178
,RAI17,jax_gene_57178
,TRAFIP10,jax_gene_57178
,ZIMP10,jax_gene_57178
,DESRT,jax_gene_84159
,MRF-2,jax_gene_84159
,MRF2,jax_gene_84159
,GCCR,jax_gene_2908
,GCR,jax_gene_2908
,GCRST,jax_gene_2908
,GR,jax_gene_2908
,GRL,jax_gene_2908
,DFNB26,jax_gene_2549
,ERM,jax_gene_2119
,bA517O1.1,jax_gene_10735
,MKMS,jax_gene_10735
,NEDXCF,jax_gene_10735
,SA-2,jax_gene_10735
,SA2,jax_gene_10735
,SCC3B,jax_gene_10735
,TRP1,jax_gene_5644
,TRY1,jax_gene_5644
,TRY4,jax_gene_5644
,TRYP1,jax_gene_5644
,DCR1,jax_gene_23405
,Dicer,jax_gene_23405
,Dicer1e,jax_gene_23405
,GLOW,jax_gene_23405
,HERNA,jax_gene_23405
,K12H4.8-LIKE,jax_gene_23405
,MNG1,jax_gene_23405
,RMSE2,jax_gene_23405
,MIG20a,jax_gene_4921
,NTRKR3,jax_gene_4921
,TKT,jax_gene_4921
,TYRO10,jax_gene_4921
,WRCN,jax_gene_4921
,PKC-gamma,jax_gene_5582
,PKCC,jax_gene_5582
,PKCG,jax_gene_5582
,PKCgamma,jax_gene_5582
,PKCI(3),jax_gene_5582
,SCA14,jax_gene_5582
,MOAT-B,jax_gene_10257
,MOATB,jax_gene_10257
,MRP4,jax_gene_10257
,NIC96,jax_gene_9688
,H1.2,jax_gene_3006
,H1C,jax_gene_3006
,H1F2,jax_gene_3006
,H1s-1,jax_gene_3006
,HIST1H1C,jax_gene_3006
,HH72,jax_gene_7803
,PRL-1,jax_gene_7803
,PRL1,jax_gene_7803
,PTP(CAAX1),jax_gene_7803
,PTPCAAX1,jax_gene_7803
,bHLHb24,jax_gene_3397
,ID,jax_gene_3397
,GF1,jax_gene_6654
,GGF1,jax_gene_6654
,GINGF,jax_gene_6654
,HGF,jax_gene_6654
,NS4,jax_gene_6654
,SOS-1,jax_gene_6654
,C5FW,jax_gene_28951
,GS3955,jax_gene_28951
,TRB2,jax_gene_28951
,CAIN,jax_gene_8021
,CAN,jax_gene_8021
,IIAE9,jax_gene_8021
,BFGF,jax_gene_2247
,FGF-2,jax_gene_2247
,FGFB,jax_gene_2247
,HBGF-2,jax_gene_2247
,betaSpII,jax_gene_6711
,ELF,jax_gene_6711
,HEL102,jax_gene_6711
,SPTB2,jax_gene_6711
,CD365,jax_gene_26762
,HAVCR,jax_gene_26762
,HAVCR-1,jax_gene_26762
,KIM-1,jax_gene_26762
,KIM1,jax_gene_26762
,TIM,jax_gene_26762
,TIM-1,jax_gene_26762
,TIM1,jax_gene_26762
,TIMD-1,jax_gene_26762
,TIMD1,jax_gene_26762
,IMD12,jax_gene_10892
,MLT,jax_gene_10892
,MLT1,jax_gene_10892
,PCASP1,jax_gene_10892
,ABC20,jax_gene_5243
,CD243,jax_gene_5243
,CLCS,jax_gene_5243
,GP170,jax_gene_5243
,MDR1,jax_gene_5243
,P-GP,jax_gene_5243
,PGY1,jax_gene_5243
,EAB1,jax_gene_2139
,hGK-1,jax_gene_3817
,hK2,jax_gene_3817
,KLK2A2,jax_gene_3817
,BAP135,jax_gene_2969
,BTKAP1,jax_gene_2969
,DIWS,jax_gene_2969
,GTFII-I,jax_gene_2969
,IB291,jax_gene_2969
,SPIN,jax_gene_2969
,TFII-I,jax_gene_2969
,WBS,jax_gene_2969
,WBSCR6,jax_gene_2969
,DKCA1,jax_gene_7012
,hTR,jax_gene_7012
,PFBMFT2,jax_gene_7012
