surname,firstInitial,graph_id
Tamagnini,I,author_tamagnini_i
Piana,S,author_piana_s
Ciarrocchi,A,author_ciarrocchi_a
Xu,X,author_xu_x
Goodman,SB,author_goodman_sb
Bi,W,author_bi_w
Jiao,S,author_jiao_s
Maloney,WJ,author_maloney_wj
Zhao,JZ,author_zhao_jz
Lin,RT,author_lin_rt
Chen,YN,author_chen_yn
Yu,LJ,author_yu_lj
Shi,TY,author_shi_ty
Liu,MM,author_liu_mm
Goeppert,B,author_goeppert_b
Ernst,C,author_ernst_c
Baer,C,author_baer_c
Roessler,S,author_roessler_s
Renner,M,author_renner_m
Mehrabi,A,author_mehrabi_a
Hafezi,M,author_hafezi_m
Pathil,A,author_pathil_a
Warth,A,author_warth_a
Stenzinger,A,author_stenzinger_a
B�hr,M,author_bahr_m
Will,R,author_will_r
Schirmacher,P,author_schirmacher_p
Plass,C,author_plass_c
Weichenhan,D,author_weichenhan_d
Guarnieri,V,author_guarnieri_v
Battista,C,author_battista_c
Muscarella,LA,author_muscarella_la
San,Filippo,author_san_filippo
Maranon,DG,author_maranon_dg
Jimenez-Sainz,J,author_jimenez_sainz_j
Fontenay,GV,author_fontenay_gv
Kwon,Y,author_kwon_y
Leung,SG,author_leung_sg
Jensen,RB,author_jensen_rb
Chazin,WJ,author_chazin_wj
Wiese,C,author_wiese_c
Ma,YY,author_ma_yy
Lin,H,author_lin_h
Chang,FM,author_chang_fm
Chang,TC,author_chang_tc
Trieu,T,author_trieu_t
Pridgen,HI,author_pridgen_hi
Pati�o-Guzman,K,author_patino_guzman_k
Diab,N,author_diab_n
Cantu,A,author_cantu_a
Slaga,TJ,author_slaga_tj
Wei,SJ,author_wei_sj
Rezano,A,author_rezano_a
Kuwahara,K,author_kuwahara_k
Yamamoto-Ibusuki,M,author_yamamoto_ibusuki_m
Kitabatake,M,author_kitabatake_m
Moolthiya,P,author_moolthiya_p
Phimsen,S,author_phimsen_s
Suda,T,author_suda_t
Tone,S,author_tone_s
Iwase,H,author_iwase_h
Sakaguchi,N,author_sakaguchi_n
Marino,D,author_marino_d
Perkovic,M,author_perkovic_m
Hain,A,author_hain_a
Jaguva,Vasudevan,author_jaguva_vasudevan
Hofmann,H,author_hofmann_h
Rohmer,V,author_rohmer_v
Amar,L,author_amar_l
Herman,P,author_herman_p
Leboulleux,S,author_leboulleux_s
Darrouzet,V,author_darrouzet_v
Niccoli,P,author_niccoli_p
Gaillard,D,author_gaillard_d
Chabrier,G,author_chabrier_g
Chabolle,F,author_chabolle_f
Coupier,I,author_coupier_i
Thieblot,P,author_thieblot_p
Lecomte,P,author_lecomte_p
Wion-Barbot,N,author_wion_barbot_n
Murat,A,author_murat_a
PGL.NET,network,author_pgl_net_network
Mannelli,M,author_mannelli_m
Ercolino,T,author_ercolino_t
Giach�,V,author_giache_v
Simi,L,author_simi_l
Cirami,C,author_cirami_c
Parenti,G,author_parenti_g
Else,T,author_else_t
Lerario,AM,author_lerario_am
Everett,J,author_everett_j
Haymon,L,author_haymon_l
Wham,D,author_wham_d
Mullane,M,author_mullane_m
Wilson,TL,author_wilson_tl
Rainville,I,author_rainville_i
Rana,H,author_rana_h
Worth,AJ,author_worth_aj
Snyder,NW,author_snyder_nw
Blair,IA,author_blair_ia
McKay,R,author_mckay_r
Kilbridge,K,author_kilbridge_k
Hammer,G,author_hammer_g
Barletta,J,author_barletta_j
Vaidya,A,author_vaidya_a
Bernardo-Casti�eira,C,author_bernardo_castineira_c
Vald�s,N,author_valdes_n
Sierra,MI,author_sierra_mi
S�enz-de-Santa-Mar�a,I,author_saenz_de_santa_maria_i
Bay�n,GF,author_bayon_gf
Perez,RF,author_perez_rf
Fern�ndez,AF,author_fernandez_af
Fraga,MF,author_fraga_mf
Astudillo,A,author_astudillo_a
Men�ndez,R,author_menendez_r
Fern�ndez,B,author_fernandez_b
Del,Olmo,author_del_olmo
Suarez,C,author_suarez_c
Chiara,MD,author_chiara_md
Hopkins,BD,author_hopkins_bd
Hodakoski,C,author_hodakoski_c
Pflueger,D,author_pflueger_d
Mittmann,C,author_mittmann_c
Dehler,S,author_dehler_s
Rubin,MA,author_rubin_ma
Schraml,P,author_schraml_p
Hutchinson,KE,author_hutchinson_ke
Chalmers,ZR,author_chalmers_zr
Shi,C,author_shi_c
Elvin,J,author_elvin_j
Basturk,O,author_basturk_o
Klimstra,DS,author_klimstra_ds
Herzog,M,author_herzog_m
Josseaux,E,author_josseaux_e
Dedeurwaerder,S,author_dedeurwaerder_s
Calonne,E,author_calonne_e
Volkmar,M,author_volkmar_m
Wong,J,author_wong_j
Saberi,S,author_saberi_s
Alder,O,author_alder_o
Moksa,M,author_moksa_m
Grace,Cheng,author_grace_cheng
Morin,GB,author_morin_gb
Hoodless,PA,author_hoodless_pa
Hirst,M,author_hirst_m
Karamboulas,C,author_karamboulas_c
Dakubo,GD,author_dakubo_gd
De,Repentigny,author_de_repentigny
Yutzey,K,author_yutzey_k
Wallace,VA,author_wallace_va
Kothary,R,author_kothary_r
Skerjanc,IS,author_skerjanc_is
Rodr�guez,AI,author_rodriguez_ai
Cs�nyi,G,author_csanyi_g
Ranayhossaini,DJ,author_ranayhossaini_dj
Feck,DM,author_feck_dm
Blose,KJ,author_blose_kj
Assatourian,L,author_assatourian_l
Vorp,DA,author_vorp_da
Pagano,PJ,author_pagano_pj
Luger,D,author_luger_d
Yang,YA,author_yang_ya
Raviv,A,author_raviv_a
Weinberg,D,author_weinberg_d
Banerjee,S,author_banerjee_s
Lee,MJ,author_lee_mj
Trepel,J,author_trepel_j
Wakefield,LM,author_wakefield_lm
Naylor,TL,author_naylor_tl
Ratsch,BA,author_ratsch_ba
Bisceglia,M,author_bisceglia_m
de,Martino,author_de_martino
Baorda,F,author_baorda_f
Maiello,E,author_maiello_e
D'Agruma,L,author_d_agruma_l
Chiodini,I,author_chiodini_i
Clemente,C,author_clemente_c
Minisola,S,author_minisola_s
Romagnoli,E,author_romagnoli_e
Corbetta,S,author_corbetta_s
Viti,R,author_viti_r
Eller-Vainicher,C,author_eller_vainicher_c
Spada,A,author_spada_a
Iacobellis,M,author_iacobellis_m
Malavolta,N,author_malavolta_n
Carella,M,author_carella_m
Canaff,L,author_canaff_l
Hendy,GN,author_hendy_gn
Cole,DE,author_cole_de
Scillitani,A,author_scillitani_a
Pandya,C,author_pandya_c
Uzilov,AV,author_uzilov_av
Bellizzi,J,author_bellizzi_j
Lau,CY,author_lau_cy
Moe,AS,author_moe_as
Strahl,M,author_strahl_m
Hamou,W,author_hamou_w
Newman,LC,author_newman_lc
Fink,MY,author_fink_my
Antipin,Y,author_antipin_y
Yu,W,author_yu_w
Stevenson,M,author_stevenson_m
Cavaco,BM,author_cavaco_bm
Teh,BT,author_teh_bt
Thakker,RV,author_thakker_rv
Morreau,H,author_morreau_h
Schadt,EE,author_schadt_ee
Sebra,R,author_sebra_r
Li,SD,author_li_sd
Arnold,A,author_arnold_a
Mahajan,G,author_mahajan_g
Sacerdote,A,author_sacerdote_a
Zheng,HC,author_zheng_hc
Gong,BC,author_gong_bc
Marnef,A,author_marnef_a
Sommerville,J,author_sommerville_j
Ladomery,MR,author_ladomery_mr
Liu,TT,author_liu_tt
Yang,Q,author_yang_q
Zhong,B,author_zhong_b
Ran,Y,author_ran_y
Hanschmann,KM,author_hanschmann_km
M�hlebach,MD,author_muhlebach_md
Schumann,GG,author_schumann_gg
K�nig,R,author_konig_r
Cichutek,K,author_cichutek_k
H�ussinger,D,author_haussinger_d
M�nk,C,author_munk_c
Yang,G,author_yang_g
Huang,R,author_huang_r
Hu,G,author_hu_g
Turner,JA,author_turner_ja
Bemis,JGT,author_bemis_jgt
Bagby,SM,author_bagby_sm
Capasso,A,author_capasso_a
Yacob,BW,author_yacob_bw
Chimed,TS,author_chimed_ts
Barrows,D,author_barrows_d
Mense,SM,author_mense_sm
Parsons,RE,author_parsons_re
Naderali,E,author_naderali_e
Khaki,AA,author_khaki_aa
Rad,JS,author_rad_js
Ali-Hemmati,A,author_ali_hemmati_a
Rahmati,M,author_rahmati_m
Charoudeh,HN,author_charoudeh_hn
Daikoku,T,author_daikoku_t
Terakawa,J,author_terakawa_j
Ogawa,Y,author_ogawa_y
Joshi,AR,author_joshi_ar
Ellenson,LH,author_ellenson_lh
Dey,SK,author_dey_sk
Giles,KM,author_giles_km
Rosenbaum,BE,author_rosenbaum_be
Berger,M,author_berger_m
Izsak,A,author_izsak_a
Illa,Bochaca,author_illa_bochaca
Vega-Saenz,de,author_vega_saenz_de
Darvishian,F,author_darvishian_f
Zhong,H,author_zhong_h
Osman,I,author_osman_i
Chalhoub,N,author_chalhoub_n
Baker,SJ,author_baker_sj
Gao,S,author_gao_s
Wu,R,author_wu_r
Tian,X,author_tian_x
Ferreira,Fde,author_ferreira_fde
Carraro,DM,author_carraro_dm
Rossi,BM,author_rossi_bm
Vikova,V,author_vikova_v
Jourdan,M,author_jourdan_m
Robert,N,author_robert_n
Requirand,G,author_requirand_g
Boireau,S,author_boireau_s
Bruyer,A,author_bruyer_a
Vincent,L,author_vincent_l
Cartron,G,author_cartron_g
Klein,B,author_klein_b
Kassambara,A,author_kassambara_a
Moreaux,J,author_moreaux_j
Sameer,AS,author_sameer_as
Nissar,S,author_nissar_s
Fatima,K,author_fatima_k
Xiao,X,author_xiao_x
Melton,DW,author_melton_dw
Gourley,C,author_gourley_c
Yue,C,author_yue_c
Tian,Q,author_tian_q
Peng,J,author_peng_j
Lian,R,author_lian_r
Feng,X,author_feng_x
Pan,L,author_pan_l
Huan,Y,author_huan_y
Cai,J,author_cai_j
Enns,A,author_enns_a
Loo,A,author_loo_a
Lenz,P,author_lenz_p
Waters,NJ,author_waters_nj
Schuler,W,author_schuler_w
D�rken,B,author_dorken_b
Yao,YM,author_yao_ym
Stegmeier,F,author_stegmeier_f
Luecke,S,author_luecke_s
Green,MR,author_green_mr
Madan,V,author_madan_v
Kanojia,D,author_kanojia_d
Okamoto,R,author_okamoto_r
Sato-Otsubo,A,author_sato_otsubo_a
Kohlmann,A,author_kohlmann_a
Grossmann,V,author_grossmann_v
Liu,LL,author_liu_ll
Wang,YY,author_wang_yy
Shu,HB,author_shu_hb
Lee,W,author_lee_w
Teckie,S,author_teckie_s
Ran,L,author_ran_l
Prieto,Granada,author_prieto_granada
Lin,M,author_lin_m
Zhu,S,author_zhu_s
Cao,Z,author_cao_z
Sboner,A,author_sboner_a
Tap,WD,author_tap_wd
Huberman,KH,author_huberman_kh
Qin,LX,author_qin_lx
Chi,P,author_chi_p
Van,Gulick,author_van_gulick
Tobin,R,author_tobin_r
Tentler,JJ,author_tentler_jj
Pitts,T,author_pitts_t
McCarter,M,author_mccarter_m
Robinson,WA,author_robinson_wa
Couts,KL,author_couts_kl
Shi,GX,author_shi_gx
Cai,W,author_cai_w
Andres,DA,author_andres_da
Castel,P,author_castel_p
Cheng,A,author_cheng_a
Cuevas-Navarro,A,author_cuevas_navarro_a
Everman,DB,author_everman_db
Papageorge,AG,author_papageorge_ag
Tankka,A,author_tankka_a
Fuks,F,author_fuks_f
Cho,HS,author_cho_hs
Toyokawa,G,author_toyokawa_g
Daigo,Y,author_daigo_y
Hayami,S,author_hayami_s
Ikawa,N,author_ikawa_n
Yamane,Y,author_yamane_y
Maejima,K,author_maejima_k
Tsunoda,T,author_tsunoda_t
Field,HI,author_field_hi
Kelly,JD,author_kelly_jd
Ponder,BA,author_ponder_ba
Maehara,Y,author_maehara_y
Hamamoto,R,author_hamamoto_r
Beyer,S,author_beyer_s
Kristensen,MM,author_kristensen_mm
Jensen,KS,author_jensen_ks
Johansen,JV,author_johansen_jv
Staller,P,author_staller_p
Deh�,PM,author_dehe_pm
Gaillard,PHL,author_gaillard_phl
Turnbull,C,author_turnbull_c
Hines,S,author_hines_s
Renwick,A,author_renwick_a
Hughes,D,author_hughes_d
Pernet,D,author_pernet_d
Elliott,A,author_elliott_a
Seal,S,author_seal_s
Warren-Perry,M,author_warren_perry_m
Gareth,Evans,author_gareth_evans
Eccles,D,author_eccles_d
Breast,Cancer,author_breast_cancer
Rahman,N,author_rahman_n
Sundaresan,J,author_sundaresan_j
Shiraishi,Y,author_shiraishi_y
Miyano,S,author_miyano_s
Thol,F,author_thol_f
Ganser,A,author_ganser_a
Haferlach,T,author_haferlach_t
Nowak,D,author_nowak_d
Nagata,Y,author_nagata_y
Yamamoto,R,author_yamamoto_r
Kon,A,author_kon_a
Nagasaki,M,author_nagasaki_m
Chalkidis,G,author_chalkidis_g
Shiosaka,M,author_shiosaka_m
Kawahata,R,author_kawahata_r
Otsu,M,author_otsu_m
Ishiyama,K,author_ishiyama_k
Mori,H,author_mori_h
Nolte,F,author_nolte_f
Hofmann,WK,author_hofmann_wk
Miyawaki,S,author_miyawaki_s
Shih,LY,author_shih_ly
Nakauchi,H,author_nakauchi_h
Gangat,N,author_gangat_n
Patnaik,MM,author_patnaik_mm
Tefferi,A,author_tefferi_a
Lontos,K,author_lontos_k
Adamik,J,author_adamik_j
Tsagianni,A,author_tsagianni_a
Galson,DL,author_galson_dl
Chirgwin,JM,author_chirgwin_jm
Suvannasankha,A,author_suvannasankha_a
Mendoza,RG,author_mendoza_rg
Yuan,F,author_yuan_f
Subler,MA,author_subler_ma
Windle,J,author_windle_j
Garcia,DK,author_garcia_dk
Lai,Z,author_lai_z
Chen,HH,author_chen_hh
Giashuddin,S,author_giashuddin_s
Wang,XY,author_wang_xy
Kong,G,author_kong_g
Talarico,C,author_talarico_c
Dattilo,V,author_dattilo_v
D'Antona,L,author_d_antona_l
Menniti,M,author_menniti_m
Bianco,C,author_bianco_c
Powers,MA,author_powers_ma
Gough,SM,author_gough_sm
Slape,CI,author_slape_ci
Valerio,DG,author_valerio_dg
Eisold,ME,author_eisold_me
Koche,RP,author_koche_rp
Chen,CW,author_chen_cw
Chu,SH,author_chu_sh
Brien,GL,author_brien_gl
Park,CY,author_park_cy
Hsieh,JJ,author_hsieh_jj
Ernst,P,author_ernst_p
Armstrong,SA,author_armstrong_sa
Podojil,JR,author_podojil_jr
Miller,SD,author_miller_sd
Edelbrock,MA,author_edelbrock_ma
Kaliyaperumal,S,author_kaliyaperumal_s
Williams,KJ,author_williams_kj
Baglietto,L,author_baglietto_l
White,DM,author_white_dm
Wagner,A,author_wagner_a
Gomez,Garcia,author_gomez_garcia
Vriends,AH,author_vriends_ah
Dutch,Lynch,author_dutch_lynch
Cartwright,NR,author_cartwright_nr
Barnetson,RA,author_barnetson_ra
Farrington,SM,author_farrington_sm
Tenesa,A,author_tenesa_a
Hampel,H,author_hampel_h
Buchanan,D,author_buchanan_d
Arnold,S,author_arnold_s
Young,J,author_young_j
Walsh,MD,author_walsh_md
Jass,J,author_jass_j
Macrae,F,author_macrae_f
Antill,Y,author_antill_y
Winship,IM,author_winship_im
Suthers,G,author_suthers_g
Leggett,B,author_leggett_b
Butz,M,author_butz_m
Aronson,M,author_aronson_m
Poynter,JN,author_poynter_jn
Le,Marchand,author_le_marchand
Haile,R,author_haile_r
Potter,J,author_potter_j
Vasen,HF,author_vasen_hf
Dunlop,MG,author_dunlop_mg
Panebianco,F,author_panebianco_f
Kelly,LM,author_kelly_lm
Ortuso,F,author_ortuso_f
Alcaro,S,author_alcaro_s
Schenone,S,author_schenone_s
Perrotti,N,author_perrotti_n
Amato,R,author_amato_r
You,KS,author_you_ks
Yi,YW,author_yi_yw
Kwak,SJ,author_kwak_sj
Seong,YS,author_seong_ys
Tang,Q,author_tang_q
Holland-Letz,T,author_holland_letz_t
Slynko,A,author_slynko_a
Cuk,K,author_cuk_k
Marme,F,author_marme_f
Schott,S,author_schott_s
Heil,J,author_heil_j
Galeas,J,author_galeas_j
Urisman,A,author_urisman_a
Berger,AH,author_berger_ah
Duke,F,author_duke_f
Wala,J,author_wala_j
Kaplan,N,author_kaplan_n
Aoki,Y,author_aoki_y
Niihori,T,author_niihori_t
Banjo,T,author_banjo_t
Okamoto,N,author_okamoto_n
Mizuno,S,author_mizuno_s
Kurosawa,K,author_kurosawa_k
Ogata,T,author_ogata_t
Takada,F,author_takada_f
Ando,T,author_ando_t
Hoshika,T,author_hoshika_t
Barnett,C,author_barnett_c
Ohashi,H,author_ohashi_h
Kawame,H,author_kawame_h
Okutani,T,author_okutani_t
Nagashima,T,author_nagashima_t
Hasegawa,S,author_hasegawa_s
Funayama,R,author_funayama_r
Ogura,T,author_ogura_t
Matsubara,Y,author_matsubara_y
Coskun,M,author_coskun_m
Troelsen,JT,author_troelsen_jt
Nielsen,OH,author_nielsen_oh
Lau,PP,author_lau_pp
Chan,L,author_chan_l
Hu,H,author_hu_h
Zhong,S,author_zhong_s
Dacic,S,author_dacic_s
Dhir,R,author_dhir_r
Chiosea,SI,author_chiosea_si
Kuan,SF,author_kuan_sf
Bhargava,R,author_bhargava_r
Trivedi,S,author_trivedi_s
Gandhi,M,author_gandhi_m
Diaz,R,author_diaz_r
Wald,AI,author_wald_ai
Carty,SE,author_carty_se
Ferris,RL,author_ferris_rl
Nikiforov,YE,author_nikiforov_ye
Furukawa,Y,author_furukawa_y
Morita,M,author_morita_m
Iimura,Y,author_iimura_y
Silva,FP,author_silva_fp
Krisenko,MO,author_krisenko_mo
Geahlen,RL,author_geahlen_rl
R�hrborn,D,author_rohrborn_d
Wronkowitz,N,author_wronkowitz_n
Eckel,J,author_eckel_j
Wagner,L,author_wagner_l
Klemann,C,author_klemann_c
Stephan,M,author_stephan_m
von,H�rsten,author_von_horsten
Russo,JW,author_russo_jw
Bhasin,SS,author_bhasin_ss
Qu,B,author_qu_b
Golatta,M,author_golatta_m
Bewerunge-Hudler,M,author_bewerunge_hudler_m
Sutter,C,author_sutter_c
Surowy,H,author_surowy_h
Wappenschmidt,B,author_wappenschmidt_b
Schmutzler,R,author_schmutzler_r
Hoth,M,author_hoth_m
Bugert,P,author_bugert_p
Bartram,CR,author_bartram_cr
Sohn,C,author_sohn_c
Schneeweiss,A,author_schneeweiss_a
Yang,R,author_yang_r
Burwinkel,B,author_burwinkel_b
Zech,M,author_zech_m
Boesch,S,author_boesch_s
Maier,EM,author_maier_em
Dreyer,SD,author_dreyer_sd
Zheng,Q,author_zheng_q
Zabel,B,author_zabel_b
Winterpacht,A,author_winterpacht_a
Lee,B,author_lee_b
Sinha,J,author_sinha_j
Miloh,T,author_miloh_t
Burns,RC,author_burns_rc
Yu,Z,author_yu_z
Shneider,BL,author_shneider_bl
Xie,R,author_xie_r
Huang,P,author_huang_p
McKeehan,WL,author_mckeehan_wl
Voznesensky,OS,author_voznesensky_os
Calagua,C,author_calagua_c
Arai,S,author_arai_s
Nelson,PS,author_nelson_ps
Montgomery,B,author_montgomery_b
Mostaghel,EA,author_mostaghel_ea
Corey,E,author_corey_e
Taplin,ME,author_taplin_me
Bhasin,M,author_bhasin_m
Balk,SP,author_balk_sp
Juma,AR,author_juma_ar
Damdimopoulou,PE,author_damdimopoulou_pe
Grommen,SV,author_grommen_sv
Van,de,author_van_de
De,Groef,author_de_groef
Van,Dyck,author_van_dyck
Yagyu,R,author_yagyu_r
Rajajeyabalachandran,G,author_rajajeyabalachandran_g
Murugesan,T,author_murugesan_t
Ekambaram,S,author_ekambaram_s
Padmavathy,R,author_padmavathy_r
Jegatheesan,SK,author_jegatheesan_sk
Mullangi,R,author_mullangi_r
Rajagopal,S,author_rajagopal_s
Col�n-Bolea,P,author_colon_bolea_p
Crespo,P,author_crespo_p
Tsurita,G,author_tsurita_g
Dohmae,N,author_dohmae_n
Xu,AM,author_xu_am
Ross,C,author_ross_c
Whang,YE,author_whang_ye
Demichelis,F,author_demichelis_f
Drier,Y,author_drier_y
Sivachenko,AY,author_sivachenko_ay
Esgueva,R,author_esgueva_r
Sougnez,C,author_sougnez_c
Onofrio,R,author_onofrio_r
Park,K,author_park_k
Habegger,L,author_habegger_l
Ambrogio,L,author_ambrogio_l
Fennell,T,author_fennell_t
Parkin,M,author_parkin_m
Pugh,TJ,author_pugh_tj
Wilkinson,J,author_wilkinson_j
Fisher,S,author_fisher_s
Mahan,S,author_mahan_s
Baldwin,J,author_baldwin_j
Simons,JW,author_simons_jw
Kitabayashi,N,author_kitabayashi_n
MacDonald,TY,author_macdonald_ty
Kantoff,PW,author_kantoff_pw
Gerstein,MB,author_gerstein_mb
Tewari,A,author_tewari_a
David,SN,author_david_sn
Arnold,Egloff,author_arnold_egloff
Goyal,R,author_goyal_r
Clark,PE,author_clark_pe
Phillips,S,author_phillips_s
Gellert,LL,author_gellert_ll
Hameed,O,author_hameed_o
Giannico,GA,author_giannico_ga
Juneja,J,author_juneja_j
Casey,PJ,author_casey_pj
Ye,T,author_ye_t
Lei,Y,author_lei_y
Na,YJ,author_na_yj
Lee,DH,author_lee_dh
Kim,BR,author_kim_br
Park,SH,author_park_sh
Jo,MJ,author_jo_mj
Lee,SY,author_lee_sy
Jeong,YA,author_jeong_ya
Oh,SC,author_oh_sc
Wu,W,author_wu_w
Deng,G,author_deng_g
Zheng,G,author_zheng_g
He,D,author_he_d
Yu,R,author_yu_r
Wolgemuth,DJ,author_wolgemuth_dj
Munari,E,author_munari_e
Chaux,A,author_chaux_a
Maldonado,L,author_maldonado_l
Comp�rat,E,author_comperat_e
Varinot,J,author_varinot_j
Bivalacqua,TJ,author_bivalacqua_tj
Hoque,MO,author_hoque_mo
Netto,GJ,author_netto_gj
Duhoux,FP,author_duhoux_fp
Ameye,G,author_ameye_g
Montano-Almendras,CP,author_montano_almendras_cp
Bahloula,K,author_bahloula_k
Laibe,S,author_laibe_s
Michaux,L,author_michaux_l
Borggraefe,I,author_borggraefe_i
Vill,K,author_vill_k
Laccone,F,author_laccone_f
Pilshofer,V,author_pilshofer_v
Ceballos-Baumann,A,author_ceballos_baumann_a
Alhaddad,B,author_alhaddad_b
Berutti,R,author_berutti_r
Poewe,W,author_poewe_w
Haack,TB,author_haack_tb
Haslinger,B,author_haslinger_b
Strom,TM,author_strom_tm
Winkelmann,J,author_winkelmann_j
Rao,RC,author_rao_rc
Dou,Y,author_dou_y
Remmerie,M,author_remmerie_m
Janssens,V,author_janssens_v
Siehler,S,author_siehler_s
Inoue,A,author_inoue_a
Mikelis,CM,author_mikelis_cm
Drummond,RA,author_drummond_ra
Avino,S,author_avino_s
Finkel,K,author_finkel_k
Kalim,KW,author_kalim_kw
DiPasquale,G,author_dipasquale_g
Guo,F,author_guo_f
Aoki,J,author_aoki_j
Lionakis,MS,author_lionakis_ms
Mungall,K,author_mungall_k
Pleasance,E,author_pleasance_e
Goya,R,author_goya_r
Huff,RD,author_huff_rd
Scott,DW,author_scott_dw
Ding,J,author_ding_j
Roth,A,author_roth_a
Chiu,R,author_chiu_r
Chan,FC,author_chan_fc
Mendez-Lago,M,author_mendez_lago_m
Trinh,DL,author_trinh_dl
Bolger-Munro,M,author_bolger_munro_m
Taylor,G,author_taylor_g
Hadj,Khodabakhshi,author_hadj_khodabakhshi
Ben-Neriah,S,author_ben_neriah_s
Pon,J,author_pon_j
Meissner,B,author_meissner_b
Woolcock,B,author_woolcock_b
Farnoud,N,author_farnoud_n
Rogic,S,author_rogic_s
Lim,EL,author_lim_el
Johnson,NA,author_johnson_na
Shah,S,author_shah_s
Steidl,C,author_steidl_c
Moore,R,author_moore_r
Rong,J,author_rong_j
Peng,B,author_peng_b
Yi,B,author_yi_b
Yun,M,author_yun_m
Weng,H,author_weng_h
Ye,S,author_ye_s
Zhang,JX,author_zhang_jx
Chen,JW,author_chen_jw
Weng,HW,author_weng_hw
Zheng,ZS,author_zheng_zs
Kuiper,RP,author_kuiper_rp
Schepens,M,author_schepens_m
Thijssen,J,author_thijssen_j
Schoenmakers,EF,author_schoenmakers_ef
van,Kessel,author_van_kessel
Declercq,J,author_declercq_j
Braem,CV,author_braem_cv
Liang,LH,author_liang_lh
He,XH,author_he_xh
Sowa,ME,author_sowa_me
Ciampi,R,author_ciampi_r
Wikenheiser-Brokamp,K,author_wikenheiser_brokamp_k
Koenig,RJ,author_koenig_rj
Melling,N,author_melling_n
Talmant,P,author_talmant_p
Lippert,E,author_lippert_e
Herens,C,author_herens_c
Struski,S,author_struski_s
Raynaud,S,author_raynaud_s
Auger,N,author_auger_n
Nadal,N,author_nadal_n
Rack,K,author_rack_k
Mugneret,F,author_mugneret_f
Tigaud,I,author_tigaud_i
Lafage,M,author_lafage_m
Taviaux,S,author_taviaux_s
Roche-Lestienne,C,author_roche_lestienne_c
Latinne,D,author_latinne_d
Libouton,JM,author_libouton_jm
Poirel,HA,author_poirel_ha
Groupe,Francophone,author_groupe_francophone
Belgian,Cytogenetic,author_belgian_cytogenetic
Miyake,M,author_miyake_m
Onishi,S,author_onishi_s
Tatsumi,Y,author_tatsumi_y
Morizawa,Y,author_morizawa_y
Anai,S,author_anai_s
Tanaka,N,author_tanaka_n
Fujimoto,K,author_fujimoto_k
Poh,W,author_poh_w
Wong,W,author_wong_w
Ong,H,author_ong_h
Aung,MO,author_aung_mo
Lim,SG,author_lim_sg
Chua,BT,author_chua_bt
Ho,HK,author_ho_hk
David-Watine,B,author_david_watine_b
Zhong,M,author_zhong_m
Fallon,JT,author_fallon_jt
Epstein,JI,author_epstein_ji
Ahluwalia,P,author_ahluwalia_p
Nair,B,author_nair_b
Kumar,G,author_kumar_g
Paolicchi,E,author_paolicchi_e
Crea,F,author_crea_f
Farrar,WL,author_farrar_wl
Green,JE,author_green_je
Yin,W,author_yin_w
Dyari,HRE,author_dyari_hre
Rawling,T,author_rawling_t
Sudarmana,W,author_sudarmana_w
Bourget,K,author_bourget_k
Dwyer,JM,author_dwyer_jm
Allison,SE,author_allison_se
Murray,M,author_murray_m
Salichs,E,author_salichs_e
Ledda,A,author_ledda_a
Mularoni,L,author_mularoni_l
Alb�,MM,author_alba_mm
Martignetti,JA,author_martignetti_ja
Camacho-Vanegas,O,author_camacho_vanegas_o
Priedigkeit,N,author_priedigkeit_n
Camacho,C,author_camacho_c
Zhai,YP,author_zhai_yp
Tang,YM,author_tang_ym
Wang,LP,author_wang_lp
Wan,PJ,author_wan_pj
Malli,T,author_malli_t
Buxhofer-Ausch,V,author_buxhofer_ausch_v
Rammer,M,author_rammer_m
Erdel,M,author_erdel_m
Kranewitter,W,author_kranewitter_w
Rumpold,H,author_rumpold_h
Marschon,R,author_marschon_r
Deutschbauer,S,author_deutschbauer_s
Simonitsch-Klupp,I,author_simonitsch_klupp_i
Valent,P,author_valent_p
Muellner-Ammer,K,author_muellner_ammer_k
Sebesta,C,author_sebesta_c
Birkner,T,author_birkner_t
Webersinke,G,author_webersinke_g
Seshacharyulu,P,author_seshacharyulu_p
Pandey,P,author_pandey_p
Datta,K,author_datta_k
O'Hara,AJ,author_o_hara_aj
Bell,DW,author_bell_dw
Hughes-Davies,L,author_hughes_davies_l
Huntsman,D,author_huntsman_d
Ruas,M,author_ruas_m
Bye,J,author_bye_j
Milner,J,author_milner_j
Brown,LA,author_brown_la
Hsu,F,author_hsu_f
Gilks,B,author_gilks_b
Jung,J,author_jung_j
Jin,Y,author_jin_y
Fu,SB,author_fu_sb
Rosales,JL,author_rosales_jl
Lee,KY,author_lee_ky
Hamanaka,N,author_hamanaka_n
Nakanishi,Y,author_nakanishi_y
Mizuno,T,author_mizuno_t
Horiguchi-Takei,K,author_horiguchi_takei_k
Akiyama,N,author_akiyama_n
